loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.71567,1.44834,0.489907,6.11622e-05,30.2225,0.0433179,0.00141194,7.95726e-17,1.13493e-16,0.00384845,499982,-3.36328,1.45009,0.443443,3.37853e-05,27.7637,0.0308511,0.00109511,0,0,0.00192423,249991,-23.1331,1.22219,8.42154,5.04405e-05,63.6628,0.0602932,0.000836587,3.27625e-17,-3.7301e-16,0.00384845,499982,-4.08032,1.23804,1.48543,0.000142985,11.8814,0.0435947,0.00327987,0,0,0.00192423,249991
2,0.595257,-1.42325,0.319695,2.03124e-05,4.23632,0.00937267,0.0021672,-1.11369e-17,1.20259e-17,0.00165517,124616,0.307179,-1.52345,0.164973,1.96812e-05,6.63356,0.0114387,0.00172058,0,0,0.000827587,62308,-4.23263,1.24223,1.51478,2.24992e-05,12.4871,0.0177035,0.00127089,-3.56145e-17,-1.95816e-16,0.00165233,124360,-2.91944,1.25762,1.04481,1.63096e-05,9.1147,0.0128092,0.00127327,0,0,0.000826164,62180
3,-0.509486,1.55664,0.0349706,1.37232e-05,36.0182,0.0222348,0.000617197,-2.69561e-18,-8.14136e-17,0.00332319,464518,-0.3388,1.56373,0.0232553,1.03182e-05,47.9369,0.0222407,0.000463933,0,0,0.0016616,232259,-16.1218,1.3047,4.40992,2.86719e-05,59.1652,0.0426892,0.000671643,-6.3561e-17,6.77819e-16,0.00332318,464516,-7.25414,1.30822,1.98428,3.18599e-05,27.0237,0.0303824,0.00104863,0,0,0.00166159,232258
4,-0.9496,1.52185,0.0978491,1.96271e-05,19.4354,0.0195544,0.00100372,1.00154e-17,-1.68315e-16,0.00384157,499534,-0.639765,1.54081,0.0659233,1.45662e-05,21.3779,0.0176543,0.000825081,0,0,0.00192078,249767,-16.2301,1.31236,4.30564,4.19816e-05,61.4113,0.0525192,0.000799357,-7.03691e-17,4.61627e-16,0.00384155,499534,-6.56654,1.31675,1.74202,5.18821e-05,25.3265,0.0374493,0.00138539,0,0,0.00192078,249767
5,-1.57947,1.49334,0.171322,1.3802e-05,20.3986,0.0168295,0.000820104,-9.56548e-18,-4.60203e-17,0.00384845,499988,-0.82184,1.52697,0.0891443,1.32627e-05,18.7945,0.0158033,0.000839237,0,0,0.00192423,249994,-27.8007,1.31084,7.40326,2.35596e-05,104.532,0.0513512,0.000458794,-1.33362e-16,-1.77818e-16,0.00384845,499988,-6.44411,1.31602,1.71605,5.08191e-05,24.7816,0.0366697,0.00138586,0,0,0.00192423,249994
6,-1.91192,1.44411,0.308788,1.18294e-05,15.0764,0.013462,0.000878723,-4.82599e-18,-8.27765e-17,0.00384845,499984,-1.02334,1.48783,0.165276,1.10503e-05,12.3866,0.0117395,0.000941291,0,0,0.00192423,249992,-29.8361,1.30695,8.06857,1.87079e-05,110.453,0.0470864,0.000397311,-1.69325e-16,-2.50856e-16,0.00384845,499984,-6.37055,1.31236,1.72278,4.38085e-05,24.1376,0.0336335,0.00130253,0,0,0.00192423,249992
7,-1.54163,1.42992,0.308082,1.62168e-05,10.9601,0.0134642,0.00120444,1.71825e-17,6.86429e-17,0.00384836,499978,-1.05343,1.46503,0.21052,1.18661e-05,10.0214,0.0109655,0.00108213,0,0,0.00192418,249989,-25.6748,1.3004,7.12677,2.04926e-05,92.6362,0.0452128,0.000453248,2.35051e-17,-1.80448e-16,0.00384836,499978,-6.61123,1.30541,1.83513,3.97917e-05,24.3625,0.0322634,0.00123334,0,0,0.00192418,249989
8,-1.53992,1.4372,0.292066,1.75637e-05,11.5431,0.0143657,0.00122261,-2.03054e-18,2.07837e-16,0.00199767,300456,-1.04293,1.47142,0.197806,1.29668e-05,10.5542,0.011756,0.001103,0,0,0.000998837,150228,-22.3663,1.29232,6.40635,2.03577e-05,78.2426,0.0415092,0.000490437,1.1535e-17,-2.05856e-16,0.00198752,299162,-6.82839,1.297,1.95585,3.33403e-05,24.3511,0.0295941,0.00112659,0,0,0.000993759,149581
9,-0.950967,1.47113,0.198105,2.8224e-05,9.61276,0.0165528,0.00170509,3.76473e-18,-1.00057e-16,0.0032132,456824,-0.677088,1.50479,0.141051,1.98199e-05,10.3399,0.0143465,0.00138151,0,0,0.0016066,228412,-11.3865,1.27656,3.47488,3.31966e-05,37.5988,0.0369147,0.000899277,-4.56479e-17,3.19642e-16,0.00321322,456824,-5.76415,1.28211,1.75908,3.27882e-05,19.4564,0.0263452,0.00124456,0,0,0.00160661,228412
10,-0.397845,1.51196,0.167904,2.28116e-05,6.89846,0.0125658,0.00181537,-5.71813e-18,-3.22238e-18,0.00359747,483346,-0.303098,1.53481,0.127919,1.4971e-05,8.53561,0.0113115,0.00132352,0,0,0.00179873,241673,-8.59194,1.30461,2.37217,3.40691e-05,31.5414,0.0339764,0.00100273,-3.47906e-17,4.89036e-17,0.00359747,483346,-6.05473,1.30778,1.67166,2.41726e-05,22.5283,0.0241656,0.00100029,0,0,0.00179873,241673
