loop, time[s]
0,62.9799
1,81.9382
2,164.344
3,71.477
4,77.1284
5,75.1887
6,74.1661
7,73.1
8,78.509
9,68.6256
10,70.6118
11,75.4625
12,71.6561
13,132.12
14,68.0734
15,73.6137
16,74.9865
17,74.7233
18,73.5031
19,99.6658
20,67.2928
21,71.5803
22,72.5456
23,75.3233
24,79.4639
25,93.0382
26,75.0867
27,73.9548
28,78.6211
29,72.9033
30,77.6926
31,73.2201
32,74.4621
33,73.8668
34,112.728
35,69.5291
36,71.3277
37,70.2762
38,74.7683
39,73.6581
40,132.812
41,68.2552
42,74.9285
43,74.8213
44,73.8343
45,73.3062
46,118.213
47,67.7056
48,69.1631
49,69.3887
