loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.65529,1.45011,0.475966,6.91697e-05,30.1726,0.0460184,0.00150309,3.92589e-18,-1.05386e-16,0.00384845,199994,-3.3146,1.45186,0.431603,3.81401e-05,27.7722,0.0327771,0.00116362,0,0,0.00192423,99997,-22.802,1.22084,8.33633,5.60646e-05,62.4891,0.063008,0.000889801,1.47935e-17,-8.4566e-17,0.00384845,199994,-4.04533,1.23698,1.47896,0.000158005,11.7411,0.0455721,0.00346714,0,0,0.00192423,99997
2,1.74952,-1.44202,0.298966,1.31968e-05,13.5828,0.0134996,0.00097757,7.43078e-18,1.40911e-18,0.000593369,17210,0.88995,-1.49487,0.152079,1.29711e-05,11.7834,0.0123985,0.00104619,0,0,0.000296684,8605,-5.62927,1.30175,1.5976,1.50286e-05,20.4612,0.0181887,0.000826258,4.83896e-19,-3.18015e-18,0.000590818,17128,-3.50025,1.3129,0.993379,1.20848e-05,13.3401,0.0131289,0.000920469,0,0,0.000295409,8564
3,-0.96401,1.54503,0.0515368,1.25321e-05,37.4357,0.021667,0.000578396,-1.24959e-17,-1.05357e-16,0.00331789,185684,-0.629332,1.55562,0.0336445,9.59833e-06,41.4944,0.0199592,0.000480898,0,0,0.00165894,92842,-19.1512,1.2897,5.54367,1.65349e-05,66.3404,0.0344727,0.000479653,2.2334e-17,-2.82151e-17,0.00331789,185684,-5.08349,1.29828,1.47151,3.11466e-05,18.241,0.0247466,0.00125862,0,0,0.00165894,92842
4,-1.26023,1.4724,0.201517,1.66749e-05,12.8435,0.0147051,0.00113396,-1.56484e-17,-1.77457e-16,0.00356745,192538,-0.90422,1.49854,0.14459,1.16201e-05,12.5708,0.0121175,0.000958948,0,0,0.00178373,96269,-16.1526,1.30864,4.34969,3.24637e-05,60.2125,0.0457758,0.000709189,-7.90708e-17,-3.84151e-16,0.00356745,192538,-6.33606,1.31347,1.70622,4.13796e-05,24.1151,0.032663,0.00126686,0,0,0.00178373,96269
5,-1.68755,1.43859,0.301391,1.32021e-05,12.7669,0.0130962,0.00100808,2.8352e-17,-7.33909e-17,0.00375486,197532,-0.971547,1.48361,0.173515,1.14658e-05,11.2031,0.0113766,0.00100784,0,0,0.00187743,98766,-28.2563,1.30262,7.77374,1.6672e-05,102.836,0.042941,0.000388253,6.09178e-18,-3.80215e-16,0.00375486,197532,-6.2048,1.30837,1.70703,3.79616e-05,23.1393,0.0306867,0.00123707,0,0,0.00187743,98766
6,-1.90742,1.40755,0.397669,1.09266e-05,11.6636,0.0114401,0.000955115,1.4121e-18,-1.57958e-17,0.00380833,198938,-1.14425,1.4519,0.238559,9.10708e-06,9.68022,0.00945534,0.000963168,0,0,0.00190416,99469,-34.2025,1.30225,9.41968,1.23033e-05,124.294,0.0405589,0.000303343,-3.18943e-17,1.41842e-16,0.00380833,198938,-6.18648,1.30814,1.70381,3.40098e-05,23.0498,0.0289912,0.00117311,0,0,0.00190416,99469
7,-1.68311,1.40598,0.375231,1.3209e-05,10.2147,0.0117739,0.0011219,-7.43671e-18,-7.20096e-17,0.0036624,194860,-1.219,1.43676,0.27176,9.1189e-06,9.14762,0.00921494,0.000989578,0,0,0.0018312,97430,-29.8026,1.30318,8.18012,1.46956e-05,108.702,0.0414431,0.000354597,-1.60742e-17,4.37916e-16,0.0036624,194860,-6.6889,1.30813,1.83594,3.27389e-05,24.9144,0.0295728,0.00110706,0,0,0.0018312,97430
8,-1.1466,1.44668,0.248989,2.51877e-05,9.29634,0.0154194,0.00163351,-2.00326e-18,2.19454e-18,0.000316088,12064,-0.778294,1.48815,0.169014,1.85541e-05,9.50065,0.0133219,0.00139275,0,0,0.000158044,6032,-14.6398,1.30259,4.04087,3.9824e-05,53.2864,0.0477735,0.0008336,-2.33704e-17,2.2092e-17,0.000311877,11872,-6.74938,1.30662,1.86296,4.31878e-05,24.9893,0.0340306,0.00126909,0,0,0.000155939,5936
9,-1.12191,1.53031,0.0814552,1.48764e-05,27.729,0.0203269,0.000731858,1.37621e-17,-3.26062e-17,0.00345252,189422,-0.655189,1.54897,0.0475693,1.27367e-05,30.0461,0.0195671,0.000650925,0,0,0.00172626,94711,-22.3248,1.28865,6.48353,1.51769e-05,77.0256,0.0355981,0.000426339,-2.03421e-17,-1.61291e-16,0.00345252,189422,-4.74926,1.29874,1.37928,3.56712e-05,17.0781,0.0256214,0.00139224,0,0,0.00172626,94711
10,-1.58831,1.43838,0.293395,1.52856e-05,12.0068,0.0136662,0.0011185,8.47231e-18,3.15929e-19,0.00355174,192122,-1.20514,1.46094,0.222617,1.0073e-05,11.0161,0.0105973,0.00095052,0,0,0.00177587,96061,-15.0725,1.30469,4.12513,3.32586e-05,55.3147,0.0444559,0.000748125,3.77676e-17,-5.80505e-16,0.00355174,192122,-6.18112,1.30972,1.69168,4.05503e-05,23.1759,0.0317294,0.001278,0,0,0.00177587,96061
