loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
15,-0.780546,1.51424,0.116113,1.54346e-05,13.8594,0.0146491,0.00105362,-1.64937e-17,6.60889e-17,0.00382279,199322,-0.51415,1.53959,0.0764813,1.17163e-05,16.5315,0.0139239,0.000841449,0,0,0.0019114,99661,-23.9414,1.306,6.5026,1.9981e-05,88.3014,0.0435209,0.000459113,3.12711e-17,-4.28772e-16,0.00382279,199322,-6.67029,1.31079,1.81169,3.5858e-05,25.1107,0.0310491,0.00115488,0,0,0.0019114,99661
16,-1.31997,1.47493,0.198737,1.00412e-05,13.7988,0.011825,0.00084915,1.00928e-17,-4.12698e-18,0.00384845,199998,-0.638376,1.52703,0.0961148,1.0381e-05,14.6442,0.0123415,0.000841148,0,0,0.00192423,99999,-31.4527,1.31955,8.08076,1.7392e-05,122.547,0.0476628,0.000364896,6.5314e-17,2.2441e-16,0.00384845,199998,-6.85485,1.32405,1.76113,3.99003e-05,27.249,0.034002,0.00117347,0,0,0.00192423,99999
17,-1.63124,1.43921,0.295128,1.30236e-05,12.4046,0.0128205,0.00101584,-1.03252e-17,4.03828e-17,0.00384852,200000,-0.968686,1.48272,0.175258,1.09654e-05,11.06,0.0110551,0.000991887,0,0,0.00192426,100000,-24.3873,1.3147,6.39574,2.57785e-05,93.1463,0.0506536,0.000508917,2.23345e-17,8.17223e-17,0.00384845,199998,-6.90438,1.31905,1.81072,4.55268e-05,26.879,0.0361188,0.00126048,0,0,0.00192423,99999
18,-1.19593,1.45713,0.229925,2.05837e-05,10.5697,0.014845,0.00138657,-1.99568e-17,9.39706e-17,0.00377203,197650,-0.916375,1.48247,0.176176,1.34316e-05,10.4426,0.0118891,0.00112974,0,0,0.00188601,98825,-25.9277,1.30275,7.13116,2.16337e-05,94.4093,0.0468667,0.000461601,5.58223e-18,4.79308e-17,0.00377178,197644,-6.79845,1.30745,1.86984,4.12528e-05,25.2529,0.033427,0.00123411,0,0,0.00188589,98822
19,-1.52283,1.45556,0.250864,2.95153e-05,13.2303,0.0198922,0.00148377,-1.12374e-18,2.92712e-17,0.00107543,46596,-0.897687,1.49693,0.14788,2.50354e-05,12.2116,0.0175324,0.00142795,0,0,0.000537716,23298,-10.1791,1.28556,3.01133,6.02892e-05,34.74,0.0476907,0.00126417,2.12078e-17,-1.78865e-16,0.00106754,46010,-5.708,1.29066,1.68862,5.37572e-05,19.8868,0.0340196,0.00158018,0,0,0.000533769,23005
20,-0.393254,1.54924,0.0631013,2.01271e-05,18.2983,0.0191954,0.00104854,-1.17412e-18,3.06496e-17,0.00336149,186906,-0.291033,1.55824,0.046698,1.35985e-05,23.228,0.017774,0.000765078,0,0,0.00168074,93453,-15.4229,1.29516,4.3791,2.06262e-05,54.5471,0.0348579,0.000591723,6.45932e-17,1.67141e-17,0.00336149,186906,-5.76029,1.3013,1.63555,2.76121e-05,20.8988,0.0249197,0.00110804,0,0,0.00168074,93453
21,-0.923436,1.4258,0.286123,9.29206e-06,6.4753,0.00783721,0.00118563,-9.48531e-19,4.72715e-17,0.00380604,198884,-0.455384,1.5169,0.1411,9.42111e-06,8.55688,0.00899148,0.00104778,0,0,0.00190302,99442,-14.2854,1.32333,3.62569,2.87081e-05,56.561,0.0415616,0.000690735,-5.25675e-20,-2.36558e-16,0.00380604,198884,-6.96541,1.32678,1.76785,2.94384e-05,28.0098,0.0295908,0.00099485,0,0,0.00190302,99442
22,-1.26367,1.38513,0.378081,7.74879e-06,6.86854,0.00742038,0.00104426,6.42521e-18,-5.57732e-18,0.00384845,199998,-0.610634,1.48827,0.182699,8.01775e-06,7.51439,0.00778804,0.0010295,0,0,0.00192423,99999,-27.9604,1.32467,7.03277,1.51129e-05,111.306,0.0422885,0.000357378,3.40781e-17,-1.97006e-17,0.00384845,199998,-7.35879,1.32843,1.85091,2.87117e-05,29.7971,0.030129,0.000952957,0,0,0.00192423,99999
23,-1.88762,1.39018,0.4375,1.098e-05,10.4299,0.0108768,0.00100948,-5.96478e-18,-3.56364e-17,0.00384845,199998,-1.12521,1.44034,0.260794,9.20965e-06,8.68925,0.00902134,0.00102087,0,0,0.00192423,99999,-16.2739,1.32029,4.17894,3.65068e-05,63.614,0.049743,0.000733909,5.56238e-17,5.44606e-16,0.00384845,199998,-7.15606,1.32378,1.83759,4.15104e-05,28.4117,0.0354159,0.00117208,0,0,0.00192423,99999
24,-0.833071,1.44816,0.24545,1.9556e-05,6.90164,0.0117037,0.00167092,-1.27801e-18,-1.42758e-17,0.00334526,181738,-0.615983,1.48852,0.18149,1.32241e-05,7.60061,0.010059,0.00131466,0,0,0.00167263,90869,-23.4677,1.30639,6.3646,2.07806e-05,86.688,0.0439711,0.000472595,-1.49948e-16,1.20041e-16,0.00333927,181500,-7.9241,1.30966,2.14906,3.07713e-05,29.6833,0.0312819,0.000983677,0,0,0.00166963,90750
25,-1.7567,1.46558,0.244752,2.97549e-05,16.6944,0.0224112,0.00132768,-1.56085e-17,6.37973e-17,0.00274027,119748,-1.09145,1.49484,0.152065,2.39454e-05,14.41,0.0186291,0.00128538,0,0,0.00137014,59874,-12.4021,1.28956,3.60441,5.81421e-05,42.9505,0.0520149,0.0011178,-8.90382e-17,1.11321e-16,0.00273739,119510,-5.46881,1.29601,1.5894,6.59261e-05,19.4462,0.0371975,0.00177233,0,0,0.0013687,59755
26,-1.13051,1.46202,0.218067,3.79841e-05,10.4466,0.0200373,0.00189567,1.78029e-17,-7.53641e-17,0.0037902,198462,-0.785826,1.49664,0.151581,2.73225e-05,10.671,0.0171218,0.00159578,0,0,0.0018951,99231,-7.95228,1.2694,2.50766,6.0131e-05,25.617,0.0410977,0.00146312,-9.96937e-18,2.24451e-16,0.0037902,198462,-5.0237,1.27537,1.58417,4.75922e-05,16.5624,0.0293429,0.00162193,0,0,0.0018951,99231
27,-0.0737114,1.56281,0.107733,1.93615e-05,9.33261,0.0134427,0.0014403,3.52331e-18,4.12613e-18,0.00384845,199998,-0.0534082,1.56661,0.0780621,1.33606e-05,12.8468,0.0131013,0.00101979,0,0,0.00192423,99999,-13.7456,1.31762,3.57408,2.23234e-05,53.1444,0.0355774,0.000627459,-1.72834e-17,2.34644e-16,0.00384845,199998,-6.81863,1.32124,1.77295,2.25003e-05,26.7879,0.0253345,0.000888126,0,0,0.00192423,99999
28,-0.904914,1.49042,0.16064,3.55837e-05,11.3227,0.0201369,0.00176709,-1.55862e-17,5.52925e-17,0.00374189,195306,-0.765887,1.50478,0.13596,2.10215e-05,11.6695,0.0156963,0.00133926,0,0,0.00187095,97653,-15.8289,1.30992,4.24144,5.2098e-05,59.309,0.0575329,0.000905535,1.66274e-16,3.33516e-16,0.00374041,195240,-7.04135,1.31362,1.88676,5.85581e-05,26.8081,0.0409668,0.0014294,0,0,0.00187021,97620
29,-1.34537,1.49195,0.164457,3.40439e-05,17.0867,0.0241933,0.00140716,1.29614e-17,1.44789e-16,0.00320116,182248,-0.94344,1.51308,0.115324,2.42744e-05,16.3893,0.0199791,0.00121499,0,0,0.00160058,91124,-13.1718,1.28712,3.86054,5.00241e-05,45.2001,0.0495297,0.00100998,3.96604e-17,-1.65929e-16,0.00320114,182246,-5.43772,1.29388,1.59375,6.0586e-05,19.1805,0.0354359,0.00170974,0,0,0.00160057,91123
30,-0.472841,1.51156,0.151137,2.20831e-05,8.09584,0.013394,0.00164872,-4.63007e-18,-4.83066e-18,0.00328156,129522,-0.321144,1.54066,0.102647,1.62573e-05,10.7469,0.0132239,0.00122939,0,0,0.00164078,64761,-9.64505,1.30475,2.65461,3.57284e-05,35.4203,0.0368702,0.000969031,-2.51042e-17,-1.09316e-16,0.00328016,129270,-5.6789,1.30941,1.56301,3.03408e-05,21.273,0.026297,0.00115377,0,0,0.00164008,64635
31,-0.231883,1.5543,0.0746121,1.79924e-05,14.1233,0.0159431,0.00112854,9.64531e-18,4.68193e-17,0.00362779,194136,-0.178547,1.56082,0.0574522,1.16833e-05,17.9607,0.0144866,0.000806492,0,0,0.00181389,97068,-17.2905,1.3293,4.27208,2.74325e-05,70.2144,0.0451994,0.000606922,-9.52171e-17,-2.85611e-16,0.00362779,194136,-7.41342,1.3325,1.83168,3.1991e-05,30.5505,0.0321706,0.000994417,0,0,0.00181389,97068
32,-1.25736,1.44741,0.252172,1.34759e-05,10.2349,0.0118332,0.00113882,-3.33908e-18,-1.56895e-16,0.0038483,199994,-0.910664,1.47922,0.182641,9.3028e-06,10.0159,0.00969296,0.000959748,0,0,0.00192415,99997,-23.2793,1.32105,5.94818,2.76741e-05,91.276,0.0518682,0.000533547,3.57802e-17,4.52469e-17,0.0038483,199994,-7.43834,1.32464,1.9006,4.3305e-05,29.6375,0.0369375,0.00117238,0,0,0.00192415,99997
33,-1.50704,1.41046,0.347193,1.40012e-05,9.42179,0.0116331,0.00120356,1.18675e-17,4.04283e-17,0.00384838,199996,-1.22911,1.43133,0.283164,8.58344e-06,8.86663,0.00880836,0.000974466,0,0,0.00192419,99998,-28.2197,1.30438,7.71014,1.9193e-05,103.416,0.0461808,0.000415604,6.63644e-17,-4.4618e-16,0.00384838,199996,-7.33398,1.30842,2.00378,3.69259e-05,27.342,0.0328992,0.00112239,0,0,0.00192419,99998
34,-0.622757,1.46079,0.238935,1.68471e-05,5.80837,0.00995053,0.00169309,5.97899e-18,-4.49682e-18,0.0017178,102736,-0.354085,1.52745,0.135858,1.48144e-05,8.28345,0.0110879,0.00133609,0,0,0.000858899,51368,-12.4503,1.30094,3.46442,3.07965e-05,45.0323,0.038638,0.000797053,2.25582e-17,2.90769e-17,0.00170564,102008,-7.66615,1.30343,2.13318,2.5009e-05,28.0191,0.0274454,0.000911227,0,0,0.000852822,51004
35,-0.929531,1.5211,0.0994563,2.00051e-05,18.7422,0.0193872,0.00103187,-9.59181e-20,-8.37866e-17,0.00303195,177500,-0.556505,1.54545,0.0595433,1.67072e-05,21.9957,0.0191761,0.000871252,0,0,0.00151597,88750,-22.3777,1.29898,6.24847,2.08164e-05,80.3016,0.0424431,0.000490454,-4.72399e-17,2.02037e-16,0.00303195,177500,-6.02433,1.30498,1.68216,3.8661e-05,22.1695,0.0303398,0.00127427,0,0,0.00151597,88750
36,-1.12924,1.48905,0.164221,2.86556e-05,13.8544,0.0199914,0.00143339,7.47268e-18,4.77046e-17,0.00349561,190572,-0.867349,1.50812,0.126135,1.86541e-05,13.8922,0.0161295,0.00115652,0,0,0.00174781,95286,-13.1217,1.29562,3.72469,4.24154e-05,46.4948,0.0461436,0.000919203,-4.59866e-18,-5.30099e-16,0.00349568,190574,-5.80908,1.30125,1.64895,4.79045e-05,21.0712,0.0329589,0.00145346,0,0,0.00174784,95287
37,-1.37425,1.45812,0.23627,2.12536e-05,12.2257,0.0162217,0.00131019,-7.89711e-18,1.2486e-17,0.00384792,199984,-0.872966,1.49604,0.150084,1.67294e-05,11.7405,0.0140537,0.00119039,0,0,0.00192396,99992,-13.6859,1.29141,3.9457,3.37125e-05,47.7235,0.0417282,0.000807906,-1.77994e-17,-1.16478e-17,0.00384792,199984,-5.49899,1.29802,1.58539,4.19514e-05,19.7043,0.0298522,0.0014053,0,0,0.00192396,99992
38,-1.76179,1.4202,0.350952,1.55794e-05,11.6936,0.0136508,0.00114128,-1.8376e-17,-2.15658e-17,0.00384845,199998,-1.17275,1.45487,0.233612,1.17026e-05,10.1679,0.0109813,0.00106568,0,0,0.00192423,99999,-19.766,1.29639,5.57752,2.32504e-05,70.2273,0.0419784,0.000553866,3.29707e-17,-1.35503e-16,0.00384845,199998,-6.07857,1.30218,1.71523,3.78025e-05,22.1247,0.0299937,0.00126035,0,0,0.00192423,99999
39,-1.93904,1.40014,0.41984,1.92487e-05,11.3374,0.0149887,0.00128421,-4.71389e-18,4.64605e-17,0.00368991,180536,-1.35697,1.42993,0.293811,1.37529e-05,9.6707,0.0116467,0.00118084,0,0,0.00184496,90268,-21.1865,1.29301,6.05403,2.79927e-05,74.3087,0.047426,0.00059024,-2.03134e-17,-1.16587e-16,0.00368552,179942,-7.21901,1.29708,2.06283,4.10768e-05,25.7481,0.0337773,0.00121611,0,0,0.00184276,89971
40,-0.830792,1.5145,0.114134,3.38639e-05,14.8091,0.0224294,0.0015098,7.44208e-18,-1.45794e-16,0.00332489,185836,-0.60892,1.53352,0.083653,2.31011e-05,16.3865,0.0194698,0.00118651,0,0,0.00166244,92918,-17.5682,1.30016,4.88892,3.35629e-05,63.3357,0.0478469,0.000701465,-3.86e-18,-1.74661e-16,0.00332489,185836,-6.21942,1.30545,1.73075,4.74032e-05,22.9271,0.0341604,0.00138766,0,0,0.00166244,92918
41,-0.334133,1.52843,0.138845,2.04824e-05,8.00639,0.0128172,0.00159804,-4.31891e-18,-2.64197e-18,0.00384475,199900,-0.259096,1.54439,0.107662,1.32074e-05,9.91183,0.0114455,0.00115393,0,0,0.00192237,99950,-12.6149,1.29479,3.59379,1.94568e-05,44.5587,0.0306021,0.000635799,6.91629e-17,4.59567e-17,0.00384475,199900,-5.76007,1.30044,1.64096,2.13056e-05,20.8283,0.021858,0.000974728,0,0,0.00192237,99950
42,-0.613459,1.51143,0.132116,2.48265e-05,10.4176,0.0161102,0.00154105,-3.87914e-18,1.12636e-19,0.00355119,188338,-0.51152,1.52582,0.110163,1.48871e-05,11.4526,0.0130705,0.00113898,0,0,0.0017756,94169,-11.2547,1.31933,2.91284,4.60454e-05,43.8295,0.0463819,0.000992744,1.23739e-17,-1.30959e-16,0.00354946,188268,-6.39788,1.32299,1.65584,4.05e-05,25.3241,0.0330331,0.00122604,0,0,0.00177473,94134
43,-1.57783,1.47901,0.20288,3.41641e-05,17.2001,0.0243431,0.00140344,1.42822e-18,-1.51944e-17,0.00326679,184218,-1.22897,1.49329,0.158022,2.19316e-05,15.8862,0.0187217,0.00117145,0,0,0.00163339,92109,-8.15992,1.29658,2.32733,9.40544e-05,29.0394,0.0542879,0.00173251,1.12972e-16,1.85381e-16,0.00326679,184218,-5.01416,1.30236,1.43011,7.65312e-05,18.2795,0.038788,0.00197307,0,0,0.00163339,92109
44,-0.89655,1.46478,0.211198,2.49945e-05,8.5408,0.0146921,0.00170122,-4.75491e-18,6.21548e-17,0.00364991,171116,-0.648097,1.50042,0.152672,1.72881e-05,9.3012,0.0127118,0.00136,0,0,0.00182496,85558,-10.0619,1.29047,2.92331,3.98141e-05,34.9746,0.0388307,0.00102533,-1.59506e-17,8.3041e-17,0.00364296,170130,-5.6841,1.29551,1.65142,3.5239e-05,20.1699,0.0277009,0.00127212,0,0,0.00182148,85065
45,-0.198834,1.54264,0.1444,2.07485e-05,7.19898,0.0122264,0.00169703,-4.84648e-18,2.34169e-18,0.00382451,199366,-0.156718,1.55317,0.11382,1.31614e-05,9.00155,0.0108862,0.001209,0,0,0.00191226,99683,-14.7704,1.31718,3.84489,2.29872e-05,57.0018,0.037394,0.000614728,7.6251e-18,-1.65309e-16,0.00382451,199366,-7.72811,1.31991,2.0117,2.19673e-05,30.1853,0.0265819,0.000826401,0,0,0.00191226,99683
46,0.0199988,-1.56784,0.144785,1.2007e-05,6.90956,0.00910843,0.00131822,-1.20559e-17,5.41338e-18,0.0038474,199970,0.0148492,-1.56918,0.107424,8.09131e-06,9.31093,0.00867974,0.000932207,0,0,0.0019237,99985,-22.6598,1.33673,5.413,1.26007e-05,95.0429,0.0355765,0.000354185,-1.4324e-17,1.07747e-16,0.0038474,199970,-7.70214,1.33986,1.8399,1.85359e-05,32.786,0.0253236,0.000731961,0,0,0.0019237,99985
47,-1.12716,1.4707,0.200729,1.78188e-05,11.3112,0.0142678,0.00124888,2.25013e-17,1.21716e-16,0.00323669,180974,-0.924072,1.48831,0.164564,1.08671e-05,11.2656,0.011102,0.000978841,0,0,0.00161834,90487,-13.8537,1.32928,3.42926,6.05861e-05,56.2585,0.0601268,0.00100764,4.14056e-17,-4.24689e-16,0.00323537,180928,-7.34766,1.33215,1.8188,5.7117e-05,30.2333,0.042766,0.00133557,0,0,0.00161769,90464
48,-2.49354,1.45442,0.337645,3.01379e-05,21.3767,0.0255545,0.00117936,-4.53894e-18,-6.6472e-17,0.00244598,130040,-1.53557,1.47564,0.207928,2.44701e-05,16.1497,0.0199693,0.00122539,0,0,0.00122299,65020,-11.875,1.28046,3.57105,7.18102e-05,39.7685,0.0557724,0.00128756,-2.16088e-18,1.6023e-16,0.00244019,129598,-5.33284,1.28734,1.60369,7.99517e-05,18.3571,0.0398984,0.00200388,0,0,0.0012201,64799
