loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,nan,-nan,-nan,-nan,0,nan,-nan,-nan,-nan,0
2,-1.08078,0.292841,7.40363,2.7876e-05,55586,-7.91368,3.45678,18.4063,3.3478e-05,55586
3,-0.523105,0.415043,3.06869,1.20702e-05,55318,-11.0729,3.57434,34.5824,2.77587e-05,55318
4,-1.38161,0.576982,5.04147,9.86676e-06,55210,-12.7278,4.05286,40.2177,4.82156e-05,55210
5,-1.42459,0.599572,5.05268,1.01892e-05,54836,-17.8641,5.89258,54.3268,3.51222e-05,54836
6,-0.489981,0.40049,3.09641,1.42446e-05,54364,-28.717,9.91249,83.2958,1.47402e-05,54364
7,-66.3248,10.5703,416.257,7.12732e-07,4,-58.721,20.1222,171.411,2.05621e-05,4
8,-10.0294,0.676823,150.097,9.53092e-06,56610,-23.6362,9.6981,57.7094,4.25673e-05,56610
9,-2.44148,0.365758,19.0312,2.23199e-05,56078,-35.6545,14.4342,88.1409,1.68031e-05,56078
10,-2.61518,0.553919,14.1522,1.49013e-05,55532,-18.2588,7.17182,46.6245,2.702e-05,55532
11,-1.43497,0.501898,6.09511,1.41156e-05,54526,-16.5734,6.32782,43.5657,2.01678e-05,54526
12,-0.334929,0.326892,3.40228,1.72413e-05,52066,-23.2902,7.88986,68.8774,1.38622e-05,52068
13,1.18842,0.708054,3.407,9.98245e-06,520,-27.2441,8.17953,90.8661,1.44541e-05,516
14,-4.62552,0.379447,59.0212,2.34654e-05,61886,-18.1971,7.59463,43.7328,5.40635e-05,61886
15,-1.52533,0.269952,12.323,4.06346e-05,61220,-17.313,7.11595,42.2626,3.85648e-05,61220
16,-1.15341,0.25303,9.20976,4.27542e-05,60796,-17.5125,6.75584,45.5441,4.11421e-05,60796
17,-1.15744,0.219652,10.6517,4.93725e-05,48022,-15.4569,5.74779,41.7404,6.44757e-05,48022
18,-3.00527,0.418702,23.9589,3.50277e-05,22912,-22.0372,8.90786,54.6302,5.13262e-05,22800
19,-5.63212,0.697204,46.9314,2.12313e-05,14026,-44.1278,18.8682,103.256,2.03652e-05,14026
20,-2.30085,0.262064,24.0166,4.11193e-05,34186,-19.1958,8.31574,44.4313,3.71811e-05,34186
21,-2.64678,0.375386,21.326,4.36088e-05,28414,-29.8718,12.4406,71.8069,3.56354e-05,28386
22,-0.198349,0.232684,4.46675,3.42947e-05,54618,-5.66589,2.57083,12.8761,3.36239e-05,54618
23,-0.29506,0.187338,5.80267,3.66147e-05,38374,-8.8667,2.93176,27.1572,6.75645e-05,38374
24,-1.50547,0.136755,23.8853,3.16056e-05,43978,-12.5498,4.42072,35.8535,0.000101084,43978
25,-0.937878,0.13507,13.9158,3.60443e-05,46018,-18.4556,6.82579,50.0469,4.08215e-05,45966
26,-1.27876,0.170341,15.4703,3.61515e-05,48156,-22.4686,8.28859,61.0284,4.09929e-05,48156
27,-0.706952,0.238269,6.29448,3.17188e-05,27138,-13.6656,5.28937,35.4956,3.0909e-05,27138
28,-2.26409,0.15452,39.646,3.22287e-05,31788,-15.0794,5.51919,41.381,9.49881e-05,31788
29,-1.95446,0.195384,24.669,2.22627e-05,55494,-21.2023,8.40582,53.5983,2.6675e-05,55494
30,-1.35374,0.295388,9.58945,2.31796e-05,48938,-18.9891,6.93439,52.1439,3.2721e-05,48922
31,-0.396842,0.0973696,11.8875,2.43645e-05,22750,-22.2809,7.65758,64.9605,2.18241e-05,22722
32,-5.14617,0.422946,64.98,2.52759e-05,65252,-24.702,9.97799,61.2536,5.7248e-05,65146
33,-1.33673,0.209986,13.2716,9.7363e-05,27114,-15.2297,6.4762,35.9692,8.28045e-05,27114
