loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
34,-0.806184,0.125268,13.1713,2.54691e-05,31304,-9.24671,3.53871,24.4444,4.21037e-05,31304
35,-1.758,0.262116,15.606,3.08512e-05,32604,-13.1041,5.40405,31.9605,4.23525e-05,32584
36,-1.2101,0.172761,14.2645,3.341e-05,69978,-16.4614,6.29272,43.221,3.85818e-05,69978
37,-5.2988,0.360709,80.6116,1.70849e-05,6940,-21.6399,7.68943,61.0301,9.94148e-05,6738
38,-1.39742,0.178333,16.5578,2.04831e-05,35398,-18.2958,7.5238,44.6234,1.71782e-05,35398
39,-4.09376,0.511209,34.7389,3.69233e-05,63228,-22.0282,9.64522,50.4128,4.76789e-05,63224
40,-1.24413,0.30616,8.32198,6.10463e-05,54454,-15.378,6.60357,35.9626,5.07092e-05,54454
41,0.754723,0.139675,11.2375,2.84851e-05,55492,-14.3477,4.68867,44.1181,2.66254e-05,55492
42,1.92352,0.206936,22.7121,1.87342e-05,3536,-11.0502,2.98918,41.1842,2.76729e-05,3532
43,-4.94742,0.348368,73.1324,3.6219e-05,43426,-58.937,24.7476,140.4,2.87739e-05,43426
44,-3.0593,0.320609,32.3113,5.64449e-05,61504,-25.04,10.9535,57.3334,5.22164e-05,61504
45,-1.78242,0.326623,12.7885,6.81639e-05,42548,-14.5948,6.44216,33.2201,7.18006e-05,42540
46,-0.529805,0.176256,7.26611,1.73701e-05,6002,-20.7632,7.52653,57.4115,2.33913e-05,6002
47,-7.84389,0.6016,103.934,1.38372e-05,35688,-33.1997,13.9474,79.0986,2.98822e-05,35688
48,-9.1727,0.714974,119.079,2.37164e-05,27776,-42.2168,17.5263,101.748,5.02279e-05,27774
49,-0.777171,0.179935,8.91428,1.95001e-05,56552,-8.44789,3.56361,20.3072,2.07726e-05,56552
