loop#,ALPHA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4]
69,-0.939433,2.20862e-05,24.3501,172970,-25.7817,1.97258e-05,89.5992,172970
70,-1.07606,2.10188e-05,13.8424,199982,-17.0731,2.79853e-05,60.5917,199982
71,-1.47695,1.2035e-05,17.9566,199998,-20.5949,2.7381e-05,79.7349,199998
72,-1.67458,1.60255e-05,7.86194,72174,-21.0473,3.2518e-05,75.9877,71630
73,-1.91896,1.53661e-05,46.4084,175176,-24.4398,2.15256e-05,83.4045,175178
74,-1.41029,2.18666e-05,14.1725,199922,-17.9707,2.82753e-05,62.1398,199922
75,-0.92303,1.08619e-05,8.43118,199996,-17.1615,1.71262e-05,64.9372,199996
76,-2.05528,1.56252e-05,9.4317,82940,-14.3984,5.33018e-05,53.3218,82338
77,-1.62693,1.945e-05,37.3391,172818,-28.3187,1.9845e-05,96.6281,172818
78,-1.2271,2.28518e-05,13.3882,199934,-15.5855,2.93428e-05,53.327,199932
79,-0.971945,1.15355e-05,10.2581,199996,-18.8964,1.97276e-05,73.2211,199996
80,-1.94684,1.53974e-05,8.79027,75088,-16.0413,4.69165e-05,59.2929,74714
81,-1.78163,1.91963e-05,40.5147,173178,-26.7682,2.16856e-05,91.0988,173178
82,-1.27753,2.34786e-05,13.9856,199916,-15.4751,3.01611e-05,52.6491,199916
83,-1.0889,1.17037e-05,10.5965,199996,-19.1585,1.96232e-05,73.3845,199996
84,-1.95059,1.61341e-05,9.29739,83838,-15.7987,4.67233e-05,58.1627,83410
85,-1.42085,1.89964e-05,34.4524,172952,-27.8178,1.89012e-05,95.1432,172952
86,-1.19523,2.19185e-05,13.2537,199956,-16.5308,2.8665e-05,57.5034,199954
87,-0.988408,1.17414e-05,11.1581,199996,-19.2795,2.02137e-05,74.6601,199996
88,-1.87551,1.53282e-05,8.48663,74166,-15.9155,4.67128e-05,58.8855,73798
89,-1.7645,1.79236e-05,41.0812,173648,-26.475,2.09893e-05,90.1666,173648
90,-1.31783,2.3091e-05,14.0699,199916,-16.2962,2.98308e-05,55.8739,199916
91,-1.06851,1.14786e-05,10.0581,199996,-18.6701,1.90143e-05,71.1078,199996
92,-1.98496,1.61147e-05,9.37154,83070,-15.5866,4.78996e-05,57.3909,82558
93,-1.45228,2.00773e-05,34.5972,172594,-27.614,1.97776e-05,94.2901,172594
94,-1.18367,2.23834e-05,13.4735,199942,-15.8218,2.91993e-05,54.6204,199942
95,-1.09446,1.19885e-05,12.1785,199996,-19.5299,2.15856e-05,75.5917,199998
96,-1.8613,1.57398e-05,8.64697,76834,-16.212,4.50964e-05,59.6812,76474
97,-1.67252,1.74417e-05,39.7106,173702,-26.3012,2.02624e-05,89.6955,173702
98,-1.30079,2.25408e-05,13.7948,199922,-16.8261,2.92623e-05,58.168,199922
99,-0.971739,1.14009e-05,9.64127,199996,-18.5742,1.83745e-05,71.0202,199996
100,-1.98836,1.55873e-05,9.13547,79720,-15.3583,4.92024e-05,56.788,79176
101,-1.60671,1.97931e-05,37.0773,172632,-27.6055,2.04519e-05,94.0691,172628
102,-1.23171,2.31242e-05,13.7535,199930,-15.6262,2.97574e-05,53.504,199930
103,-1.1017,1.19068e-05,11.4179,199996,-19.7765,2.02587e-05,76.079,199996
104,-1.91905,1.59159e-05,8.99471,79658,-16.1709,4.53772e-05,59.4492,79262
105,-1.59055,1.85967e-05,37.7122,173244,-27.2107,1.99524e-05,92.8778,173244
106,-1.24601,2.24847e-05,13.5924,199934,-16.2485,2.9308e-05,56.0781,199934
107,-0.987837,1.16785e-05,10.4717,199996,-18.9544,1.95179e-05,73.0464,199996
108,-1.92492,1.56019e-05,8.86773,78066,-15.6184,4.78827e-05,57.7535,77654
109,-1.65283,1.84755e-05,38.6863,173252,-27.1676,2.02079e-05,92.591,173252
110,-1.27053,2.28307e-05,13.7562,199922,-16.2303,2.95221e-05,55.8359,199922
111,-1.01979,1.15916e-05,10.2858,199996,-19.1025,1.90844e-05,73.2848,199996
112,-1.9624,1.56864e-05,9.06489,79228,-15.7069,4.76204e-05,57.9653,78722
113,-1.6123,1.94254e-05,37.5164,172890,-27.391,2.04319e-05,93.373,172890
114,-1.23764,2.29453e-05,13.7296,199928,-15.7815,2.96599e-05,54.14,199928
115,-1.06782,1.18427e-05,11.1133,199996,-19.4828,2.00694e-05,74.9866,199996
116,-1.9211,1.58377e-05,8.97451,79672,-15.9641,4.62256e-05,58.7982,79284
117,-1.60037,1.85624e-05,37.7987,173238,-27.2698,1.99377e-05,93.0578,173238
118,-1.25105,2.2557e-05,13.6079,199932,-16.2639,2.93347e-05,56.1042,199932
119,-0.987652,1.16441e-05,10.3689,199996,-18.9928,1.93275e-05,73.1342,199996
120,-1.9422,1.55178e-05,8.90734,78028,-15.6247,4.79019e-05,57.765,77650
121,-1.65899,1.88056e-05,38.5682,173126,-27.2204,2.04195e-05,92.7671,173126
122,-1.26359,2.29855e-05,13.7836,199922,-16.0191,2.96633e-05,54.9868,199922
123,-1.04247,1.167e-05,10.5177,199996,-19.2569,1.93424e-05,73.901,199996
124,-1.95489,1.58086e-05,9.0986,79964,-15.829,4.70351e-05,58.3429,79506
125,-1.58561,1.92424e-05,37.1349,172916,-27.4705,2.01035e-05,93.6794,172916
126,-1.23227,2.27556e-05,13.6342,199934,-15.9337,2.94755e-05,54.804,199934
127,-1.03825,1.17967e-05,10.9636,199996,-19.3977,1.99131e-05,74.7569,199996
128,-1.91745,1.5746e-05,8.90138,78460,-15.8757,4.67143e-05,58.5564,78036
129,-1.63869,1.84918e-05,38.4217,173240,-27.1509,2.01524e-05,92.5707,173240
130,-1.26376,2.27588e-05,13.7086,199924,-16.2321,2.94787e-05,55.8878,199924
131,-1.00637,1.16063e-05,10.2837,199996,-19.0877,1.90959e-05,73.3157,199998
132,-1.95496,1.56124e-05,9.01055,79050,-15.647,4.77922e-05,57.7929,78632
133,-1.62283,1.91791e-05,37.7698,172942,-27.4364,2.03184e-05,93.5484,172940
134,-1.24508,2.2929e-05,13.7233,199926,-15.8875,2.96243e-05,54.5381,199926
135,-1.05367,1.17757e-05,10.8808,199998,-19.4253,1.97616e-05,74.7117,199996
136,-1.93782,1.5725e-05,8.99393,79426,-15.9022,4.66e-05,58.6124,78972
137,-1.61475,1.88239e-05,37.8702,173070,-27.2374,2.0193e-05,92.9143,173070
138,-1.24643,2.27172e-05,13.6491,199930,-16.0758,2.94489e-05,55.3254,199930
139,-1.01484,1.17081e-05,10.6003,199998,-19.1781,1.95445e-05,73.8372,199996
140,-1.93168,1.56649e-05,8.937,78492,-15.7151,4.74352e-05,58.0393,78112
141,-1.63813,1.87177e-05,38.2331,173100,-27.2453,2.02205e-05,92.8755,173100
142,-1.25844,2.28647e-05,13.7215,199924,-16.1004,2.95632e-05,55.3602,199924
143,-1.02397,1.16571e-05,10.4569,199996,-19.2661,1.92263e-05,74.0044,199996
144,-1.95165,1.57007e-05,9.02903,78968,-15.7838,4.72875e-05,58.2389,78536
145,-1.6188,1.92527e-05,37.684,172932,-27.3617,2.0375e-05,93.275,172932
146,-1.24289,2.29266e-05,13.725,199926,-15.8676,2.96215e-05,54.4665,199926
147,-1.0563,1.17944e-05,10.9411,199998,-19.4424,1.98346e-05,74.7959,199996
148,-1.92863,1.57773e-05,8.98123,79296,-15.951,4.64277e-05,58.7899,78914
149,-1.60686,1.87112e-05,37.8205,173144,-27.2435,2.0065e-05,92.9241,173144
150,-1.25019,2.26589e-05,13.6532,199932,-16.1768,2.94086e-05,55.7362,199932
151,-1.01088,1.16864e-05,10.5437,199996,-19.1418,1.94644e-05,73.6641,199996
152,-1.9356,1.5618e-05,8.91856,78366,-15.756,4.7363e-05,58.1906,77982
153,-1.65061,1.88235e-05,38.4277,173086,-27.2531,2.03622e-05,92.901,173086
154,-1.25921,2.29198e-05,13.747,199924,-16.0069,2.96163e-05,54.9648,199924
155,-1.03456,1.168e-05,10.5373,199996,-19.2406,1.93968e-05,73.9144,199996
156,-1.94647,1.57618e-05,9.03757,79348,-15.782,4.71734e-05,58.2116,78896
157,-1.60446,1.90714e-05,37.5181,172998,-27.3938,2.01597e-05,93.4145,172998
158,-1.24068,2.27859e-05,13.6602,199928,-15.9679,2.95135e-05,54.9067,199928
159,-1.03212,1.17591e-05,10.7947,199996,-19.3138,1.97381e-05,74.3722,199996
160,-1.9284,1.56675e-05,8.92683,78798,-15.8343,4.68812e-05,58.4304,78414
161,-1.63351,1.8611e-05,38.287,173176,-27.2579,2.01489e-05,92.9672,173176
162,-1.25819,2.27452e-05,13.6858,199926,-16.1596,2.94753e-05,55.6166,199926
163,-1.00845,1.16352e-05,10.3787,199998,-19.1003,1.92585e-05,73.4349,199996
164,-1.94813,1.56109e-05,8.98581,78884,-15.6828,4.76531e-05,57.9322,78460
165,-1.62749,1.90532e-05,37.8493,172954,-27.3494,2.03101e-05,93.2413,172954
166,-1.24967,2.29309e-05,13.7295,199926,-15.9497,2.96103e-05,54.7708,199926
167,-1.04946,1.17424e-05,10.7734,199996,-19.4055,1.96034e-05,74.5882,199996
168,-1.94003,1.57797e-05,9.01386,79198,-15.8831,4.67215e-05,58.5348,78776
169,-1.61432,1.89835e-05,37.7265,173028,-27.3587,2.01857e-05,93.3059,173026
170,-1.24441,2.27867e-05,13.6666,199930,-15.9825,2.95248e-05,54.9524,199930
171,-1.02552,1.17309e-05,10.6909,199996,-19.2613,1.96246e-05,74.1545,199996
172,-1.9303,1.56923e-05,8.93986,78802,-15.7832,4.715e-05,58.2624,78392
173,-1.63143,1.86944e-05,38.1812,173142,-27.1861,2.0224e-05,92.6978,173142
174,-1.25726,2.27765e-05,13.6963,199926,-16.1298,2.94915e-05,55.4939,199926
175,-1.01644,1.16525e-05,10.4507,199996,-19.1443,1.93343e-05,73.5999,199996
176,-1.95064,1.56156e-05,8.99037,78754,-15.7474,4.73919e-05,58.1324,78340
177,-1.63519,1.8998e-05,38.1017,173016,-27.2945,2.03644e-05,93.0598,173016
178,-1.24948,2.28817e-05,13.7116,199926,-15.9311,2.95936e-05,54.7022,199926
179,-1.03804,1.17325e-05,10.7046,199996,-19.2758,1.96414e-05,74.147,199996
180,-1.93669,1.57674e-05,8.99977,79236,-15.8221,4.69882e-05,58.3521,78826
181,-1.61246,1.87998e-05,37.8542,173106,-27.2566,2.01336e-05,92.9465,173106
182,-1.24824,2.27048e-05,13.6537,199930,-16.1043,2.94432e-05,55.4399,199930
183,-1.01421,1.16957e-05,10.575,199996,-19.1623,1.9516e-05,73.7618,199996
184,-1.93894,1.56234e-05,8.93795,78450,-15.7072,4.7475e-05,57.9989,78054
185,-1.64123,1.88072e-05,38.3012,173098,-27.2214,2.03256e-05,92.7973,173098
186,-1.25767,2.28674e-05,13.7357,199926,-16.0472,2.95751e-05,55.1449,199924
187,-1.03277,1.16768e-05,10.5533,199996,-19.233,1.94131e-05,73.902,199996
188,-1.94892,1.5728e-05,9.02582,79192,-15.779,4.72061e-05,58.1973,78806
189,-1.61466,1.90263e-05,37.7472,173014,-27.2962,2.02551e-05,93.068,173014
190,-1.24505,2.28106e-05,13.6858,199930,-15.9732,2.95398e-05,54.9081,199930
191,-1.03491,1.17499e-05,10.7647,199996,-19.2818,1.97174e-05,74.2129,199996
192,-1.92727,1.57468e-05,8.94665,78924,-15.8476,4.68669e-05,58.4598,78474
193,-1.62523,1.8707e-05,38.0898,173170,-27.2762,2.01375e-05,93.0156,173168
194,-1.25485,2.27503e-05,13.6857,199926,-16.1275,2.94895e-05,55.5028,199926
195,-1.01418,1.16688e-05,10.4733,199998,-19.1416,1.93699e-05,73.6098,199996
196,-1.94541,1.56506e-05,8.98272,78894,-15.7021,4.75298e-05,57.9736,78472
197,-1.62942,1.89178e-05,38.0015,173012,-27.3202,2.02508e-05,93.1393,173012
198,-1.25093,2.2865e-05,13.7098,199926,-16.008,2.95582e-05,55.0108,199926
199,-1.03662,1.17141e-05,10.6665,199996,-19.3196,1.95165e-05,74.2783,199996
