loop#,ALPHA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4]
01,-3.71563,6.11631e-05,30.2221,199996,-23.1341,5.04384e-05,63.6655,199996
2,0.846318,2.04677e-05,6.06475,48328,-5.24127,2.17441e-05,16.3896,48178
3,-2.27619,1.75509e-05,73.8661,183422,-22.468,3.44011e-05,78.4924,183422
4,-2.07438,1.73912e-05,23.6299,199998,-26.4352,2.13454e-05,89.9357,199998
5,-1.94765,1.21888e-05,18.3197,199998,-24.1148,1.82832e-05,87.1955,199998
6,-1.45194,2.24401e-05,10.6742,185054,-13.8785,4.57097e-05,50.3721,184652
7,-1.66349,3.30445e-05,14.2964,105240,-14.0039,4.56182e-05,46.2705,105080
8,-0.700615,2.76952e-05,6.9925,199998,-7.13686,4.26654e-05,23.1212,199998
9,-1.05797,4.4218e-05,14.7245,199998,-13.3337,6.12455e-05,48.088,199998
10,-1.28643,4.59576e-05,15.626,145634,-18.1654,4.04033e-05,60.2022,144864
11,-1.87151,3.57266e-05,17.6217,179874,-8.27546,6.71375e-05,25.5651,179874
12,-1.83448,3.09303e-05,13.4163,194332,-10.5146,4.35993e-05,32.1698,194084
13,-1.71526,2.61138e-05,10.2705,199998,-10.3582,4.65375e-05,33.6462,199998
14,-0.482799,3.08121e-05,6.80132,162580,-17.3762,2.51345e-05,62.3145,161858
15,-2.45395,3.40536e-05,24.3131,176236,-9.39804,9.21524e-05,31.1572,176236
16,-1.967,4.01823e-05,15.4283,194018,-10.5308,5.051e-05,30.5643,193380
17,-1.13984,2.58013e-05,8.60637,199998,-7.17575,6.08499e-05,24.7175,199998
18,-0.797234,3.30767e-05,9.87213,172304,-18.6709,3.13218e-05,67.6868,171992
19,-3.02169,3.82778e-05,28.715,178550,-11.5004,8.35461e-05,36.3015,178550
20,-1.65476,3.71511e-05,11.4611,190750,-9.42796,4.23506e-05,26.4162,190596
21,-0.86888,3.41825e-05,7.09918,199998,-12.6077,3.38351e-05,41.873,200000
22,-0.903849,3.10586e-05,12.8135,180550,-14.5841,3.4167e-05,52.9938,180298
23,-2.99644,3.56539e-05,27.1505,117052,-10.857,8.63345e-05,34.9305,116956
24,-0.828007,2.74082e-05,6.23033,199998,-7.90921,3.57877e-05,23.5369,199998
25,-0.701642,3.86117e-05,14.0381,192988,-9.7649,7.02328e-05,36.8275,192840
26,-2.39648,3.96829e-05,27.6351,183012,-10.3394,9.67808e-05,34.3973,183012
27,-1.85653,2.06269e-05,10.8801,134398,-13.9113,2.40366e-05,41.6715,133942
28,-0.535462,3.59301e-05,7.65986,200000,-12.4979,3.43918e-05,44.0974,199998
29,-1.05925,2.5082e-05,21.2747,199752,-15.156,4.5179e-05,58.185,199750
30,-2.73669,4.23551e-05,30.4681,139306,-15.7857,7.69683e-05,52.3943,138826
31,-1.20382,5.3076e-05,12.6016,185940,-7.05036,5.67811e-05,19.8477,185940
32,-0.834713,2.07492e-05,6.3517,198418,-8.25949,3.8158e-05,29.1624,198346
33,-1.93969,2.55783e-05,12.1814,199998,-14.2089,5.27494e-05,50.3737,199998
34,-0.27188,2.56881e-05,6.59554,152374,-10.3968,2.15308e-05,33.2366,151718
35,-1.86676,3.0831e-05,19.5766,143598,-9.20975,7.79943e-05,31.5407,143246
36,-1.81238,3.37035e-05,13.9669,199938,-9.29352,5.55076e-05,28.4905,199938
37,-0.882119,2.4551e-05,9.91689,198016,-10.6526,4.19686e-05,38.2622,197930
38,-0.924421,3.44886e-05,10.1767,199996,-14.7193,4.64179e-05,52.8863,199996
39,-1.50232,2.438e-05,17.6435,133608,-16.2903,4.03288e-05,58.8721,132770
40,-0.728839,2.75423e-05,10.1536,180532,-8.77363,3.48434e-05,28.3979,180532
41,-0.479744,1.72642e-05,6.92926,199998,-10.1646,2.89334e-05,38.7231,199998
42,-1.22347,1.20222e-05,8.81418,199998,-12.3465,4.73601e-05,50.8034,199998
43,-1.39409,1.18755e-05,4.60084,42352,-30.4246,1.89026e-05,110.212,42194
44,-1.79266,2.01703e-05,56.2531,179060,-25.9532,2.43025e-05,87.9046,179060
45,-1.71689,2.08023e-05,20.5112,200002,-20.7069,2.75664e-05,71.1668,199998
46,-2.19231,1.28058e-05,23.0079,199998,-21.8729,2.46786e-05,79.8319,199998
47,-1.64589,1.90725e-05,11.3534,191278,-15.9864,3.44145e-05,56.8314,191042
48,-1.55198,3.18821e-05,12.1393,68054,-13.266,5.19293e-05,45.0524,68006
49,-0.812108,1.98291e-05,22.0536,199998,-28.7263,1.41268e-05,98.6878,199998
50,-1.65171,3.31707e-05,26.4179,199998,-14.1837,7.52448e-05,51.543,199998
51,-1.48576,4.44911e-05,18.4712,174210,-20.2862,3.79121e-05,66.294,173746
52,-2.60997,4.93515e-05,21.9829,181942,-10.9861,7.5526e-05,32.0726,181942
53,-0.926045,3.52684e-05,7.48579,178650,-6.8753,4.54826e-05,20.7585,178230
54,-0.638751,4.10156e-05,10.4524,199998,-13.846,3.98172e-05,50.3233,199998
55,-0.804105,2.8893e-05,10.7997,199996,-13.9957,3.21877e-05,50.32,199996
56,-0.79249,2.53648e-05,7.38837,24122,-9.01616,7.30231e-05,34.1837,23928
57,-2.50764,1.62917e-05,69.4927,183772,-39.8485,1.44288e-05,129.967,183772
58,-2.14768,1.96972e-05,22.1045,199998,-24.4837,2.45678e-05,83.4179,199998
59,-2.09781,1.21828e-05,16.1512,199998,-22.8714,1.64415e-05,79.342,199998
60,-1.85998,1.98173e-05,9.60281,103132,-16.5487,3.9189e-05,58.2365,102608
61,-1.13687,1.5364e-05,30.4435,175112,-27.609,1.57393e-05,96.3974,175112
62,-1.20274,2.02759e-05,12.1893,199942,-19.328,2.79062e-05,69.9414,199940
63,-0.595618,1.08965e-05,7.83433,199998,-17.2671,1.54142e-05,66.1992,199998
64,-1.88902,1.44251e-05,7.97035,66288,-16.7299,4.72789e-05,62.7811,65762
65,-2.01424,1.88573e-05,44.7872,173408,-27.7915,2.18238e-05,94.1064,173408
66,-1.37084,2.40726e-05,14.5545,199902,-15.1202,3.09458e-05,50.8287,199900
67,-1.35598,1.1486e-05,11.3674,199998,-18.2885,2.11266e-05,68.7851,199998
68,-1.92837,1.68413e-05,9.57538,91768,-16.3928,4.30366e-05,59.9138,91334
