loop, time[s]
0,28.8235
1,36.1131
2,50.3768
3,32.5616
4,32.3555
5,31.9272
6,34.0477
7,33.728
8,34.9177
9,32.7638
10,34.4348
11,32.4729
12,34.6227
13,33.4495
14,35.7858
15,30.6334
16,34.8819
17,33.0124
18,36.4069
19,32.301
20,35.9539
21,34.6952
22,32.6285
23,32.9039
24,34.4829
25,33.7159
26,31.6731
27,36.6608
28,34.0225
29,32.9443
30,31.0296
31,33.113
32,32.9524
33,34.36
34,34.665
35,31.8265
36,33.8873
37,31.4826
38,32.0898
39,34.4173
40,30.8279
41,33.0771
42,31.4171
43,46.558
44,32.9334
45,33.4987
46,31.8606
47,33.1071
48,34.1759
49,34.2495
50,33.2937
51,37.6314
52,33.0423
53,33.8118
54,32.6389
55,30.4329
56,37.9035
57,31.87
58,30.8589
59,30.0872
60,42.2345
61,28.2063
62,31.4681
63,29.0893
64,43.6434
65,30.1009
66,33.272
67,31.084
68,40.5516
69,29.8077
70,31.6111
71,31.2268
72,42.3655
73,30.2863
74,30.4382
75,28.533
76,41.5291
77,29.984
78,31.9351
79,29.4423
80,43.0893
81,30.4108
82,33.1572
83,30.1556
84,43.581
85,28.7948
86,32.571
87,31.2612
88,43.0802
89,29.7781
90,31.1462
91,28.8222
92,42.9792
93,29.291
94,31.0329
95,30.8127
96,42.561
97,29.1405
98,32.2864
99,30.2737
100,42.9239
101,30.7671
102,31.4095
103,30.5708
104,42.4534
105,32.0505
106,32.3923
107,30.5327
108,42.9838
109,29.2791
110,30.8774
111,30.8467
112,42.1537
113,29.6222
114,31.8249
115,30.4848
116,42.5689
117,29.6872
118,30.8867
119,28.8691
120,43.5131
121,30.9849
122,31.4896
123,29.1535
124,42.9619
125,30.2808
126,33.3697
127,30.4895
128,44.1254
129,30.3723
130,31.6649
131,29.9123
132,43.0746
133,29.1324
134,32.4347
135,30.3452
136,42.0519
137,27.5818
138,28.5532
139,27.1034
140,39.4027
141,26.3244
142,28.4615
143,26.6066
144,39.0615
145,26.1623
146,28.767
147,26.6053
148,39.2511
149,26.7587
150,28.5114
151,27.0202
152,39.2651
153,26.6215
154,28.4279
155,26.5587
156,38.5602
157,25.7621
158,27.9144
159,26.2516
160,38.3928
161,25.8866
162,27.7964
163,26.1317
164,38.3597
165,25.7928
166,27.6239
167,26.1277
168,38.2329
169,26.0733
170,27.8094
171,26.4328
172,38.2701
173,26.0693
174,27.9215
175,26.721
176,39.2736
177,26.6328
178,28.2309
179,26.5906
180,39.15
181,26.2257
182,27.9802
183,26.5121
184,39.0259
185,26.1618
186,28.0866
187,26.5128
188,38.8507
189,26.6413
190,27.9435
191,26.7467
192,39.2972
193,25.9437
194,27.8311
195,26.153
196,38.5367
197,25.9614
198,27.7203
199,26.0275
