loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.83733,0.41953,10.4302,2.16382e-05,100000,-9.11063,4.29312,19.567,1.8913e-05,100000
2,-0.97442,0.201317,9.68372,3.01671e-05,99960,-8.56922,3.08125,24.1563,4.18532e-05,99960
3,-1.55708,0.257513,13.2983,3.28986e-05,98414,-11.4149,4.4233,29.6835,3.94944e-05,98414
4,-2.27984,0.372629,16.6323,2.09773e-05,99876,-10.8442,4.23227,28.022,3.64548e-05,99874
5,-2.81917,0.396443,22.57,2.2959e-05,99930,-14.4011,5.59104,37.2727,3.47299e-05,99930
6,-2.50257,0.378495,19.1888,2.45449e-05,99916,-14.6446,5.98804,35.9823,2.61548e-05,99916
7,-2.81117,0.470821,18.9088,1.8792e-05,99900,-13.536,5.64464,32.6369,2.12109e-05,99900
8,-3.53853,0.623447,21.6878,1.37642e-05,99896,-15.2415,6.1012,38.2387,1.88429e-05,99896
9,-4.05519,0.727689,23.9725,1.16711e-05,99892,-17.0928,6.66793,43.966,1.77661e-05,99892
10,-4.16353,0.755752,24.2606,1.1148e-05,99896,-18.3776,7.1293,47.5133,1.66819e-05,99896
11,-4.11141,0.751919,23.8106,1.11208e-05,99898,-18.2942,7.07995,47.4122,1.67676e-05,99898
12,-4.04161,0.741629,23.3737,1.12157e-05,99898,-18.135,7.00375,47.1004,1.6979e-05,99898
13,-3.99718,0.733942,23.1319,1.13025e-05,99898,-18.1153,6.98821,47.103,1.70707e-05,99898
14,-3.97787,0.730083,23.0432,1.13516e-05,99900,-18.1232,6.98956,47.1347,1.71081e-05,99900
15,-3.97186,0.728618,23.0239,1.13717e-05,99900,-18.1403,6.99724,47.1715,1.71074e-05,99902
16,-3.97125,0.728269,23.0284,1.13774e-05,99900,-18.1557,7.00463,47.2016,1.70949e-05,99900
17,-3.97207,0.728284,23.0368,1.13788e-05,99902,-18.1605,7.00752,47.2068,1.70891e-05,99902
18,-3.97258,0.728335,23.0407,1.13785e-05,99902,-18.165,7.00974,47.2155,1.70826e-05,99902
19,-3.973,0.728391,23.0436,1.13786e-05,99904,-18.1623,7.0089,47.2068,1.70846e-05,99904
20,-3.97273,0.728372,23.0413,1.13779e-05,99902,-18.1669,7.01057,47.2194,1.70786e-05,99902
21,-3.97294,0.728404,23.0426,1.13774e-05,99902,-18.1668,7.0105,47.2195,1.7079e-05,99902
22,-3.97302,0.728413,23.0431,1.13773e-05,99902,-18.1671,7.0106,47.2204,1.70789e-05,99902
23,-3.97305,0.728414,23.0434,1.13774e-05,99902,-18.1672,7.01065,47.2206,1.70791e-05,99902
24,-3.97299,0.728405,23.0431,1.13775e-05,99902,-18.1668,7.01052,47.2195,1.70792e-05,99902
