loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.71567,1.44834,0.489906,6.11622e-05,30.2224,0.0433179,0.00141194,-2.68598e-17,-4.01744e-16,0.00384845,499982,-3.36327,1.45009,0.443443,3.37853e-05,27.7637,0.0308511,0.00109511,0,0,0.00192423,249991,-23.133,1.22219,8.42153,5.04406e-05,63.6627,0.0602932,0.000836588,1.34506e-16,9.95675e-17,0.00384845,499982,-4.08031,1.23804,1.48543,0.000142985,11.8814,0.0435947,0.00327987,0,0,0.00192423,249991
2,0.594124,-1.42368,0.31908,2.03387e-05,4.24026,0.00938254,0.00216772,-4.15964e-18,4.25054e-17,0.00165749,124814,0.306841,-1.52355,0.164787,1.96909e-05,6.63978,0.0114468,0.00172021,0,0,0.000828745,62407,-4.23581,1.24227,1.51563,2.25228e-05,12.4979,0.0177203,0.00127102,8.11433e-17,-1.31361e-17,0.00165496,124590,-2.92301,1.25761,1.04589,1.63191e-05,9.12526,0.0128204,0.0012729,0,0,0.000827482,62295
3,-0.508978,1.55664,0.034998,1.37327e-05,35.9751,0.0222292,0.00061778,-1.74257e-18,4.37295e-17,0.0033227,464482,-0.338399,1.56373,0.023269,1.03274e-05,47.8969,0.0222413,0.000464334,0,0,0.00166135,232241,-16.1201,1.30473,4.4089,2.86964e-05,59.1659,0.0427073,0.000671931,6.66826e-17,3.31964e-16,0.00332274,464486,-7.25682,1.30825,1.98477,3.18717e-05,27.0366,0.0303951,0.00104858,0,0,0.00166137,232243
4,-0.950276,1.52186,0.0978192,1.96351e-05,19.4545,0.0195679,0.00100343,1.10261e-17,1.82008e-16,0.00384158,499534,-0.640178,1.54082,0.0658989,1.4573e-05,21.3938,0.017665,0.000824967,0,0,0.00192079,249767,-16.2341,1.31234,4.30697,4.1995e-05,61.4227,0.0525327,0.000799407,2.38321e-16,1.83658e-16,0.00384158,499534,-6.56577,1.31674,1.74193,5.19175e-05,25.3222,0.037459,0.00138598,0,0,0.00192079,249767
5,-1.58041,1.49337,0.171297,1.38074e-05,20.4189,0.0168412,0.00081986,1.77157e-17,1.05756e-16,0.00384845,499988,-0.822319,1.52698,0.08913,1.3268e-05,18.8063,0.0158114,0.000839141,0,0,0.00192423,249994,-27.8038,1.31082,7.40478,2.35636e-05,104.534,0.0513563,0.000458825,-7.04421e-17,-6.74979e-17,0.00384845,499988,-6.44268,1.316,1.71583,5.08446e-05,24.7741,0.0366735,0.00138641,0,0,0.00192423,249994
6,-1.91101,1.44416,0.308587,1.18409e-05,15.0751,0.0134679,0.000879195,4.80934e-19,-2.62058e-17,0.00384847,499986,-1.02341,1.48784,0.165258,1.10551e-05,12.3889,0.0117431,0.000941407,0,0,0.00192424,249993,-29.821,1.30692,8.06523,1.87172e-05,110.386,0.0470843,0.000397526,-6.81665e-17,-5.53641e-16,0.00384845,499984,-6.36951,1.31234,1.72266,4.38152e-05,24.1317,0.0336321,0.00130278,0,0,0.00192423,249992
7,-1.5405,1.43,0.307804,1.62272e-05,10.9588,0.0134675,0.00120492,9.01433e-18,3.78119e-17,0.00384836,499978,-1.05293,1.4651,0.210382,1.18708e-05,10.023,0.0109684,0.00108227,0,0,0.00192418,249989,-25.658,1.30038,7.12247,2.05e-05,92.571,0.0452052,0.000453488,1.13618e-17,2.0312e-16,0.00384838,499980,-6.60978,1.3054,1.83483,3.97887e-05,24.3561,0.0322581,0.00123345,0,0,0.00192419,249990
8,-1.54818,1.43714,0.292852,1.7566e-05,11.5992,0.0144017,0.00121972,1.88564e-18,1.75583e-16,0.001992,299866,-1.05049,1.47101,0.198712,1.29441e-05,10.5858,0.0117637,0.00110034,0,0,0.000995999,149933,-22.3117,1.29224,6.39292,2.04391e-05,78.0259,0.0415356,0.000492087,-1.67703e-17,-1.53234e-16,0.00198207,298578,-6.81841,1.29692,1.95366,3.34412e-05,24.3086,0.0296136,0.00112925,0,0,0.000991034,149289
9,-0.947707,1.47123,0.197919,2.82027e-05,9.59053,0.0165272,0.00170644,-3.06221e-18,-9.57587e-17,0.00321342,456838,-0.674855,1.50493,0.140937,1.98024e-05,10.3268,0.014331,0.00138179,0,0,0.00160671,228419,-11.3624,1.27649,3.46846,3.31456e-05,37.5104,0.0368437,0.000899626,2.27206e-16,-5.50721e-16,0.00321342,456838,-5.76156,1.28204,1.75877,3.26833e-05,19.4429,0.0262944,0.00124297,0,0,0.00160671,228419
10,-0.397721,1.51195,0.167962,2.28083e-05,6.89549,0.0125622,0.00181563,2.092e-17,1.43714e-17,0.00359645,483278,-0.303068,1.53479,0.127992,1.49654e-05,8.53063,0.0113061,0.00132366,0,0,0.00179823,241639,-8.59044,1.30468,2.37109,3.40979e-05,31.5449,0.033992,0.00100311,-1.04039e-16,-2.62561e-16,0.00359645,483278,-6.0574,1.30784,1.67193,2.41781e-05,22.544,0.0241764,0.00100007,0,0,0.00179823,241639
