loop, time[s]
0,68.3252
1,87.2543
2,165.012
3,78.059
4,81.8969
5,79.849
6,79.7786
7,79.3731
8,81.8108
9,75.8118
10,77.171
11,77.95
12,78.6767
13,132.357
14,75.7197
15,80.1837
16,82.9641
17,79.2534
18,77.5059
19,105.512
20,77.8555
21,80.1963
22,76.4116
23,78.5157
24,83.6236
25,99.7751
26,83.606
27,80.2148
28,84.4917
29,75.0142
30,78.9167
31,79.7352
32,78.8537
33,80.6046
34,102.735
35,81.5656
36,79.3761
37,82.8081
38,85.3939
39,75.0385
40,94.4197
41,77.8838
42,81.0494
43,87.4379
44,72.2935
45,77.6474
46,79.9021
47,74.5765
48,82.7674
49,70.929
