loop#,ALPHA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4]
01,-15.7678,1.05561e-05,110.706,99998,-26.5899,1.49019e-05,62.494,99998
2,-15.7678,1.05552e-05,110.705,99998,-26.5894,1.49007e-05,62.493,99998
3,-15.7678,1.05549e-05,110.704,99998,-26.5891,1.49005e-05,62.4922,99998
4,-15.768,1.05548e-05,110.706,100000,-26.5892,1.49004e-05,62.4925,99998
5,-15.7677,1.05549e-05,110.703,99998,-26.5889,1.49005e-05,62.4919,99998
6,-15.7677,1.05549e-05,110.703,99998,-26.5888,1.49005e-05,62.4917,99998
7,-15.7676,1.05549e-05,110.703,99998,-26.5894,1.49002e-05,62.493,99998
8,-15.7677,1.05549e-05,110.703,99998,-26.5891,1.49004e-05,62.4923,99998
9,-15.7677,1.05548e-05,110.703,99998,-26.5888,1.49005e-05,62.4916,99998
10,-15.7677,1.05549e-05,110.703,99998,-26.5888,1.49005e-05,62.4917,99998
11,-15.7676,1.05549e-05,110.703,99998,-26.589,1.49004e-05,62.4921,99998
12,-15.7676,1.05549e-05,110.703,99998,-26.5888,1.49005e-05,62.4915,99998
13,-15.7677,1.05548e-05,110.703,99998,-26.5896,1.49001e-05,62.4934,99998
14,-15.7677,1.05549e-05,110.703,99998,-26.5893,1.49002e-05,62.4929,99998
15,-15.7677,1.05548e-05,110.703,99998,-26.5892,1.49003e-05,62.4927,99998
16,-15.7678,1.05548e-05,110.704,100000,-26.5889,1.49005e-05,62.4918,99998
17,-15.768,1.05547e-05,110.705,100000,-26.5887,1.49006e-05,62.4913,99998
18,-15.7678,1.05548e-05,110.704,99998,-26.5891,1.49004e-05,62.4923,99998
19,-15.7678,1.05548e-05,110.704,99998,-26.5891,1.49004e-05,62.4922,99998
20,-15.7677,1.05548e-05,110.703,99998,-26.5889,1.49005e-05,62.4917,99998
21,-15.7677,1.05548e-05,110.703,99998,-26.5894,1.49002e-05,62.4929,99998
22,-15.7677,1.05548e-05,110.703,99998,-26.5889,1.49004e-05,62.4919,99998
23,-15.7677,1.05548e-05,110.703,99998,-26.5892,1.49003e-05,62.4925,99998
24,-15.7677,1.05548e-05,110.703,99998,-26.5894,1.49002e-05,62.493,99998
25,-15.7677,1.05548e-05,110.703,99998,-26.5889,1.49005e-05,62.4918,99998
26,-15.7677,1.05548e-05,110.703,99998,-26.5886,1.49006e-05,62.4911,99998
27,-15.7677,1.05548e-05,110.703,99998,-26.5895,1.49001e-05,62.4932,99998
28,-15.7677,1.05548e-05,110.703,99998,-26.5891,1.49004e-05,62.4922,99998
29,-15.7677,1.05548e-05,110.703,99998,-26.5891,1.49003e-05,62.4923,99998
