loop, time[s]
0,19.3773
1,25.7474
2,23.7676
3,25.6325
4,24.2493
5,22.1882
6,23.0161
7,23.0284
8,22.6093
9,22.5997
10,22.3399
11,22.3229
12,22.8272
13,22.7959
14,22.3865
15,22.1187
16,22.2607
17,23.1582
18,22.1664
19,22.4559
20,21.9244
21,22.4292
22,22.0071
23,22.078
24,22.4091
25,21.807
26,22.5473
27,21.6081
28,21.6971
29,21.8047
30,21.6336
31,21.9818
32,21.7612
33,21.8308
34,24.6163
35,24.1103
36,22.96
37,22.7503
38,23.2892
39,22.9319
40,25.5464
41,24.5674
42,22.7937
43,23.6104
44,25.1426
45,24.8911
46,23.6198
47,24.4912
48,22.6954
49,22.6012
