loop, time[s]
0,25.7127
1,36.2867
2,63.8804
3,32.4609
4,32.4064
5,32.1023
6,31.0782
7,31.2259
8,33.3772
9,32.2977
10,29.7005
11,31.8288
12,32.1927
13,52.2353
14,32.1612
15,32.7133
16,31.8858
17,29.7935
18,30.8949
19,42.0294
20,31.1366
21,32.2191
22,30.8678
23,30.2871
24,32.9801
25,41.4009
26,34.3919
27,32.5722
28,33.294
29,29.8663
30,33.5341
31,32.0502
32,30.7913
33,30.6479
34,51.3894
35,30.449
36,32.987
37,31.6027
38,31.8599
39,28.9171
40,53.2175
41,30.8808
42,30.5105
43,32.8615
44,30.9917
45,27.8726
46,47.1579
47,28.5793
48,28.0307
49,28.3887
