loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.71562,1.44834,0.489902,6.11631e-05,30.2221,0.0433179,0.00141196,5.27963e-17,7.87215e-17,0.00384845,199996,-3.36324,1.45009,0.443441,3.3786e-05,27.7634,0.0308512,0.00109513,0,0,0.00192423,99998,-23.1341,1.22219,8.42193,5.04383e-05,63.6656,0.0602932,0.00083655,-1.7211e-17,-2.40892e-18,0.00384845,199996,-4.08025,1.23804,1.48541,0.000142985,11.8812,0.0435943,0.00327989,0,0,0.00192423,99998
2,0.594055,-1.42357,0.319309,2.03275e-05,4.23697,0.00937644,0.00216793,6.9287e-18,1.6428e-17,0.00165745,49928,0.306313,-1.52366,0.164648,1.9711e-05,6.64343,0.0114557,0.00172062,0,0,0.000828727,24964,-4.2406,1.24232,1.51692,2.25299e-05,12.514,0.0177341,0.00127042,-3.25013e-17,-1.8413e-17,0.00165508,49842,-2.92659,1.25762,1.04689,1.63225e-05,9.13656,0.0128297,0.00127225,0,0,0.00082754,24921
3,-0.509854,1.55663,0.0349954,1.37272e-05,36.0033,0.0222334,0.000617414,-6.76569e-19,3.79597e-17,0.00332128,185756,-0.339,1.56372,0.0232685,1.03226e-05,47.9154,0.0222405,0.000464138,0,0,0.00166064,92878,-16.1354,1.30471,4.41333,2.86604e-05,59.2185,0.0426997,0.000671209,-2.95565e-17,4.07643e-17,0.00332128,185756,-7.25634,1.30824,1.98474,3.18653e-05,27.0334,0.0303904,0.00104853,0,0,0.00166064,92878
4,-0.950167,1.52185,0.0978412,1.96416e-05,19.448,0.0195679,0.00100376,1.3171e-17,1.92425e-17,0.00384199,199828,-0.64014,1.54081,0.0659153,1.45774e-05,21.3877,0.0176652,0.000825207,0,0,0.00192099,99914,-16.2266,1.31233,4.30519,4.19959e-05,61.3915,0.05252,0.000799617,-3.12083e-17,1.47479e-16,0.00384199,199828,-6.56401,1.31673,1.74155,5.19075e-05,25.3144,0.0374498,0.00138606,0,0,0.00192099,99914
5,-1.5799,1.49336,0.171293,1.38093e-05,20.4099,0.0168386,0.000820096,5.5606e-19,7.98655e-17,0.00384845,199998,-0.822164,1.52697,0.0891401,1.32679e-05,18.8014,0.0158093,0.000839249,0,0,0.00192423,99999,-27.7906,1.31082,7.40101,2.35698e-05,104.488,0.0513516,0.000458988,3.74634e-17,-6.29363e-16,0.00384845,199998,-6.44258,1.31601,1.71574,5.08354e-05,24.7746,0.0366705,0.00138628,0,0,0.00192423,99999
6,-1.91181,1.44411,0.308774,1.18342e-05,15.0758,0.0134645,0.000878921,-9.19999e-18,-5.44316e-17,0.00384845,199998,-1.0235,1.48782,0.165303,1.10526e-05,12.3867,0.0117408,0.000941386,0,0,0.00192423,99999,-29.8289,1.30693,8.06705,1.87105e-05,110.42,0.0470829,0.000397395,1.76542e-17,-5.73124e-16,0.00384845,199998,-6.36979,1.31235,1.72267,4.3809e-05,24.1336,0.0336309,0.00130264,0,0,0.00192423,99999
7,-1.54063,1.43,0.307824,1.62255e-05,10.9593,0.0134671,0.00120482,-1.2537e-18,3.34147e-17,0.00384838,199996,-1.05296,1.46509,0.210386,1.187e-05,10.0231,0.0109682,0.00108222,0,0,0.00192419,99998,-25.661,1.30039,7.12313,2.0498e-05,92.5836,0.045206,0.000453436,-6.14578e-17,-4.0047e-16,0.00384838,199996,-6.60993,1.30541,1.83482,3.97896e-05,24.3572,0.0322591,0.00123344,0,0,0.00192419,99998
8,-1.54831,1.43696,0.293254,1.75518e-05,11.5847,0.0143872,0.00121996,1.16566e-17,-8.89571e-17,0.00198897,119944,-1.05044,1.47088,0.198959,1.29348e-05,10.5722,0.0117521,0.00110064,0,0,0.000994483,59972,-22.3346,1.29225,6.39903,2.0404e-05,78.1106,0.0415222,0.0004914,5.94468e-17,1.05059e-16,0.00197875,119420,-6.82346,1.29693,1.95498,3.33939e-05,24.3274,0.0296041,0.00112802,0,0,0.000989376,59710
9,-0.941594,1.47176,0.196934,2.81233e-05,9.57986,0.0164939,0.00170507,8.45391e-18,6.52675e-17,0.00321332,182736,-0.670385,1.50543,0.14021,1.97508e-05,10.3375,0.0143192,0.00137932,0,0,0.00160666,91368,-11.3732,1.27667,3.4694,3.29961e-05,37.571,0.0367882,0.000896922,3.23148e-17,-1.22027e-17,0.00321332,182736,-5.76123,1.28223,1.75748,3.25683e-05,19.4551,0.0262549,0.00124047,0,0,0.00160666,91368
10,-0.403071,1.51132,0.168159,2.28447e-05,6.91291,0.0125885,0.00181472,-1.91914e-17,2.15046e-17,0.00359483,193272,-0.307824,1.5342,0.128421,1.4957e-05,8.52473,0.0112993,0.00132372,0,0,0.00179742,96636,-8.61734,1.30464,2.37869,3.41326e-05,31.6386,0.0340601,0.00100213,1.44013e-17,5.77711e-17,0.00359483,193272,-6.05887,1.30782,1.67247,2.42725e-05,22.5475,0.0242255,0.00100194,0,0,0.00179742,96636
11,-0.520477,1.46642,0.24628,1.49803e-05,5.16037,0.00883859,0.00169488,1.44308e-17,-5.38052e-19,0.00384837,199996,-0.355128,1.51665,0.168038,1.09779e-05,6.70156,0.00858956,0.00127805,0,0,0.00192419,99998,-10.2607,1.32568,2.58955,3.72178e-05,41.0425,0.0402869,0.000923819,-9.3908e-17,2.56147e-16,0.00384841,199998,-6.81552,1.3283,1.72007,2.80151e-05,27.5868,0.028637,0.000978283,0,0,0.00192421,99999
12,-1.11683,1.35423,0.427421,1.11296e-05,5.25782,0.00782636,0.00142206,7.47322e-18,-3.9349e-17,0.00384845,199998,-0.686288,1.44495,0.262652,9.05572e-06,5.60054,0.00717657,0.00126185,0,0,0.00192423,99999,-15.0131,1.32177,3.83389,3.21778e-05,59.0507,0.0449775,0.00071542,-1.9055e-17,-4.24732e-17,0.00384845,199998,-8.32184,1.32398,2.12514,2.90247e-05,33.0581,0.031943,0.00090864,0,0,0.00192423,99999
13,0.157825,-1.53449,0.224563,1.65239e-05,4.56402,0.00868967,0.00190156,-1.65184e-18,4.68227e-18,0.00180747,62554,0.0956613,-1.55766,0.136114,1.36308e-05,7.41399,0.0100536,0.00135581,0,0,0.000903734,31277,-16.6833,1.31894,4.30751,2.01386e-05,64.8481,0.0373149,0.000539692,-4.09514e-17,-1.44631e-16,0.00180615,62500,-10.1283,1.32032,2.61503,1.65858e-05,39.6101,0.0264565,0.000626909,0,0,0.000903075,31250
14,-0.975849,1.54644,0.0487043,1.41092e-05,40.0844,0.0237885,0.000593109,4.13868e-18,-7.68313e-18,0.00317118,181518,-0.643317,1.55618,0.0321076,1.07011e-05,44.035,0.02171,0.000492912,0,0,0.00158559,90759,-22.1349,1.31581,5.78064,3.13355e-05,84.9307,0.0533117,0.000587779,6.68656e-17,-3.00642e-16,0.00317116,181516,-7.53627,1.31932,1.96814,4.60184e-05,29.3655,0.0379533,0.0012125,0,0,0.00158558,90758
15,-0.779998,1.51441,0.115786,1.54689e-05,13.8911,0.014682,0.0010536,6.94629e-18,3.23245e-17,0.00382302,199328,-0.513858,1.53969,0.0762765,1.17407e-05,16.5719,0.0139554,0.0008413,0,0,0.00191151,99664,-24.0503,1.30611,6.52931,1.99718e-05,88.7407,0.0436177,0.000457883,3.02983e-17,-3.2921e-16,0.00382302,199328,-6.67932,1.31088,1.81334,3.59561e-05,25.1543,0.0311178,0.00115548,0,0,0.00191151,99664
16,-1.32402,1.47494,0.198894,1.00424e-05,13.8417,0.011844,0.000847883,-4.97717e-18,-2.74196e-17,0.00384845,199998,-0.639624,1.52701,0.0960846,1.03936e-05,14.6654,0.0123579,0.000841048,0,0,0.00192423,99999,-31.6057,1.31948,8.12215,1.73363e-05,123.11,0.0476965,0.000363471,-4.66125e-17,-9.48828e-17,0.00384853,200000,-6.85477,1.32399,1.76156,3.99665e-05,27.2416,0.0340261,0.00117458,0,0,0.00192426,100000
17,-1.63723,1.43873,0.296718,1.29401e-05,12.4041,0.0127798,0.00101254,1.03095e-17,7.57454e-18,0.00384845,199998,-0.969779,1.48247,0.175756,1.09228e-05,11.0407,0.0110243,0.0009908,0,0,0.00192423,99999,-24.4915,1.31465,6.42426,2.5573e-05,93.5261,0.0505546,0.000505848,-7.40027e-17,2.04443e-16,0.00384845,199998,-6.90194,1.31901,1.81042,4.53727e-05,26.865,0.0360486,0.00125866,0,0,0.00192423,99999
