loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
16,-0.0854069,1.56547,0.0626162,1.54165e-05,16.0868,0.0157483,0.00097893,5.06508e-18,2.17911e-18,0.0038052,198848,-0.05779,1.56835,0.0423616,1.13937e-05,23.6851,0.0164275,0.000693574,0,0,0.0019026,99424,-24.981,1.32771,6.20449,2.07574e-05,100.742,0.047114,0.000440578,-1.30786e-16,1.11912e-16,0.0038052,198848,-8.69866,1.33023,2.16048,2.98053e-05,35.486,0.0334854,0.000890098,0,0,0.0019026,99424
17,-0.194096,1.55741,0.0712231,1.4638e-05,14.5693,0.014605,0.00100227,-4.08921e-18,1.13261e-17,0.0038005,198714,-0.142091,1.56352,0.0521393,9.9978e-06,19.5666,0.0139869,0.000714797,0,0,0.00190025,99357,-24.3116,1.32687,6.06034,2.09986e-05,97.6929,0.0466741,0.000449898,8.75643e-18,5.11594e-16,0.0038005,198714,-8.03889,1.32987,2.00392,3.17531e-05,32.7477,0.0332048,0.00095628,0,0,0.00190025,99357
18,-0.370944,1.53928,0.0959981,1.40615e-05,11.8502,0.012915,0.00108878,-5.87893e-18,-9.62925e-17,0.00373366,196882,-0.272334,1.55285,0.0704758,9.5768e-06,15.2416,0.0120836,0.000792547,0,0,0.00186683,98441,-22.1075,1.32842,5.47632,2.54175e-05,89.4287,0.0491119,0.000517543,-6.23783e-17,6.99036e-16,0.00373362,196880,-7.90558,1.33144,1.95832,3.554e-05,32.4249,0.034942,0.00101711,0,0,0.00186681,98440
19,-0.663529,1.51543,0.119485,1.40374e-05,12.054,0.0130278,0.0010775,-1.34368e-19,-5.66649e-17,0.00342543,188304,-0.49205,1.53553,0.0886011,9.46526e-06,14.0192,0.0115265,0.000821177,0,0,0.00171272,94152,-20.9882,1.32696,5.23281,2.92781e-05,84.3722,0.0512166,0.000571653,5.29669e-17,-3.41692e-16,0.00342543,188304,-7.70328,1.33013,1.9206,3.98847e-05,31.4176,0.0364484,0.00109428,0,0,0.00171272,94152
20,-1.06981,1.49262,0.156193,1.46962e-05,13.7298,0.0142481,0.00103145,-2.19765e-17,-4.15996e-17,0.00303194,177122,-0.792526,1.51425,0.11571,9.91863e-06,14.0704,0.0118324,0.000838264,0,0,0.00151597,88561,-22.2977,1.32036,5.71456,2.84301e-05,87.1788,0.0513874,0.000553251,-5.329e-17,-1.22264e-16,0.00303194,177122,-7.36231,1.32401,1.88684,4.30519e-05,29.2571,0.0365981,0.00117634,0,0,0.00151597,88561
21,-1.19902,1.48983,0.164229,1.84565e-05,14.843,0.0166056,0.00111146,-1.22589e-18,2.70044e-17,0.00292127,173382,-0.920069,1.50779,0.126022,1.20259e-05,14.6525,0.0133007,0.00090416,0,0,0.00146064,86691,-19.343,1.31027,5.1695,3.07014e-05,72.5699,0.0488499,0.000628485,-1.82102e-16,6.47869e-16,0.00292105,173374,-6.71674,1.31471,1.79508,4.42076e-05,25.6895,0.0348341,0.00126909,0,0,0.00146053,86687
22,-1.10802,1.48759,0.166738,2.57718e-05,13.3606,0.0186201,0.00138409,-6.29804e-18,-4.17514e-17,0.00346496,189692,-0.937439,1.50013,0.141068,1.52308e-05,13.3183,0.0142779,0.00106674,0,0,0.00173248,94846,-16.4904,1.29845,4.62127,3.34288e-05,59.0605,0.0461333,0.000724614,-3.10386e-17,3.53491e-16,0.00346496,189692,-6.07676,1.30395,1.70295,4.53572e-05,22.2713,0.0329471,0.00137667,0,0,0.00173248,94846
23,-1.25293,1.46902,0.208103,2.7509e-05,12.3488,0.0185263,0.00148486,7.80332e-18,-1.00334e-19,0.00378076,198200,-1.00431,1.48701,0.166809,1.71597e-05,12.0415,0.0144248,0.00118959,0,0,0.00189038,99100,-13.6477,1.2898,3.95868,3.84952e-05,47.3036,0.044414,0.000866737,-7.1316e-17,5.13931e-17,0.00378076,198200,-5.75698,1.29576,1.66988,4.56294e-05,20.4463,0.0317345,0.00143785,0,0,0.00189038,99100
24,-0.425297,1.51006,0.16555,2.01894e-05,7.13307,0.0120222,0.00167933,-3.36201e-18,-6.31654e-18,0.00361187,184862,-0.301885,1.53791,0.117512,1.42211e-05,9.28527,0.0114973,0.00123691,0,0,0.00180593,92431,-13.8525,1.30511,3.7878,2.58592e-05,50.9242,0.0376076,0.000687604,-2.05157e-16,-3.02343e-17,0.00361115,184808,-7.15957,1.30843,1.9577,2.50167e-05,26.6943,0.0267564,0.00093498,0,0,0.00180558,92404
25,-0.356427,1.52737,0.135418,1.82556e-05,8.32267,0.0123377,0.00147966,-5.35347e-18,-8.48552e-18,0.00341976,188456,-0.270755,1.54461,0.102872,1.20156e-05,10.4335,0.0112004,0.00107278,0,0,0.00170988,94228,-13.0346,1.31816,3.38351,2.75105e-05,50.5098,0.0384983,0.000714589,-2.50076e-17,6.4906e-17,0.00341971,188452,-7.10561,1.32126,1.84447,2.52325e-05,27.9157,0.0273875,0.000921314,0,0,0.00170985,94226
26,-0.225518,1.53684,0.154838,1.58628e-05,6.78682,0.0103817,0.00152796,2.37079e-18,1.0192e-17,0.0037396,197100,-0.196617,1.54481,0.134993,9.09755e-06,7.69418,0.00836927,0.00108702,0,0,0.0018698,98550,-17.3944,1.32576,4.36313,2.00401e-05,69.5751,0.0384897,0.000520661,-3.52517e-18,1.32116e-16,0.0037396,197100,-8.0579,1.32841,2.0212,2.163e-05,32.619,0.0273614,0.000790531,0,0,0.0018698,98550
27,-0.373466,1.50862,0.184974,1.469e-05,6.16021,0.00953074,0.00154133,-1.34745e-17,4.48094e-17,0.0038121,199030,-0.31874,1.5242,0.15787,8.60611e-06,6.97787,0.00775759,0.00110938,0,0,0.00190605,99515,-18.584,1.32872,4.60119,2.22151e-05,75.2773,0.0421216,0.000527404,-3.80403e-17,1.2457e-16,0.00381211,199032,-8.20806,1.33131,2.03222,2.51486e-05,33.644,0.0299417,0.000839921,0,0,0.00190605,99516
28,-0.472888,1.48883,0.20654,1.46268e-05,5.92439,0.00933934,0.00156615,-4.68382e-18,5.83713e-18,0.00378719,197046,-0.399651,1.50933,0.174553,8.65365e-06,6.64396,0.00759653,0.00113916,0,0,0.00189359,98523,-20.7448,1.32724,5.16622,2.21048e-05,83.4932,0.0442668,0.000499354,3.8245e-17,1.06782e-16,0.00378715,197020,-8.72684,1.32959,2.17331,2.62726e-05,35.5025,0.0314506,0.00083536,0,0,0.00189357,98510
29,-0.0719689,1.56321,0.104856,1.3684e-05,9.58625,0.0114536,0.00119473,-7.47964e-19,8.97387e-19,0.00217289,132362,-0.0419954,1.56822,0.0611926,1.17241e-05,16.3707,0.0138539,0.000846261,0,0,0.00108644,66181,-17.6938,1.33686,4.22922,3.04413e-05,74.2618,0.0488772,0.000622811,1.52443e-17,1.00091e-16,0.00216986,132170,-10.0852,1.33826,2.4106,2.67038e-05,42.6083,0.0346639,0.000770365,0,0,0.00108493,66085
30,-0.557397,1.52592,0.104913,1.85773e-05,12.4931,0.0152497,0.00121821,-3.10906e-18,-2.14782e-17,0.00309536,179308,-0.375495,1.54745,0.0706776,1.3788e-05,16.1437,0.0149235,0.000923915,0,0,0.00154768,89654,-22.2971,1.32115,5.69563,2.67748e-05,87.4638,0.0499404,0.000536136,2.18169e-17,1.20656e-16,0.00309536,179308,-8.05299,1.32413,2.05708,3.70663e-05,32.0118,0.0355207,0.00104351,0,0,0.00154768,89654
31,-0.212433,1.55067,0.0981478,1.6285e-05,10.6485,0.0131712,0.00123641,7.01589e-18,-1.20574e-19,0.00349278,190458,-0.16251,1.55885,0.075076,1.06449e-05,13.6716,0.0120645,0.000882328,0,0,0.00174639,95229,-19.6735,1.3203,5.04609,1.86398e-05,76.9006,0.03908,0.000476966,1.30551e-17,-7.22166e-17,0.00349278,190458,-7.72484,1.32345,1.98136,2.3736e-05,30.622,0.0278055,0.000853644,0,0,0.00174639,95229
32,-0.646332,1.50969,0.133034,1.75314e-05,10.657,0.013694,0.00128022,4.0673e-18,-3.38641e-17,0.00378225,198242,-0.466401,1.53381,0.0960011,1.21471e-05,12.6825,0.0124203,0.000977999,0,0,0.00189113,99121,-14.7107,1.32147,3.76192,3.50641e-05,57.7906,0.0464512,0.000754859,-2.99165e-17,-4.46435e-17,0.00378225,198242,-6.91747,1.32506,1.76898,3.72837e-05,27.6155,0.0330801,0.00112707,0,0,0.00189113,99121
33,-0.922741,1.48308,0.174889,1.74633e-05,10.5864,0.0136489,0.00127947,1.38084e-17,-1.87212e-17,0.00383615,199672,-0.713119,1.50648,0.135157,1.12987e-05,11.1614,0.0112529,0.00100407,0,0,0.00191808,99836,-15.4106,1.31695,4.0139,3.47062e-05,59.4151,0.046913,0.000739798,2.85945e-17,4.08397e-17,0.00383615,199672,-6.69726,1.321,1.74439,3.99302e-05,26.2861,0.0334341,0.0011943,0,0,0.00191808,99836
34,-1.15113,1.4567,0.229232,1.63961e-05,10.143,0.0129795,0.00126322,9.50011e-18,2.30946e-17,0.00384237,199836,-0.973447,1.47326,0.193851,9.69423e-06,10.0469,0.00991566,0.000977669,0,0,0.00192118,99918,-21.8104,1.31312,5.75916,2.51643e-05,82.771,0.0471966,0.000533181,1.09119e-16,3.33698e-16,0.00384237,199836,-7.05954,1.31719,1.86411,3.88731e-05,27.2715,0.0336341,0.00115576,0,0,0.00192118,99918
35,-1.2205,1.43593,0.273496,1.59439e-05,9.103,0.0121564,0.00131157,-1.6955e-18,6.46077e-17,0.00380019,185708,-1.07709,1.44955,0.241361,9.03339e-06,8.94981,0.00905719,0.000997372,0,0,0.0019001,92854,-30.4977,1.3082,8.20608,1.69785e-05,113.466,0.0454497,0.000373568,-2.47295e-17,-9.15841e-17,0.0037995,185502,-7.45362,1.3121,2.00557,3.47352e-05,28.1998,0.0323734,0.00107296,0,0,0.00189975,92751
36,-1.27224,1.45128,0.245041,2.53878e-05,10.6863,0.0165886,0.00153044,2.61685e-18,-7.29946e-18,0.00356058,191990,-1.09766,1.46498,0.211417,1.47128e-05,10.4289,0.0124561,0.00118117,0,0,0.00178029,95995,-15.5694,1.29625,4.40196,3.76198e-05,55.2947,0.0473829,0.000793951,-5.88291e-17,-1.64691e-16,0.00356058,191990,-6.92121,1.30023,1.95685,4.23136e-05,24.9908,0.0337443,0.00125395,0,0,0.00178029,95995
37,-0.566718,1.51311,0.133271,1.84252e-05,9.91341,0.0135373,0.00136106,-1.16915e-17,-2.40725e-18,0.00165475,118638,-0.427072,1.53427,0.100429,1.2225e-05,11.7734,0.012005,0.00101832,0,0,0.000827374,59319,-17.8224,1.31219,4.72843,1.98643e-05,67.388,0.0378453,0.000524882,-3.65071e-17,-2.68475e-16,0.001645,118216,-6.9825,1.31614,1.85251,2.53513e-05,26.8583,0.0269624,0.000940245,0,0,0.000822502,59108
38,-0.500198,1.52875,0.10443,1.9818e-05,11.9717,0.0154166,0.0012855,1.11763e-17,1.10316e-18,0.00336616,187030,-0.349691,1.54795,0.0730094,1.41734e-05,15.3718,0.0147642,0.000959978,0,0,0.00168308,93515,-17.2216,1.3096,4.6178,2.14925e-05,64.4429,0.0385225,0.000557922,-2.1794e-17,2.73625e-16,0.00336616,187030,-6.14416,1.31487,1.64749,3.01208e-05,23.521,0.0275117,0.00109483,0,0,0.00168308,93515
39,-0.611829,1.50328,0.150087,2.14824e-05,9.15691,0.0140571,0.00152823,-2.42719e-18,5.7611e-17,0.00357454,192726,-0.515929,1.51875,0.126562,1.27377e-05,10.0044,0.0113038,0.00112685,0,0,0.00178727,96363,-16.1915,1.31193,4.3029,2.62901e-05,61.16,0.0414804,0.000633795,-8.05407e-17,2.56675e-16,0.00357452,192724,-6.82595,1.31594,1.814,3.11809e-05,26.2369,0.0295557,0.00105499,0,0,0.00178726,96362
40,-1.02232,1.47067,0.199078,2.42324e-05,10.273,0.0158565,0.00152823,-5.99669e-18,8.87253e-17,0.00379227,198518,-0.847242,1.48885,0.164987,1.46198e-05,10.4118,0.0123788,0.00118103,0,0,0.00189614,99259,-15.9305,1.30393,4.37123,3.31836e-05,58.286,0.0455924,0.000727833,6.93064e-17,2.51574e-16,0.00379227,198518,-6.54822,1.30843,1.79679,4.03646e-05,24.4209,0.0325073,0.00124171,0,0,0.00189614,99259
41,-1.08183,1.44786,0.244772,2.25376e-05,8.86682,0.0142425,0.00158242,-1.41499e-17,-5.51545e-17,0.00366539,173468,-0.872975,1.47203,0.197515,1.39649e-05,8.92128,0.0112158,0.00124512,0,0,0.00183269,86734,-19.4748,1.2975,5.47235,2.45829e-05,69.4892,0.0429237,0.000572712,-7.18574e-17,7.40527e-16,0.00366293,173082,-6.81588,1.30197,1.91523,3.51207e-05,24.7784,0.0305971,0.00114785,0,0,0.00183147,86541
42,-0.388844,1.4789,0.259134,1.39421e-05,4.44249,0.00790172,0.00176444,1.36441e-17,8.07739e-18,0.00384723,199966,-0.292875,1.51645,0.195173,9.25553e-06,5.56315,0.00718591,0.00128801,0,0,0.00192362,99983,-14.2978,1.30165,3.96188,1.63712e-05,51.8508,0.0302229,0.000541681,3.51752e-17,9.17196e-17,0.00384723,199966,-7.20376,1.30502,1.99614,1.62466e-05,26.4982,0.0215027,0.000755562,0,0,0.00192362,99983
43,-0.0809529,1.54218,0.319997,9.33519e-06,3.14551,0.00542084,0.00172209,-2.01328e-17,-6.76848e-18,0.0038483,199994,-0.0554562,1.55807,0.219185,6.81435e-06,4.57638,0.00558479,0.00122016,0,0,0.00192415,99997,-13.6426,1.32863,3.38693,1.84635e-05,55.2479,0.0328982,0.000561232,1.27455e-17,2.28558e-16,0.0038483,199994,-8.14614,1.33073,2.02237,1.54607e-05,33.3072,0.023362,0.000661788,0,0,0.00192415,99997
44,-0.366554,1.43149,0.384831,8.48649e-06,2.94769,0.00504497,0.00168217,4.90379e-18,-2.66417e-18,0.00384834,199996,-0.238798,1.51087,0.25069,6.51375e-06,4.21646,0.0052496,0.00124081,0,0,0.00192417,99998,-14.7119,1.33738,3.51305,2.60194e-05,61.8952,0.0412491,0.000630788,-3.84883e-17,3.70959e-17,0.0038483,199994,-8.80445,1.33912,2.10241,2.17386e-05,37.3469,0.0292749,0.000742567,0,0,0.00192415,99997
45,-0.315857,1.46433,0.337443,9.93442e-06,3.25912,0.00571951,0.00173694,-3.49663e-18,-1.81985e-17,0.00384623,199936,-0.190418,1.53194,0.203432,8.23931e-06,5.09388,0.00648314,0.00127088,0,0,0.00192312,99968,-19.9643,1.33594,4.78831,2.28983e-05,83.4476,0.0449466,0.000509456,-5.35998e-17,1.8278e-16,0.00384623,199936,-10.3342,1.33739,2.4786,2.21179e-05,43.4909,0.0318789,0.000693809,0,0,0.00192312,99968
46,-0.275769,1.53951,0.120576,1.29269e-05,8.9242,0.0107459,0.00120296,1.80317e-18,1.44771e-19,0.00202123,130764,-0.149337,1.56122,0.065295,1.19356e-05,15.6566,0.0136707,0.000873079,0,0,0.00101061,65382,-16.619,1.33471,4.01169,3.33274e-05,69.0962,0.0493563,0.000675242,6.46281e-17,-1.67575e-16,0.0020185,130586,-9.58791,1.33626,2.31444,2.88844e-05,40.1513,0.0350131,0.00082496,0,0,0.00100925,65293
47,-1.07969,1.51026,0.121208,1.66407e-05,17.8679,0.0172749,0.000963285,2.41975e-18,4.60414e-17,0.00320492,182482,-0.616321,1.53982,0.0691899,1.45754e-05,19.943,0.0170574,0.000854492,0,0,0.00160246,91241,-21.8397,1.31985,5.60965,3.16431e-05,85.2054,0.0536034,0.000590319,-7.92664e-17,1.40495e-16,0.00320492,182482,-6.99762,1.32392,1.79738,4.9379e-05,27.7997,0.0382074,0.00129239,0,0,0.00160246,91241
48,-0.802472,1.49335,0.157518,1.93543e-05,10.4367,0.0142548,0.00135774,1.26533e-18,-4.6708e-17,0.00347237,189938,-0.628227,1.51487,0.123314,1.23612e-05,11.3099,0.0118422,0.00104382,0,0,0.00173619,94969,-19.1213,1.31011,5.11369,2.43338e-05,71.6946,0.0432287,0.000562908,3.72543e-17,2.303e-16,0.00347231,189936,-6.76557,1.31448,1.80935,3.4387e-05,25.8507,0.0308205,0.00111572,0,0,0.00173615,94968
