loop, time[s]
0,24.3055
1,33.2416
2,57.6982
3,33.1546
4,28.3822
5,29.5747
6,30.9304
7,28.2456
8,32.1283
9,28.2564
10,29.4758
11,24.5603
12,25.7945
13,30.3569
14,46.7358
15,30.1297
16,28.4069
17,28.4619
18,29.7572
19,28.2838
20,25.4098
21,26.0011
22,28.5104
23,27.6645
24,30.2478
25,28.3416
26,30.0116
27,30.2514
28,27.5155
29,25.7337
30,27.9141
31,28.1222
32,27.7821
33,28.1056
34,29.6385
35,30.4855
36,31.5564
37,29.6202
38,29.2755
39,28.8869
40,29.4164
41,30.5144
42,31.2051
43,29.3481
44,28.1529
45,30.6297
46,24.897
47,28.7694
48,26.3927
49,27.8003
