loop, time[s]
0,10.3614
1,35.6831
2,12.4105
3,12.0437
4,12.2296
5,12.6579
6,16.303
7,16.7955
8,11.9307
9,11.9953
10,11.5245
11,11.3989
12,11.3928
13,11.9214
14,11.2662
15,15.4151
16,15.5603
17,12.1897
18,12.3211
19,11.9383
20,12.1099
21,11.852
22,11.6945
23,11.1792
24,10.9416
25,10.8333
26,11.0045
27,11.2125
28,11.1241
29,11.2332
30,11.1605
31,11.3779
32,11.2409
33,11.3284
34,11.2593
35,11.3224
36,11.2803
37,11.1573
38,11.1912
39,11.1799
40,11.2443
41,11.2551
42,11.2454
43,11.2716
44,11.1745
45,11.223
46,11.2016
47,11.3401
48,11.2754
49,11.2714
