loop, time[s]
0,55.6652
1,106.682
2,111.81
3,101.452
4,79.5713
5,83.4504
6,71.9309
7,71.1873
8,76.4039
9,96.2363
10,78.5202
11,73.0954
12,72.9455
13,85.8352
14,97.9428
15,84.7311
16,80.8995
17,85.9459
18,86.3217
19,66.9484
20,72.8103
21,66.474
22,91.8459
23,71.4959
24,71.0145
25,80.4962
26,94.167
27,66.6558
28,69.4991
29,72.2265
30,76.0777
31,64.8687
32,65.4662
33,89.3195
34,92.4316
35,71.3415
36,74.7075
37,79.9494
38,67.643
39,78.4076
40,85.5728
41,76.7246
42,103.907
43,77.8234
44,88.1161
45,75.2248
46,76.2878
47,92.2506
48,76.8706
49,93.7041
