loop#,ALPHA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4]
01,-13.7444,1.10238e-05,97.6889,100000,-31.1715,1.41522e-05,79.2799,100000
2,-11.4304,8.80228e-06,74.1041,100000,-25.9744,1.11359e-05,66.4918,100000
3,-10.8062,8.81161e-06,70.152,99998,-24.9467,1.19531e-05,66.1877,99998
4,-10.7503,8.94405e-06,70.5151,99996,-25.1399,1.24132e-05,67.5785,99996
5,-10.7788,9.00605e-06,71.0581,99996,-25.617,1.24026e-05,69.0362,99996
6,-10.804,9.02361e-06,71.3474,99996,-25.9276,1.23151e-05,69.8698,99996
7,-10.8165,9.0268e-06,71.4647,99996,-26.0674,1.22608e-05,70.2239,99996
8,-10.8218,9.0265e-06,71.5074,99996,-26.1184,1.22373e-05,70.348,99996
9,-10.8238,9.02594e-06,71.5214,99996,-26.1347,1.22293e-05,70.3859,99998
10,-10.8246,9.0255e-06,71.5264,99996,-26.1378,1.22267e-05,70.3927,99996
11,-10.8245,9.02554e-06,71.5259,99996,-26.1386,1.2226e-05,70.394,99996
12,-10.8248,9.0253e-06,71.5276,99996,-26.1386,1.22259e-05,70.3938,99996
13,-10.8249,9.02515e-06,71.5282,99996,-26.1386,1.22258e-05,70.3939,99996
14,-10.8248,9.02523e-06,71.5278,99996,-26.1382,1.2226e-05,70.3929,99996
15,-10.8247,9.02533e-06,71.5271,99996,-26.1383,1.2226e-05,70.3931,99996
16,-10.8248,9.02525e-06,71.5275,99996,-26.1385,1.22259e-05,70.3937,99996
17,-10.8248,9.02526e-06,71.5276,99996,-26.1384,1.2226e-05,70.3934,99996
18,-10.8248,9.02532e-06,71.5273,99996,-26.1383,1.2226e-05,70.3931,99996
19,-10.8249,9.02527e-06,71.528,99996,-26.1384,1.2226e-05,70.3935,99996
20,-10.8248,9.02528e-06,71.5278,99996,-26.1382,1.22261e-05,70.3927,99996
21,-10.8249,9.02521e-06,71.5284,99996,-26.1387,1.22259e-05,70.3941,99996
22,-10.8249,9.02525e-06,71.5281,99996,-26.1385,1.2226e-05,70.3935,99996
23,-10.8249,9.02523e-06,71.5281,99996,-26.1383,1.2226e-05,70.393,99996
24,-10.8249,9.02523e-06,71.5281,99996,-26.1383,1.2226e-05,70.3929,99996
25,-10.8249,9.02522e-06,71.5283,99996,-26.1382,1.22261e-05,70.3928,99996
26,-10.8249,9.02523e-06,71.5282,99996,-26.1385,1.22259e-05,70.3937,99996
27,-10.8249,9.02524e-06,71.5281,99996,-26.1385,1.2226e-05,70.3935,99996
28,-10.8249,9.02522e-06,71.5283,99996,-26.1387,1.22259e-05,70.394,99996
29,-10.8249,9.02522e-06,71.5283,99996,-26.1382,1.22261e-05,70.3927,99996
30,-10.8249,9.02524e-06,71.5281,99996,-26.1383,1.2226e-05,70.393,99996
31,-10.8249,9.02523e-06,71.5282,99996,-26.1382,1.22261e-05,70.3928,99996
32,-10.8249,9.02524e-06,71.528,99996,-26.1383,1.2226e-05,70.3931,99996
33,-10.8249,9.02524e-06,71.5281,99996,-26.1382,1.22261e-05,70.3927,99996
34,-10.8249,9.02522e-06,71.5283,99996,-26.1382,1.22261e-05,70.3928,99996
35,-10.8248,9.02526e-06,71.5279,99996,-26.138,1.22261e-05,70.3924,99996
36,-10.8249,9.02524e-06,71.528,99996,-26.1385,1.22259e-05,70.3937,99996
37,-10.8249,9.02526e-06,71.5281,99996,-26.1386,1.22259e-05,70.394,99996
38,-10.8249,9.02525e-06,71.528,99996,-26.1382,1.22261e-05,70.3927,99996
39,-10.8249,9.02523e-06,71.5282,99996,-26.1387,1.22259e-05,70.3941,99996
40,-10.8249,9.02524e-06,71.5281,99996,-26.1387,1.22258e-05,70.3942,99996
41,-10.8249,9.02525e-06,71.528,99996,-26.1382,1.22261e-05,70.3928,99996
42,-10.8249,9.02524e-06,71.5281,99996,-26.1386,1.22259e-05,70.3939,99996
43,-10.8248,9.02527e-06,71.5279,99996,-26.1387,1.22258e-05,70.3942,99998
44,-10.8249,9.02526e-06,71.5279,99996,-26.1385,1.2226e-05,70.3935,99996
45,-10.8249,9.02525e-06,71.5279,99996,-26.1386,1.22259e-05,70.3937,99996
46,-10.8249,9.02525e-06,71.528,99996,-26.138,1.22262e-05,70.3923,99996
47,-10.8249,9.02525e-06,71.5281,99996,-26.1383,1.22261e-05,70.393,99996
48,-10.8249,9.02525e-06,71.528,99996,-26.1384,1.2226e-05,70.3933,99996
49,-10.8249,9.02525e-06,71.528,99996,-26.1383,1.22261e-05,70.3929,99996
