loop, time[s]
0,24.1557
1,33.6999
2,63.0835
3,33.1365
4,32.1507
5,31.5095
6,32.2064
7,31.9315
8,34.4065
9,31.3677
10,30.2483
11,32.1143
12,30.973
13,53.8493
14,32.1405
15,33.8572
16,31.4584
17,31.9492
18,29.868
19,43.1522
20,31.5429
21,30.9654
22,30.0647
23,30.8395
24,32.0908
25,40.5904
26,34.6277
27,31.5497
28,33.9517
29,31.0042
30,33.9728
31,32.2061
32,32.3152
33,31.3651
34,41.1952
35,30.9798
36,32.3234
37,31.7152
38,31.9209
39,39.4434
40,31.454
41,32.9072
42,31.1807
43,32.2488
44,44.9421
45,32.9512
46,32.5746
47,31.4095
48,28.9495
49,29.0771
