loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.71563,1.44834,0.489903,6.1163e-05,30.2221,0.043318,0.00141196,-2.89835e-17,1.70503e-16,0.00384845,199996,-3.36325,1.45009,0.443442,3.3786e-05,27.7634,0.0308512,0.00109513,0,0,0.00192423,99998,-23.134,1.22219,8.4219,5.04385e-05,63.6654,0.0602932,0.000836553,-1.291e-16,3.2034e-16,0.00384845,199996,-4.08025,1.23804,1.48541,0.000142985,11.8812,0.0435943,0.0032799,0,0,0.00192423,99998
2,0.598762,-1.42281,0.319864,2.02546e-05,4.24717,0.00937191,0.0021612,2.03754e-17,1.78394e-17,0.00165796,49938,0.307839,-1.52352,0.164455,1.96976e-05,6.65692,0.0114635,0.00171829,0,0,0.000828979,24969,-4.24644,1.24253,1.5178,2.25127e-05,12.5393,0.0177442,0.00126874,-4.36202e-19,-1.54296e-18,0.00165514,49836,-2.93001,1.25779,1.04727,1.63136e-05,9.15228,0.0128365,0.00127087,0,0,0.000827568,24918
3,-0.510013,1.55663,0.0349677,1.37128e-05,36.0364,0.0222319,0.000616806,5.4786e-19,2.96479e-17,0.00332149,185762,-0.339071,1.56372,0.0232476,1.03128e-05,47.9606,0.0222403,0.000463698,0,0,0.00166075,92881,-16.1486,1.30472,4.41677,2.86419e-05,59.2688,0.0427039,0.000670708,-3.24802e-17,-4.67297e-16,0.00332149,185762,-7.25842,1.30824,1.98524,3.18615e-05,27.0419,0.0303932,0.00104831,0,0,0.00166075,92881
4,-0.950928,1.52185,0.0978392,1.96369e-05,19.4632,0.0195733,0.00100325,6.41943e-18,-9.4002e-17,0.00384199,199828,-0.640558,1.54081,0.0659045,1.4576e-05,21.3994,0.0176691,0.000824944,0,0,0.00192099,99914,-16.2314,1.31232,4.30664,4.19967e-05,61.4075,0.0525275,0.000799518,1.62356e-17,-3.15317e-16,0.00384199,199828,-6.56358,1.31672,1.7415,5.19275e-05,25.3119,0.0374552,0.00138639,0,0,0.00192099,99914
5,-1.58065,1.49338,0.171279,1.38084e-05,20.4255,0.0168444,0.000819758,-8.53096e-19,-8.17692e-17,0.00384848,200000,-0.822503,1.52697,0.0891264,1.3268e-05,18.8105,0.0158132,0.000839048,0,0,0.00192424,100000,-27.7916,1.31082,7.40152,2.35739e-05,104.488,0.0513563,0.000459027,-8.75816e-17,2.38584e-16,0.00384845,199998,-6.44204,1.316,1.71566,5.08505e-05,24.7718,0.036674,0.00138656,0,0,0.00192423,99999
6,-1.91026,1.44417,0.3085,1.18497e-05,15.07,0.0134706,0.000879672,1.32842e-17,3.95812e-17,0.00384845,199998,-1.02346,1.48783,0.165285,1.10582e-05,12.3874,0.0117441,0.000941597,0,0,0.00192423,99999,-29.8004,1.30692,8.05976,1.87334e-05,110.309,0.047088,0.000397837,-9.25798e-17,-3.61026e-17,0.00384845,199998,-6.36952,1.31233,1.72269,4.38221e-05,24.1313,0.0336345,0.00130289,0,0,0.00192423,99999
7,-1.53918,1.4301,0.307492,1.62393e-05,10.9566,0.013471,0.0012055,-1.9925e-18,2.57488e-17,0.00384838,199996,-1.05231,1.46517,0.210225,1.18765e-05,10.0243,0.0109717,0.00108247,0,0,0.00192419,99998,-25.6376,1.30038,7.11705,2.05124e-05,92.4941,0.0452002,0.000453812,-2.65967e-17,2.94026e-16,0.00384838,199996,-6.60874,1.30539,1.8346,3.97883e-05,24.3516,0.032255,0.00123356,0,0,0.00192419,99998
8,-1.543,1.43724,0.292222,1.76035e-05,11.5695,0.0143984,0.0012226,1.61575e-17,-4.33827e-17,0.00199044,120042,-1.04858,1.47106,0.198586,1.29517e-05,10.5723,0.0117596,0.00110137,0,0,0.000995222,60021,-22.2277,1.2922,6.3697,2.04997e-05,77.723,0.0415166,0.000493771,-4.55075e-17,-2.43442e-16,0.00198235,119578,-6.81695,1.29689,1.9535,3.34214e-05,24.3003,0.0296001,0.0011291,0,0,0.000991173,59789
9,-0.945273,1.47144,0.197528,2.81835e-05,9.58618,0.0165175,0.00170628,8.70487e-18,2.10343e-17,0.0032136,182744,-0.672735,1.50517,0.140577,1.98011e-05,10.333,0.0143345,0.00138135,0,0,0.0016068,91372,-11.3686,1.2766,3.46893,3.31179e-05,37.5458,0.0368445,0.000898857,3.80557e-17,1.37876e-16,0.0032136,182744,-5.76469,1.28215,1.75901,3.26561e-05,19.4608,0.0262947,0.00124192,0,0,0.0016068,91372
10,-0.39883,1.51187,0.167855,2.28353e-05,6.90514,0.0125785,0.00181543,-6.25871e-18,-1.76469e-17,0.0035958,193298,-0.3043,1.53465,0.12807,1.49648e-05,8.53123,0.0113063,0.00132358,0,0,0.0017979,96649,-8.61234,1.30465,2.37726,3.40626e-05,31.6214,0.0340159,0.00100137,2.69119e-17,-2.70196e-16,0.0035958,193298,-6.06346,1.30782,1.6737,2.41901e-05,22.5642,0.0241933,0.000999866,0,0,0.0017979,96649
11,-0.517295,1.46704,0.245678,1.49925e-05,5.15958,0.00884096,0.0016958,3.96802e-18,-2.45931e-17,0.00384837,199996,-0.352738,1.51711,0.167522,1.09937e-05,6.71209,0.00860228,0.001278,0,0,0.00192419,99998,-10.2551,1.32581,2.58684,3.7288e-05,41.0414,0.0403231,0.00092473,1.69899e-17,-6.43385e-17,0.00384837,199996,-6.82038,1.32841,1.72043,2.80328e-05,27.6196,0.0286623,0.000978039,0,0,0.00192419,99998
12,-1.11324,1.35495,0.425811,1.11834e-05,5.25889,0.00784487,0.00142557,4.78432e-18,-6.27863e-18,0.00384845,199998,-0.683136,1.44582,0.2613,9.11214e-06,5.61299,0.00720614,0.0012645,0,0,0.00192423,99999,-14.9324,1.3218,3.81291,3.24418e-05,58.7419,0.045043,0.000720241,6.72067e-17,-2.71887e-17,0.00384845,199998,-8.31702,1.32401,2.1237,2.91225e-05,33.0427,0.0319892,0.000910388,0,0,0.00192423,99999
13,0.155962,-1.53507,0.223599,1.65705e-05,4.58107,0.00871797,0.00190073,-4.29804e-18,-1.14093e-17,0.00180879,62644,0.0941576,-1.55797,0.135005,1.37224e-05,7.4728,0.0101272,0.001355,0,0,0.000904396,31322,-16.7452,1.31902,4.32179,2.02108e-05,65.112,0.0374569,0.000539575,-2.01726e-17,2.9225e-16,0.00180685,62570,-10.1541,1.3204,2.6207,1.66647e-05,39.7246,0.0265571,0.000627506,0,0,0.000903423,31285
14,-0.99456,1.54628,0.0490068,1.40557e-05,40.5893,0.0238925,0.000588288,1.11213e-17,-1.96277e-16,0.00317024,181490,-0.654311,1.55602,0.0322412,1.06824e-05,44.2949,0.021755,0.000491032,0,0,0.00158512,90745,-22.2586,1.31564,5.81689,3.12664e-05,85.3454,0.0533852,0.000585676,1.50367e-16,2.48747e-16,0.00317024,181490,-7.52078,1.31917,1.96543,4.62687e-05,29.2874,0.0380071,0.00121737,0,0,0.00158512,90745
15,-0.77815,1.51418,0.116335,1.54162e-05,13.8008,0.0146095,0.00105522,-9.00675e-18,6.18045e-17,0.00382219,199306,-0.512595,1.53958,0.076632,1.17016e-05,16.4781,0.0138928,0.000842284,0,0,0.00191109,99653,-23.8683,1.30592,6.48495,1.99577e-05,88.0032,0.0434229,0.000459611,-8.1069e-17,-1.32226e-16,0.00382219,199306,-6.66609,1.31071,1.81116,3.57295e-05,25.0871,0.0309795,0.00115332,0,0,0.00191109,99653
16,-1.31605,1.4745,0.199459,9.99456e-06,13.6969,0.0117544,0.000850284,-6.3554e-18,1.60828e-18,0.00384845,199998,-0.635553,1.52701,0.0963234,1.03479e-05,14.5752,0.0122927,0.000841792,0,0,0.00192423,99999,-31.668,1.31962,8.1334,1.72013e-05,123.425,0.0475692,0.000361605,-3.55413e-17,1.03841e-16,0.00384845,199998,-6.85945,1.32412,1.76173,3.97063e-05,27.2755,0.0339351,0.00117007,0,0,0.00192423,99999
