loop, time[s]
0,10.5702
1,13.2509
2,12.5521
3,12.3107
4,12.207
5,11.4821
6,11.6185
7,11.8885
8,11.6217
9,11.5959
10,11.919
11,11.9716
12,11.6695
13,11.8489
14,11.8559
15,11.6597
16,11.5859
17,12.1203
18,12.2253
19,11.869
20,11.5543
21,11.5114
22,11.2955
23,11.8034
24,11.8064
25,11.4115
26,11.4645
27,11.4626
28,11.8269
29,11.7885
30,11.9624
31,12.0202
32,12.413
33,12.0993
34,11.9758
35,11.964
36,12.0793
37,12.3005
38,11.8263
39,11.8925
40,12.079
41,12.6492
42,11.9145
43,11.9266
44,11.7189
45,11.9374
46,12.016
47,11.838
48,11.9741
49,12.1021
