loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.73515,0.482653,17.5717,2.46192e-05,100000,-1.65157,1.48853,2.50428,2.51397e-05,100000
2,-1.27634,0.240763,10.9196,3.20725e-05,99996,-2.99698,1.54913,6.44356,3.19944e-05,99996
3,-3.25735,0.497371,23.3434,2.17055e-05,99002,-4.36629,2.75134,7.29262,2.43758e-05,99002
4,-3.23437,0.501121,22.871,1.96098e-05,99628,-3.51075,2.14067,6.22486,2.55396e-05,99628
5,-5.40258,0.771327,39.1375,1.41299e-05,99814,-3.95166,2.3213,7.15788,3.07597e-05,99814
6,-5.02196,0.715866,36.627,1.59632e-05,99830,-7.65735,4.97666,11.983,1.35756e-05,99830
7,-5.39092,0.786133,38.2404,1.45406e-05,99812,-8.97107,6.02658,13.5201,1.01056e-05,99812
8,-6.09799,0.904177,42.2322,1.25487e-05,99804,-8.49039,5.56359,13.1366,1.05397e-05,99804
9,-6.54363,0.979692,44.7274,1.15054e-05,99806,-8.40851,5.39877,13.2814,1.07882e-05,99806
10,-6.66858,1.00392,45.2925,1.11644e-05,99806,-8.28507,5.27044,13.2138,1.10454e-05,99806
11,-6.65476,1.00462,45.0775,1.11107e-05,99806,-8.20992,5.20011,13.1541,1.12118e-05,99806
12,-6.61554,0.999765,44.7758,1.11381e-05,99808,-8.20409,5.1868,13.1694,1.12641e-05,99808
13,-6.58738,0.99574,44.5835,1.11711e-05,99812,-8.22059,5.19469,13.2016,1.12657e-05,99812
14,-6.57287,0.993501,44.4918,1.11908e-05,99812,-8.23676,5.20529,13.2258,1.12527e-05,99812
15,-6.56744,0.992577,44.4612,1.11988e-05,99810,-8.24748,5.21312,13.2398,1.124e-05,99810
16,-6.56668,0.992366,44.4607,1.12019e-05,99812,-8.25072,5.21622,13.2422,1.12355e-05,99812
17,-6.56663,0.992319,44.4621,1.12025e-05,99814,-8.25192,5.21757,13.2426,1.12326e-05,99812
