loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
18,-6.56687,0.992335,44.4646,1.12025e-05,99812,-8.25293,5.21846,13.2435,1.12306e-05,99812
19,-6.56688,0.99233,44.4649,1.12026e-05,99812,-8.25272,5.2184,13.243,1.12305e-05,99812
20,-6.56702,0.992348,44.4661,1.12024e-05,99812,-8.2527,5.21839,13.243,1.12306e-05,99812
21,-6.56706,0.992355,44.4662,1.12023e-05,99812,-8.25288,5.21851,13.2432,1.12302e-05,99812
22,-6.56715,0.992368,44.4668,1.12022e-05,99812,-8.25252,5.21828,13.2427,1.12307e-05,99812
23,-6.56723,0.992379,44.4674,1.12021e-05,99812,-8.25283,5.21845,13.2432,1.12304e-05,99812
24,-6.56714,0.992366,44.4667,1.12022e-05,99812,-8.25276,5.21843,13.2431,1.12304e-05,99812
25,-6.56706,0.992356,44.4661,1.12023e-05,99812,-8.25286,5.21848,13.2433,1.12303e-05,99812
26,-6.5671,0.99236,44.4666,1.12023e-05,99812,-8.25254,5.21829,13.2427,1.12307e-05,99812
27,-6.56727,0.992383,44.4677,1.12021e-05,99812,-8.25272,5.21841,13.243,1.12305e-05,99812
28,-6.56714,0.992367,44.4667,1.12022e-05,99812,-8.25268,5.21839,13.2429,1.12304e-05,99812
29,-6.56705,0.992356,44.4661,1.12023e-05,99812,-8.25274,5.21841,13.2431,1.12304e-05,99812
30,-6.56713,0.992364,44.4668,1.12022e-05,99812,-8.25277,5.21841,13.2432,1.12305e-05,99812
31,-6.56715,0.99237,44.4667,1.12021e-05,99812,-8.25278,5.21842,13.2431,1.12305e-05,99814
32,-6.56717,0.992368,44.467,1.12022e-05,99812,-8.25293,5.21853,13.2434,1.12303e-05,99812
33,-6.56714,0.992365,44.4668,1.12022e-05,99812,-8.25299,5.21857,13.2435,1.12301e-05,99812
34,-6.56723,0.992378,44.4674,1.12021e-05,99812,-8.25282,5.21846,13.2432,1.12304e-05,99812
35,-6.56725,0.992381,44.4676,1.12021e-05,99812,-8.25275,5.21842,13.2431,1.12305e-05,99812
36,-6.56717,0.99237,44.4671,1.12022e-05,99812,-8.25279,5.21845,13.2431,1.12304e-05,99812
37,-6.56715,0.992369,44.4668,1.12022e-05,99812,-8.25288,5.21851,13.2432,1.12302e-05,99812
38,-6.5672,0.992375,44.4671,1.12021e-05,99812,-8.25291,5.21853,13.2433,1.12302e-05,99812
39,-6.56713,0.992365,44.4667,1.12021e-05,99814,-8.25271,5.21838,13.243,1.12305e-05,99812
40,-6.56718,0.992371,44.4671,1.12022e-05,99812,-8.2528,5.21845,13.2432,1.12304e-05,99812
41,-6.56722,0.992379,44.4673,1.12021e-05,99812,-8.25243,5.21824,13.2425,1.12308e-05,99812
42,-6.56725,0.992382,44.4676,1.12021e-05,99812,-8.25273,5.2184,13.2431,1.12305e-05,99812
43,-6.56725,0.992383,44.4675,1.1202e-05,99812,-8.25269,5.21839,13.243,1.12305e-05,99812
44,-6.56714,0.992367,44.4668,1.12022e-05,99812,-8.25273,5.2184,13.2431,1.12305e-05,99812
45,-6.5671,0.99236,44.4665,1.12023e-05,99812,-8.25265,5.21837,13.2429,1.12305e-05,99812
46,-6.56705,0.992354,44.4661,1.12023e-05,99812,-8.25279,5.21844,13.2431,1.12303e-05,99812
47,-6.56718,0.99237,44.4671,1.12022e-05,99812,-8.25279,5.21845,13.2431,1.12304e-05,99812
48,-6.56717,0.99237,44.467,1.12022e-05,99812,-8.25277,5.21843,13.2431,1.12304e-05,99812
49,-6.56721,0.992376,44.4673,1.12021e-05,99812,-8.25271,5.2184,13.243,1.12305e-05,99812
