loop, time[s]
0,10.1591
1,13.3384
2,11.9894
3,12.2379
4,12.2585
5,11.2784
6,11.5091
7,11.5443
8,11.6533
9,11.7883
10,11.6041
11,11.3485
12,11.4868
13,11.4682
14,11.3795
15,11.5255
16,11.4711
17,11.5446
18,11.5371
19,11.3616
20,11.2595
21,11.2701
22,11.3172
23,11.4448
24,11.5606
25,11.6477
26,11.1105
27,11.14
28,11.191
29,11.4736
30,11.6013
31,11.6233
32,12.1327
33,12.3767
34,11.3695
35,11.3033
36,11.3257
37,11.4089
38,11.1959
39,11.6305
40,11.4715
41,11.402
42,11.551
43,11.4444
44,11.3442
45,11.3254
46,11.0978
47,11.1318
48,11.1847
49,11.067
