loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.83733,0.419528,10.4302,2.16384e-05,100000,-5.63201,0.826747,39.5762,2.01947e-05,100000
2,-0.974416,0.201316,9.6837,3.0167e-05,99960,-4.86745,1.26124,19.5776,2.69009e-05,99960
3,-1.55719,0.257525,13.2991,3.28996e-05,98416,-2.33527,0.564387,11.4345,5.34266e-05,98416
4,-2.27971,0.372617,16.6312,2.09776e-05,99874,-2.6759,0.569521,14.3286,4.80747e-05,99874
5,-2.81914,0.396438,22.5699,2.29592e-05,99930,-3.4988,0.753576,17.5717,4.69006e-05,99930
6,-2.50257,0.378494,19.1888,2.45449e-05,99916,-5.2353,0.933677,30.4264,3.06174e-05,99916
7,-2.81118,0.470823,18.9089,1.87919e-05,99900,-6.42723,1.08207,39.1002,2.42976e-05,99900
8,-3.53855,0.623453,21.6878,1.37641e-05,99896,-6.12194,1.16898,32.916,2.22975e-05,99896
9,-4.05525,0.727695,23.9731,1.16711e-05,99892,-6.36968,1.33765,31.0791,1.93406e-05,99892
10,-4.16358,0.755755,24.2611,1.1148e-05,99896,-6.8774,1.48934,32.4296,1.67435e-05,99896
11,-4.11151,0.751933,23.8113,1.11206e-05,99898,-6.81539,1.49097,31.8246,1.64599e-05,99898
12,-4.0416,0.741625,23.3737,1.12157e-05,99898,-6.65399,1.46621,30.8793,1.6693e-05,99898
13,-3.99693,0.733912,23.1301,1.13033e-05,99900,-6.56822,1.45372,30.3645,1.68326e-05,99898
14,-3.97782,0.730074,23.043,1.13517e-05,99900,-6.52139,1.44512,30.1212,1.6924e-05,99900
15,-3.97194,0.72863,23.0245,1.13716e-05,99900,-6.50449,1.44068,30.0611,1.69639e-05,99900
16,-3.97115,0.728244,23.028,1.13778e-05,99900,-6.50469,1.43947,30.0883,1.69713e-05,99900
17,-3.97211,0.72829,23.0371,1.13787e-05,99902,-6.50786,1.43919,30.1227,1.69738e-05,99902
18,-3.97254,0.728329,23.0406,1.13786e-05,99902,-6.51264,1.4398,30.1533,1.69671e-05,99902
19,-3.97302,0.728394,23.0437,1.13786e-05,99904,-6.51257,1.43954,30.158,1.69719e-05,99904
20,-3.97273,0.72837,23.0413,1.13779e-05,99902,-6.51632,1.44044,30.1731,1.69607e-05,99902
21,-3.9729,0.728393,23.0424,1.13776e-05,99902,-6.51652,1.44049,30.1737,1.69608e-05,99902
22,-3.97306,0.72842,23.0433,1.13772e-05,99902,-6.51654,1.44053,30.1731,1.69606e-05,99902
23,-3.97305,0.728412,23.0435,1.13774e-05,99902,-6.51656,1.44054,30.1731,1.69606e-05,99902
24,-3.97299,0.728403,23.0431,1.13775e-05,99902,-6.51642,1.44048,30.173,1.69609e-05,99902
