loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.83726,0.419513,10.43,2.16391e-05,100000,-1.21666,0.749271,3.31024,2.50146e-05,100000
2,-0.974427,0.201317,9.68379,3.01671e-05,99960,-3.74031,1.47191,10.184,3.6992e-05,99960
3,-1.55723,0.257531,13.2992,3.2899e-05,98416,-4.75793,2.4662,9.58472,2.40865e-05,98416
4,-2.27972,0.372618,16.6313,2.09777e-05,99874,-4.25829,2.21581,8.63476,2.30903e-05,99876
5,-2.81914,0.396438,22.5699,2.29593e-05,99930,-10.0461,5.09459,20.0062,1.27984e-05,99930
6,-2.50254,0.37849,19.1886,2.45451e-05,99916,-8.54607,4.82643,15.3396,9.78486e-06,99916
7,-2.81114,0.470817,18.9087,1.87921e-05,99900,-5.43421,2.77092,11.0182,1.30829e-05,99900
8,-3.53857,0.62345,21.6881,1.37643e-05,99896,-7.02957,3.2201,15.6563,1.20459e-05,99896
9,-4.0552,0.72769,23.9726,1.16711e-05,99892,-8.05623,3.64573,18.0767,1.15221e-05,99892
10,-4.16353,0.755751,24.2606,1.1148e-05,99896,-8.36527,3.848,18.4454,1.10136e-05,99896
11,-4.11144,0.751923,23.8108,1.11207e-05,99898,-8.45979,3.91855,18.5191,1.08243e-05,99898
12,-4.04157,0.741618,23.3736,1.12159e-05,99898,-8.56318,3.97278,18.7094,1.07331e-05,99900
13,-3.99723,0.733951,23.1321,1.13023e-05,99898,-8.58752,3.99015,18.7325,1.07385e-05,99898
14,-3.97781,0.730073,23.0429,1.13517e-05,99900,-8.5819,3.99493,18.686,1.07502e-05,99900
15,-3.97192,0.728625,23.0244,1.13717e-05,99900,-8.58014,3.99986,18.6554,1.07407e-05,99900
16,-3.97121,0.728251,23.0284,1.13777e-05,99902,-8.58193,4.00368,18.6452,1.07271e-05,99900
17,-3.97216,0.7283,23.0373,1.13786e-05,99902,-8.58376,4.00558,18.6443,1.07187e-05,99902
18,-3.97257,0.728337,23.0406,1.13784e-05,99902,-8.58478,4.00613,18.646,1.07151e-05,99902
19,-3.97302,0.728395,23.0437,1.13786e-05,99904,-8.58506,4.00612,18.6473,1.07146e-05,99904
20,-3.97273,0.728368,23.0413,1.1378e-05,99902,-8.58558,4.00615,18.6494,1.07138e-05,99902
21,-3.9729,0.728397,23.0423,1.13775e-05,99902,-8.58605,4.00623,18.6511,1.07138e-05,99902
22,-3.97298,0.728404,23.043,1.13775e-05,99902,-8.58631,4.00632,18.6517,1.0714e-05,99902
23,-3.97303,0.728412,23.0432,1.13774e-05,99902,-8.58626,4.00635,18.6514,1.07138e-05,99902
24,-3.97302,0.728408,23.0433,1.13775e-05,99902,-8.58616,4.00629,18.6512,1.0714e-05,99902
