loop, time[s]
0,18.6763
1,30.3743
2,80.3715
3,25.8044
4,25.119
5,24.1441
6,22.6702
7,22.8206
8,37.8194
9,26.388
10,21.0541
11,22.2998
12,23.8034
13,59.0742
14,25.3761
15,24.5685
16,23.1966
17,21.7992
18,23.1938
19,45.7104
20,25.9479
21,24.0862
22,24.0668
23,23.0248
24,29.0362
25,23.9366
26,25.3506
27,22.4639
28,31.7819
29,26.811
30,22.9787
31,20.5716
32,22.0931
33,45.0437
34,23.1452
35,24.3544
36,22.9418
37,21.3924
38,32.5778
39,23.1555
40,22.0852
41,20.8337
42,23.1164
43,42.0709
44,23.9896
45,22.0136
46,24.7328
47,20.9996
48,31.7244
49,22.2308
