loop#,ALPHA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4]
01,-3.73035,6.08119e-05,30.3515,100000,-23.2064,5.02239e-05,63.8852,100000
2,0.407542,2.22233e-05,3.68971,26230,-4.39653,2.36494e-05,12.585,26120
3,-0.450562,1.46337e-05,33.7812,93604,-17.0786,2.72259e-05,62.4924,93602
4,-0.949979,1.97798e-05,20.0555,99940,-16.2118,4.31477e-05,61.435,99942
5,-1.55749,1.38948e-05,20.6638,100002,-27.7576,2.36113e-05,104.282,100000
6,-1.85743,1.19945e-05,14.8291,100000,-29.1038,1.92358e-05,107.936,100000
7,-1.55076,1.63272e-05,11.0447,100000,-25.7761,2.07829e-05,93.1472,100000
8,-1.15331,2.02989e-05,9.5886,61642,-21.6334,2.01669e-05,75.9531,61404
9,-0.827667,2.48018e-05,8.91903,91234,-12.039,2.95929e-05,40.8304,91234
10,-0.382079,2.10395e-05,6.74193,97012,-9.65796,3.14578e-05,36.1133,97012
11,-0.558315,1.20518e-05,4.66302,99998,-10.4169,3.45187e-05,42.0411,99998
12,-1.47924,8.58555e-06,6.1225,100000,-13.3607,3.79993e-05,53.8256,100000
13,-0.196749,1.29177e-05,2.93308,43244,-25.1691,1.47028e-05,95.2271,43154
14,-0.441792,1.77962e-05,19.547,89198,-22.9811,2.67159e-05,89.2321,89198
15,-0.64419,1.79523e-05,15.3715,99532,-24.1669,2.32435e-05,91.4113,99532
16,-1.34631,1.22591e-05,17.9266,100000,-26.377,2.46642e-05,101.902,100000
17,-1.73607,1.13667e-05,13.0302,100000,-28.3536,2.04168e-05,107.081,100000
18,-1.33899,1.75767e-05,10.4409,97584,-26.3174,2.06456e-05,96.0031,97570
19,-1.08077,2.76279e-05,10.1132,22124,-11.9393,4.91172e-05,42.3079,22024
20,-0.756256,2.54307e-05,19.7171,96426,-14.9737,2.82708e-05,51.2314,96426
21,-0.704395,1.1874e-05,7.28036,99998,-19.3473,1.79334e-05,74.527,99998
22,-0.976437,2.57823e-05,11.9701,100000,-17.9329,4.19905e-05,69.5347,100000
23,-1.00628,3.35464e-05,11.6871,100000,-22.4073,3.00958e-05,79.6209,100004
24,-0.926837,3.09851e-05,12.6884,67492,-16.2854,3.09793e-05,56.2006,67314
25,-1.24412,2.46652e-05,15.2038,91568,-10.4079,4.42579e-05,35.8743,91568
26,-1.36509,2.66642e-05,12.3544,93966,-11.5731,4.35909e-05,39.921,93882
27,-1.67162,2.19839e-05,11.4492,100002,-22.3642,2.0611e-05,74.888,100000
28,-1.7078,1.93564e-05,9.36843,87558,-19.2109,2.38868e-05,64.9138,87464
29,-0.198065,2.32259e-05,4.94673,99952,-16.4117,2.20751e-05,58.1323,99952
30,-2.60753,1.62232e-05,52.5168,83404,-16.5603,6.08517e-05,62.7676,83404
31,-1.47133,3.21045e-05,22.2745,94612,-15.4093,4.16021e-05,52.302,94612
32,-1.45148,3.05253e-05,13.2166,99996,-13.1636,3.87158e-05,43.2546,99996
33,-0.407944,1.939e-05,4.89382,73438,-14.6964,1.93215e-05,51.7008,73276
34,-0.634962,1.96676e-05,10.8759,89578,-18.5052,3.54367e-05,72.6042,89578
35,-0.636957,1.62622e-05,10.5197,99940,-16.0922,2.57298e-05,60.8963,99940
36,-1.23867,8.86125e-06,9.50372,100000,-22.4616,2.17141e-05,89.8089,100000
37,-1.58574,1.35123e-05,10.4015,99994,-23.4962,2.6418e-05,90.2644,99994
38,-1.00752,1.77171e-05,7.83084,64620,-23.4958,1.98535e-05,85.0112,64396
39,-0.565257,1.62929e-05,9.34294,90280,-14.1016,1.98508e-05,49.7506,90282
40,-1.01412,2.3757e-05,10.0847,95994,-11.5212,4.49453e-05,42.7896,95994
41,-1.19968,1.59999e-05,8.05036,99996,-16.8465,2.24956e-05,60.0468,99996
42,-1.99999,1.00106e-05,9.00078,96674,-26.719,1.63279e-05,97.9629,96658
43,-1.24568,2.17356e-05,6.89259,80624,-19.1318,3.10793e-05,68.0555,80200
44,-1.09342,2.78605e-05,20.0712,94096,-21.0483,3.29386e-05,77.2154,94096
45,-1.21312,2.74004e-05,13.9427,99942,-12.8114,3.34812e-05,42.738,99942
46,-1.75547,2.07934e-05,14.0325,94674,-11.0055,5.17279e-05,39.403,94534
47,-1.79014,1.70526e-05,10.2395,100000,-24.8442,1.94747e-05,86.1705,100000
48,-0.333935,2.16276e-05,5.21965,86692,-13.9924,2.18481e-05,49.6659,86600
49,-1.78541,2.93336e-05,21.6107,87192,-15.6706,5.90008e-05,56.1179,87192
