loop, time[s]
0,47.2415
1,53.3796
2,53.6782
3,54.2599
4,53.1466
5,52.4601
6,51.4512
7,52.1205
8,52.3483
9,52.2872
10,52.003
11,52.3451
12,52.0435
13,52.2723
14,51.9749
15,52.0593
16,52.0326
17,52.1899
18,52.2577
19,52.2117
20,52.2881
21,52.1866
22,52.0938
23,52.2254
24,52.2699
25,52.1086
26,52.1032
27,51.9208
28,52.0939
29,52.2012
30,51.9088
31,52.0118
32,52.1925
33,51.9962
34,52.1409
35,52.0347
36,52.0293
37,52.0337
38,52.1101
39,52.2123
40,52.2397
41,52.2033
42,52.1271
43,52.0448
44,52.0574
45,52.2585
46,52.1598
47,52.1026
48,52.15
49,52.0514
