loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.73593,0.482869,17.5727,2.46044e-05,499982,-11.6028,5.86238,23.1349,2.32403e-05,499982
2,-1.27669,0.240785,10.9223,3.20618e-05,499944,-8.02386,3.40463,19.2039,3.58516e-05,499946
3,-3.25943,0.497571,23.3613,2.17175e-05,495110,-14.472,6.39526,32.9055,2.89388e-05,495110
4,-3.23393,0.501078,22.8672,1.96119e-05,498132,-10.1763,4.54281,23.0159,3.41844e-05,498132
5,-5.40265,0.771397,39.1351,1.41252e-05,499030,-9.96839,4.3753,22.9399,4.42557e-05,499026
6,-5.02153,0.71579,36.625,1.59591e-05,499080,-15.347,6.88972,34.3309,2.79801e-05,499080
7,-5.39223,0.78626,38.2522,1.45383e-05,499032,-21.6871,9.9005,47.6067,1.80669e-05,499034
8,-6.09919,0.904319,42.2418,1.25474e-05,499000,-23.4222,10.7037,51.3466,1.60151e-05,499000
9,-6.54443,0.97981,44.7327,1.15024e-05,498988,-23.026,10.4853,50.6614,1.60735e-05,498988
10,-6.67015,1.00414,45.3035,1.11608e-05,498990,-22.3292,10.1382,49.2786,1.65029e-05,498992
11,-6.65657,1.00486,45.0909,1.11079e-05,499002,-21.7524,9.85666,48.1064,1.69273e-05,499004
12,-6.61673,0.999919,44.7847,1.11357e-05,499008,-21.477,9.71999,47.5579,1.71577e-05,499012
13,-6.58832,0.99586,44.5905,1.1168e-05,499012,-21.3998,9.67887,47.4178,1.72383e-05,499014
14,-6.57432,0.993678,44.5031,1.11875e-05,499016,-21.401,9.67688,47.4328,1.72511e-05,499016
15,-6.56911,0.99278,44.4743,1.11961e-05,499016,-21.4174,9.68364,47.4726,1.72451e-05,499016
16,-6.56776,0.992497,44.4692,1.11991e-05,499018,-21.4311,9.68978,47.5028,1.72371e-05,499016
17,-6.56779,0.992457,44.4713,1.11996e-05,499016,-21.4388,9.6934,47.519,1.72319e-05,499018
18,-6.56803,0.992473,44.4738,1.11996e-05,499016,-21.4409,9.69446,47.523,1.72304e-05,499016
19,-6.56822,0.99249,44.4755,1.11996e-05,499018,-21.4426,9.69533,47.5266,1.72292e-05,499018
20,-6.56827,0.992499,44.4758,1.11994e-05,499016,-21.4448,9.69633,47.5313,1.72271e-05,499016
21,-6.5683,0.992504,44.476,1.11994e-05,499020,-21.4437,9.69586,47.5289,1.72279e-05,499018
22,-6.56832,0.992505,44.4761,1.11993e-05,499020,-21.4431,9.69557,47.5274,1.72284e-05,499016
23,-6.56832,0.992504,44.4762,1.11994e-05,499016,-21.444,9.69601,47.5294,1.72277e-05,499018
24,-6.56838,0.992513,44.4766,1.11993e-05,499016,-21.4438,9.69588,47.529,1.72279e-05,499016
25,-6.56835,0.992509,44.4764,1.11993e-05,499016,-21.4442,9.69606,47.5298,1.72275e-05,499020
26,-6.56834,0.992507,44.4763,1.11994e-05,499016,-21.4442,9.69609,47.5299,1.72275e-05,499016
27,-6.56832,0.992504,44.4762,1.11994e-05,499018,-21.4429,9.69546,47.527,1.72286e-05,499016
28,-6.56832,0.992504,44.4762,1.11994e-05,499016,-21.4442,9.69605,47.5299,1.72276e-05,499016
29,-6.56832,0.992505,44.4762,1.11994e-05,499016,-21.4442,9.69605,47.5298,1.72276e-05,499016
30,-6.56831,0.992504,44.4761,1.11994e-05,499016,-21.4437,9.69587,47.5289,1.72279e-05,499018
31,-6.56835,0.992508,44.4764,1.11994e-05,499016,-21.4436,9.6958,47.5285,1.72281e-05,499016
32,-6.56832,0.992505,44.4762,1.11994e-05,499016,-21.4431,9.69558,47.5273,1.72284e-05,499016
33,-6.56831,0.992502,44.4761,1.11994e-05,499018,-21.4437,9.69586,47.5287,1.72279e-05,499016
34,-6.56825,0.992497,44.4756,1.11995e-05,499018,-21.444,9.69598,47.5295,1.72277e-05,499016
35,-6.56832,0.992504,44.4762,1.11994e-05,499016,-21.4434,9.69571,47.528,1.72282e-05,499016
36,-6.56829,0.9925,44.476,1.11994e-05,499016,-21.4435,9.69577,47.5284,1.72281e-05,499016
37,-6.56832,0.992506,44.4762,1.11994e-05,499016,-21.443,9.69557,47.5273,1.72284e-05,499016
38,-6.56836,0.992509,44.4765,1.11994e-05,499016,-21.4431,9.69558,47.5276,1.72285e-05,499016
39,-6.56835,0.992509,44.4764,1.11993e-05,499016,-21.4446,9.69625,47.5309,1.72272e-05,499016
40,-6.56831,0.992503,44.4762,1.11995e-05,499018,-21.4435,9.69578,47.5283,1.7228e-05,499016
41,-6.56833,0.992507,44.4763,1.11993e-05,499016,-21.4434,9.69572,47.5279,1.72282e-05,499018
42,-6.56832,0.992505,44.4761,1.11994e-05,499016,-21.444,9.69602,47.5295,1.72276e-05,499020
43,-6.56833,0.992506,44.4763,1.11993e-05,499018,-21.4443,9.69611,47.5302,1.72275e-05,499018
44,-6.56835,0.992509,44.4763,1.11993e-05,499016,-21.4443,9.69614,47.5302,1.72274e-05,499016
45,-6.56839,0.992515,44.4767,1.11993e-05,499016,-21.4442,9.69608,47.5299,1.72276e-05,499016
46,-6.56836,0.99251,44.4765,1.11993e-05,499016,-21.445,9.69643,47.5317,1.7227e-05,499018
47,-6.56841,0.992517,44.4768,1.11993e-05,499016,-21.4442,9.69609,47.5298,1.72276e-05,499018
48,-6.56836,0.992511,44.4765,1.11993e-05,499016,-21.4421,9.69514,47.5253,1.72292e-05,499018
49,-6.56839,0.992515,44.4767,1.11993e-05,499016,-21.444,9.69599,47.5295,1.72278e-05,499016
