loop, time[s]
0,52.3456
1,71.2721
2,143.319
3,63.2466
4,66.9908
5,65.2486
6,63.7006
7,65.2367
8,71.3056
9,62.795
10,62.3628
11,65.7619
12,65.7479
13,118.738
14,60.4465
15,65.7849
16,66.7987
17,64.6267
18,63.8375
19,92.3049
20,61.1395
21,63.9172
22,64.2159
23,64.5179
24,68.4474
25,82.351
26,67.9398
27,64.7304
28,71.4639
29,65.1087
30,75.5751
31,67.4367
32,65.8847
33,65.4261
34,80.3514
35,59.6192
36,65.5112
37,64.6738
38,68.3854
39,66.9784
40,62.0835
41,59.6377
42,67.9679
43,73.1762
44,67.8591
45,74.2563
46,64.044
47,68.1716
48,82.9648
49,65.3073
