loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.71566,1.44834,0.489906,6.11622e-05,30.2224,0.0433179,0.00141194,4.02009e-18,-2.99509e-16,0.00384845,499982,-3.36327,1.45009,0.443442,3.37853e-05,27.7637,0.0308511,0.00109511,0,0,0.00192423,249991,-23.1331,1.22219,8.42154,5.04405e-05,63.6628,0.0602932,0.000836587,1.98496e-16,-6.94018e-16,0.00384845,499982,-4.08032,1.23804,1.48543,0.000142985,11.8814,0.0435947,0.00327987,0,0,0.00192423,249991
2,0.596947,-1.42319,0.319474,2.02982e-05,4.24556,0.00937971,0.00216406,9.85973e-18,-5.34721e-17,0.00165576,124658,0.307831,-1.52344,0.164744,1.96813e-05,6.6452,0.0114487,0.00171908,0,0,0.000827878,62329,-4.23864,1.24238,1.51598,2.25023e-05,12.5108,0.0177207,0.00126983,-5.16729e-18,-5.52444e-18,0.00165344,124454,-2.92351,1.25773,1.04561,1.63122e-05,9.13045,0.0128209,0.00127231,0,0,0.00082672,62227
3,-0.509656,1.55664,0.0349765,1.37223e-05,36.017,0.0222337,0.000617187,-3.92358e-18,-7.25415e-17,0.00332296,464500,-0.33888,1.56372,0.0232569,1.03186e-05,47.9358,0.0222408,0.000463948,0,0,0.00166148,232250,-16.1217,1.30471,4.40963,2.86825e-05,59.1678,0.0426979,0.000671755,1.17628e-17,-3.38269e-16,0.00332296,464500,-7.25449,1.30824,1.98426,3.18697e-05,27.0265,0.0303885,0.00104874,0,0,0.00166148,232250
4,-0.949644,1.52185,0.0978498,1.96315e-05,19.4362,0.0195569,0.00100381,2.12693e-17,1.25815e-16,0.0038416,499536,-0.639833,1.54081,0.065928,1.45686e-05,21.3777,0.0176556,0.000825151,0,0,0.0019208,249768,-16.2314,1.31235,4.30609,4.19829e-05,61.415,0.0525216,0.000799344,-2.85369e-17,1.41281e-16,0.00384158,499534,-6.56643,1.31675,1.74203,5.18889e-05,25.3256,0.0374511,0.00138551,0,0,0.00192079,249767
5,-1.57945,1.49334,0.171323,1.38047e-05,20.3982,0.016831,0.000820193,-1.29761e-17,-1.20764e-17,0.00384845,499988,-0.821898,1.52697,0.0891519,1.32642e-05,18.794,0.0158039,0.000839295,0,0,0.00192423,249994,-27.8043,1.31083,7.40443,2.35562e-05,104.543,0.0513502,0.000458736,-2.01287e-17,-4.59106e-16,0.00384845,499988,-6.4438,1.31602,1.71601,5.08206e-05,24.7798,0.036669,0.00138593,0,0,0.00192423,249994
6,-1.91239,1.4441,0.308852,1.1826e-05,15.0792,0.0134613,0.000878514,-7.0565e-18,-1.87365e-16,0.00384848,499986,-1.02339,1.48783,0.165278,1.10493e-05,12.3872,0.0117393,0.000941227,0,0,0.00192424,249993,-29.8432,1.30694,8.0706,1.87009e-05,110.477,0.0470828,0.000397191,1.22425e-16,-8.12559e-17,0.00384845,499984,-6.37013,1.31236,1.72269,4.38052e-05,24.1358,0.0336309,0.00130253,0,0,0.00192423,249992
7,-1.54209,1.42989,0.308187,1.62123e-05,10.9611,0.0134629,0.00120422,3.61006e-17,-2.17869e-16,0.00384836,499978,-1.05365,1.46501,0.210571,1.1864e-05,10.0213,0.0109645,0.00108204,0,0,0.00192418,249989,-25.6813,1.3004,7.12851,2.04873e-05,92.6602,0.0452128,0.000453131,-1.6506e-17,3.82161e-16,0.00384836,499978,-6.61141,1.30541,1.83517,3.97905e-05,24.3633,0.0322634,0.0012333,0,0,0.00192418,249989
8,-1.54554,1.43706,0.292826,1.75239e-05,11.5724,0.0143679,0.00121965,-5.18079e-17,3.54796e-17,0.001996,300782,-1.0467,1.47119,0.198316,1.29377e-05,10.5669,0.0117501,0.00110107,0,0,0.000997998,150391,-22.3947,1.2923,6.41501,2.03397e-05,78.3354,0.0415158,0.000489928,1.46151e-17,5.0424e-17,0.00198635,299478,-6.82782,1.29698,1.95584,3.3356e-05,24.3471,0.0295988,0.00112694,0,0,0.000993177,149739
9,-0.951898,1.47112,0.19812,2.82329e-05,9.62098,0.0165625,0.00170463,-3.7115e-18,6.28034e-17,0.00321319,456822,-0.678229,1.5047,0.141161,1.98121e-05,10.3427,0.0143458,0.00138104,0,0,0.0016066,228411,-11.3885,1.27651,3.47612,3.31811e-05,37.599,0.0369068,0.000899052,1.1375e-16,4.91417e-16,0.00321319,456822,-5.75942,1.28208,1.75794,3.28059e-05,19.438,0.0263401,0.00124548,0,0,0.0016066,228411
10,-0.401396,1.51145,0.168271,2.2846e-05,6.90028,0.0125773,0.00181644,1.97334e-17,-9.03753e-18,0.00359726,483334,-0.305936,1.53443,0.128256,1.49868e-05,8.52669,0.0113117,0.00132489,0,0,0.00179863,241667,-8.59394,1.30447,2.37402,3.41089e-05,31.5313,0.0339921,0.00100344,5.13711e-17,1.31823e-16,0.00359726,483332,-6.0509,1.30765,1.67152,2.42217e-05,22.5025,0.0241771,0.00100184,0,0,0.00179863,241666
