loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.71562,1.44834,0.489902,6.1163e-05,30.2221,0.0433179,0.00141196,5.77349e-18,1.47674e-16,0.00384845,199996,-3.36325,1.45009,0.443441,3.3786e-05,27.7634,0.0308512,0.00109513,0,0,0.00192423,99998,-23.1341,1.22219,8.42192,5.04384e-05,63.6655,0.0602932,0.000836552,9.74562e-17,-2.56766e-18,0.00384845,199996,-4.08023,1.23804,1.4854,0.000142985,11.8812,0.0435943,0.00327991,0,0,0.00192423,99998
2,-0.531945,1.33424,0.497985,1.9643e-05,2.57631,0.00728872,0.00269498,5.62297e-18,-3.31805e-18,0.00190114,58492,-0.265293,1.50585,0.24835,1.96936e-05,4.30997,0.00923141,0.00213333,0,0,0.000950571,29246,-5.87143,1.17355,2.52387,1.97339e-05,14.0552,0.0180548,0.001093,2.11663e-18,3.22583e-17,0.00189995,58438,-4.01929,1.18311,1.72771,1.44138e-05,9.92911,0.0129141,0.00111613,0,0,0.000949977,29219
3,-0.279685,1.53141,0.149015,2.87693e-05,7.23567,0.0144389,0.00199248,-1.09944e-17,2.24923e-17,0.00384603,199934,-0.157276,1.55785,0.0837914,2.55815e-05,12.2296,0.0176891,0.00144617,0,0,0.00192302,99967,-8.19664,1.2857,2.43515,3.74837e-05,28.0003,0.0337579,0.00111037,9.08078e-19,1.02618e-17,0.00384605,199936,-5.84139,1.2892,1.73543,2.6299e-05,20.2381,0.0240142,0.00109514,0,0,0.00192302,99968
4,-0.202499,1.54761,0.117684,2.15259e-05,8.84579,0.0138027,0.00155954,1.23407e-17,2.62554e-17,0.00384732,199968,-0.117132,1.5629,0.0680698,1.86076e-05,14.8924,0.0166472,0.00111776,0,0,0.00192366,99984,-11.485,1.30892,3.10007,3.16245e-05,42.8721,0.0381203,0.000829597,-1.28661e-17,1.69982e-16,0.00384732,199968,-6.73035,1.31224,1.81667,2.69826e-05,25.4849,0.0271234,0.000994808,0,0,0.00192366,99984
5,-0.212493,1.55182,0.0925912,1.81951e-05,11.2878,0.0143338,0.00126939,1.4346e-18,1.17659e-17,0.00384784,199982,-0.13625,1.56283,0.0593717,1.41878e-05,17.1557,0.0156018,0.000909366,0,0,0.00192392,99991,-16.9723,1.32022,4.35836,2.40505e-05,66.3226,0.0412259,0.000583384,4.271e-17,-1.89738e-16,0.00384784,199982,-7.33097,1.32358,1.88254,2.78403e-05,29.0794,0.0293443,0.000948745,0,0,0.00192392,99991
6,-0.192645,1.55127,0.104097,1.39374e-05,9.96291,0.011786,0.00118254,-7.85525e-18,1.85187e-18,0.00384798,199988,-0.12219,1.56281,0.0660298,1.0986e-05,15.3708,0.0129952,0.000845392,0,0,0.00192399,99994,-20.5789,1.32922,5.08173,1.97796e-05,83.5328,0.0418633,0.00047248,1.32071e-19,7.33084e-17,0.00384792,199984,-7.61417,1.33243,1.88024,2.67286e-05,31.366,0.0297964,0.000897044,0,0,0.00192396,99992
7,-0.330628,1.52277,0.157992,1.10799e-05,7.02135,0.00883018,0.00125478,4.53059e-18,9.31098e-18,0.00384762,199976,-0.199651,1.55233,0.0953998,9.17469e-06,10.9,0.0100019,0.000917294,0,0,0.00192381,99988,-24.8617,1.33482,5.98732,1.84952e-05,103.402,0.0449779,0.000411205,-1.09924e-17,1.40183e-16,0.00384762,199976,-8.12773,1.33769,1.95736,2.82876e-05,34.2604,0.0319959,0.000884104,0,0,0.00192381,99988
8,-0.66436,1.4635,0.227916,1.01901e-05,6.32414,0.00807296,0.00126225,1.03342e-17,1.86075e-17,0.00384666,199948,-0.393646,1.52417,0.135046,8.59891e-06,8.55234,0.0085848,0.00100164,0,0,0.00192333,99974,-27.6339,1.33358,6.68922,1.97747e-05,114.308,0.0489135,0.000404279,2.01232e-17,4.76385e-17,0.00384666,199948,-8.34478,1.33636,2.01999,3.27426e-05,34.9683,0.034788,0.000941203,0,0,0.00192333,99974
9,-0.863601,1.44438,0.251678,1.09814e-05,6.93667,0.00879658,0.00124837,9.70229e-18,-1.33697e-18,0.00383261,199570,-0.551591,1.50188,0.160752,8.59645e-06,8.11346,0.00837104,0.00102693,0,0,0.00191631,99785,-33.3057,1.32808,8.25354,1.68413e-05,134.521,0.0490345,0.000343457,-8.08805e-18,-2.8447e-18,0.00383261,199570,-8.25828,1.33106,2.0465,3.39608e-05,33.8135,0.0348839,0.000973538,0,0,0.00191631,99785
10,-1.03401,1.4577,0.224653,1.30353e-05,9.2106,0.011027,0.00118213,-9.09567e-18,5.2265e-17,0.00344963,188970,-0.733734,1.49409,0.159415,9.18504e-06,9.65008,0.00944215,0.000972769,0,0,0.00172482,94485,-32.6299,1.32235,8.28515,1.70413e-05,128.629,0.0483018,0.000352809,-1.27049e-16,3.32412e-17,0.00344963,188970,-7.81917,1.32575,1.98539,3.55573e-05,31.2983,0.0343862,0.00103406,0,0,0.00172482,94485
