loop, time[s]
0,23.6651
1,32.2858
2,57.2774
3,30.114
4,30.0103
5,28.4394
6,27.4923
7,29.6361
8,29.8591
9,27.1866
10,28.6946
11,23.7774
12,25.2039
13,29.4737
14,47.7517
15,33.7944
16,28.313
17,30.3962
18,29.6811
19,26.6548
20,24.413
21,24.8202
22,26.8078
23,27.631
24,27.671
25,27.0922
26,27.8618
27,29.442
28,27.7164
29,34.2562
30,26.8198
31,26.5235
32,27.1893
33,27.6143
34,27.1103
35,26.6296
36,25.5942
37,23.3769
38,26.4751
39,36.3204
40,28.8002
41,27.0353
42,27.2696
43,27.348
44,27.6622
45,27.6937
46,27.8309
47,38.2138
48,30.442
49,26.9221
