--------- NEW BEAM ----
m:2.65686e-26
q:3.20435e-19
E:8.01088e-19
Tp:8.01088e-20
Tt:8.01088e-20
v: 7765.52
dvp: 1736.42
dvt:1736.42
IQ:2.74889e-05
tr[0]:0
tr[1]:1
par[0]:1
par[1]:-0
s: 0.0035
0,-0.01,7767.46,8.75e-08,173.642,1.98448e+09,2.40528e-12
0,-0.01,7767.46,2.625e-07,173.642,6.61495e+08,7.21585e-12
0,-0.01,7767.46,4.375e-07,173.642,3.96897e+08,1.20264e-11
0,-0.01,7767.46,6.125e-07,173.642,2.83498e+08,1.6837e-11
0,-0.01,7767.46,7.875e-07,173.642,2.20498e+08,2.16475e-11
0,-0.01,7767.46,9.625e-07,173.642,1.80408e+08,2.64581e-11
0,-0.01,7767.46,1.1375e-06,173.642,1.52653e+08,3.12687e-11
0,-0.01,7767.46,1.3125e-06,173.642,1.32299e+08,3.60792e-11
0,-0.01,7767.46,1.4875e-06,173.642,1.16734e+08,4.08898e-11
0,-0.01,7767.46,1.6625e-06,173.642,1.04447e+08,4.57004e-11
0,-0.01,7767.46,1.8375e-06,173.642,9.44992e+07,5.05109e-11
0,-0.01,7767.46,2.0125e-06,173.642,8.62819e+07,5.53215e-11
0,-0.01,7767.46,2.1875e-06,173.642,7.93794e+07,6.0132e-11
0,-0.01,7767.46,2.3625e-06,173.642,7.34994e+07,6.49426e-11
0,-0.01,7767.46,2.5375e-06,173.642,6.84305e+07,6.97532e-11
0,-0.01,7767.46,2.7125e-06,173.642,6.40156e+07,7.45637e-11
0,-0.01,7767.46,2.8875e-06,173.642,6.01359e+07,7.93743e-11
0,-0.01,7767.46,3.0625e-06,173.642,5.66995e+07,8.41849e-11
0,-0.01,7767.46,3.2375e-06,173.642,5.36347e+07,8.89954e-11
0,-0.01,7767.46,3.4125e-06,173.642,5.08842e+07,9.3806e-11
0,-0.01,7767.46,3.5875e-06,173.642,4.84021e+07,9.86166e-11
0,-0.01,7767.46,3.7625e-06,173.642,4.61508e+07,1.03427e-10
0,-0.01,7767.46,3.9375e-06,173.642,4.40996e+07,1.08238e-10
0,-0.01,7767.46,4.1125e-06,173.642,4.22231e+07,1.13048e-10
0,-0.01,7767.46,4.2875e-06,173.642,4.04997e+07,1.17859e-10
0,-0.01,7767.46,4.4625e-06,173.642,3.89115e+07,1.22669e-10
0,-0.01,7767.46,4.6375e-06,173.642,3.74431e+07,1.2748e-10
0,-0.01,7767.46,4.8125e-06,173.642,3.60815e+07,1.32291e-10
