loop, time[s]
0,19.0894
1,118.578
2,23.9785
3,23.6393
4,23.0502
5,35.8196
6,22.9016
7,22.2678
8,42.7198
9,22.4639
10,41.7214
11,15.9774
12,19.0088
13,24.8335
14,25.9896
15,30.9812
16,25.5552
17,24.0668
18,31.1279
19,26.8006
20,31.1145
21,21.2215
22,22.4291
23,45.1814
24,21.3649
25,17.6678
26,37.4139
27,13.9657
28,36.2648
29,18.1048
30,56.9973
31,32.0964
32,15.5563
33,43.0967
34,22.562
35,21.9509
36,24.4922
37,20.5335
38,50.639
39,22.5989
40,35.7819
41,22.3345
42,39.1765
43,42.2554
44,19.9652
45,21.4505
46,43.9639
47,22.4681
48,48.2717
49,19.2775
