loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-14.7205,2.33802,93.1101,2.14923e-05,650,-39.0682,14.9159,102.396,0.000110799,628
2,-2.42399,0.491454,13.9906,2.67633e-05,58752,-10.37,4.93597,21.9889,3.58254e-05,58752
3,-2.24311,0.607698,9.92521,1.94956e-05,61572,-27.5788,10.9148,69.776,1.79437e-05,61570
4,-0.65311,0.423847,3.36573,2.36991e-05,78682,-14.913,5.3942,41.4143,2.63144e-05,78684
5,-0.844596,0.259314,6.60721,3.05712e-05,61228,-8.14159,2.49636,26.9534,0.000176245,61196
6,-1.66557,0.267937,14.0858,4.46986e-05,40638,-13.9277,5.02752,38.7827,0.000110195,40616
7,-0.217566,0.150456,6.96105,3.76863e-05,5524,-21.4082,7.75355,59.2386,3.07876e-05,5524
8,-2.37078,0.233089,28.4038,3.99771e-05,58058,-26.2145,10.6626,64.5431,3.96513e-05,58008
9,-1.28403,0.161789,16.3715,8.22255e-05,58100,-17.5629,6.90747,44.8,8.16928e-05,58100
10,-2.82676,0.401006,22.4201,4.28607e-05,47656,-35.3018,14.2249,87.6789,3.89191e-05,47638
11,-0.143474,0.132289,7.7148,4.34728e-05,20006,-6.11525,2.42557,15.8298,5.30946e-05,20004
12,-2.54448,0.195632,38.2065,4.02078e-05,37750,-38.8603,15.1307,99.8717,3.78329e-05,37750
13,-4.44708,0.373796,55.5824,3.32838e-05,59098,-40.7382,16.3533,101.545,4.06472e-05,59072
14,-0.721691,0.244813,6.21224,5.40691e-05,35818,-7.26115,3.22925,16.6368,6.19579e-05,35818
15,-1.05592,0.220647,9.58535,2.68046e-05,58824,-10.8538,4.01481,29.5915,4.86513e-05,58824
16,-1.26701,0.28928,9.00623,4.10811e-05,30634,-16.2039,6.02109,43.7738,6.38825e-05,30582
17,-0.921953,0.0630272,29.3523,3.54913e-05,47946,-25.0111,9.13297,68.6039,4.44871e-05,47946
18,-1.68778,0.11883,32.3874,3.18372e-05,31900,-22.8408,8.58154,60.9099,5.371e-05,31786
19,-2.43741,0.162044,42.8337,3.63656e-05,43880,-23.6611,9.53114,58.8435,4.97916e-05,43880
20,-2.39658,0.273224,24.6816,3.06266e-05,60392,-20.3213,8.26452,50.088,3.85342e-05,60302
21,-1.10991,0.18217,12.2518,8.47348e-05,62552,-29.8055,11.6502,76.339,4.56873e-05,62552
22,-1.06733,0.224547,9.52665,5.09127e-05,68518,-15.8529,5.98238,42.1762,5.53258e-05,68478
23,-0.00133897,0.264818,3.77619,1.93212e-05,20608,-8.3969,2.77483,25.7702,3.88996e-05,20552
24,0.339535,0.111556,9.99756,2.06193e-05,66972,-13.9274,4.61871,42.2136,3.15411e-05,66972
25,-0.857355,0.140928,12.3116,5.13035e-05,51422,-14.557,4.9826,42.7297,0.00011906,51422
26,-4.40818,0.49622,41.1753,3.30045e-05,24620,-42.4366,17.0742,105.531,3.99229e-05,24590
27,-2.43127,0.16207,42.6427,5.53187e-05,14408,-27.8978,11.4636,67.9796,5.65063e-05,14408
28,-5.42186,0.423008,71.8583,5.58029e-05,57694,-36.9118,16.2224,84.0496,6.17457e-05,57694
29,-3.12208,0.316435,33.964,0.000105008,41302,-24.8585,10.9377,56.5879,9.74424e-05,41302
30,-1.41036,0.234991,12.7201,9.68761e-05,51148,-11.6708,5.34895,25.6513,8.58085e-05,51114
31,0.284509,0.204278,5.29153,3.19262e-05,32950,-11.4035,3.99665,32.7877,3.08161e-05,32812
32,-0.96546,0.104446,18.4987,7.63461e-05,25810,-9.39612,3.42308,26.0839,0.000184559,25810
33,-4.46689,0.344587,60.8065,5.20104e-05,34678,-20.6909,8.41162,51.0143,0.000123185,34678
34,-3.11502,0.318603,33.5946,6.14357e-05,29234,-28.3728,12.3658,65.1808,5.31372e-05,29224
35,-2.02082,0.294006,17.2912,4.13609e-05,60840,-15.7732,7.12308,35.0682,3.60653e-05,60840
36,-0.680659,0.231491,6.32119,5.38641e-05,68746,-9.3796,3.73915,23.7961,5.86135e-05,68702
37,-0.562146,0.122096,10.7785,2.00869e-05,38870,-12.4258,3.72904,41.673,8.13045e-05,38868
38,-0.466073,0.149207,8.15797,2.11156e-05,31804,-18.6413,6.32161,55.1283,2.8758e-05,31728
39,-3.28702,0.237761,49.6485,3.22642e-05,31014,-15.5765,6.134,39.7178,9.41475e-05,31014
40,-3.01194,0.213295,47.2199,4.94702e-05,59134,-32.4519,13.1398,80.2238,5.49091e-05,59134
41,-1.17499,0.225564,10.554,5.55295e-05,67610,-22.3632,9.25916,54.1205,3.10912e-05,67608
42,-6.23872,0.536541,74.4055,2.7783e-05,61246,-16.5955,6.20297,44.5609,0.000162198,61240
43,-7.0081,0.709528,70.6292,4.79309e-05,10190,-37.1338,15.7411,87.6636,7.96139e-05,9960
44,-0.752828,0.151752,10.3244,5.33788e-05,41840,-7.73271,3.33024,18.2554,6.71095e-05,41840
45,-2.5128,0.20692,35.3479,4.18223e-05,67238,-19.7475,7.92149,49.3547,6.38594e-05,67238
46,-1.52403,0.150434,22.0873,5.19074e-05,50154,-26.2538,10.0417,68.7398,4.92669e-05,50112
47,-0.507694,0.158019,7.95951,4.82883e-05,60850,-12.8763,5.1637,32.3021,3.62268e-05,60850
48,-0.146609,0.134893,7.57262,3.43627e-05,18338,-14.0692,4.58461,43.3934,5.14924e-05,18320
49,-3.44165,0.244506,52.5343,3.4217e-05,43476,-14.6613,5.64098,38.2832,0.000123751,43476
