loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.73513,0.482651,17.5715,2.46191e-05,100000,-7.14656,1.99338,26.1231,5.36093e-05,100000
2,-1.27635,0.240764,10.9197,3.20724e-05,99996,-7.06501,2.01801,25.23,3.9573e-05,99996
3,-3.2575,0.497387,23.3446,2.17062e-05,99004,-9.65412,2.45756,38.3316,3.84063e-05,99004
4,-3.23431,0.501115,22.8705,1.96099e-05,99628,-15.1692,3.83967,60.1884,2.84206e-05,99628
5,-5.40254,0.771319,39.1374,1.41301e-05,99814,-12.1298,3.12508,47.4009,4.20381e-05,99814
6,-5.02196,0.715865,36.6272,1.59633e-05,99830,-13.3283,3.17482,56.2687,3.98225e-05,99830
7,-5.39091,0.786131,38.2403,1.45406e-05,99812,-16.0146,3.85416,66.8027,3.5317e-05,99812
8,-6.098,0.904179,42.2324,1.25486e-05,99804,-22.4737,5.56511,90.9359,2.35564e-05,99804
9,-6.54372,0.979706,44.7279,1.15052e-05,99806,-28.0797,7.02808,112.331,1.75616e-05,99806
10,-6.66876,1.00394,45.2939,1.11642e-05,99806,-29.0764,7.26842,116.454,1.64386e-05,99806
11,-6.65479,1.00463,45.0777,1.11106e-05,99806,-27.4399,6.83736,110.269,1.7267e-05,99806
12,-6.61542,0.99975,44.775,1.11382e-05,99808,-25.7791,6.40821,103.861,1.83568e-05,99808
13,-6.58739,0.995745,44.5835,1.11711e-05,99812,-24.8726,6.17346,100.373,1.90475e-05,99812
14,-6.57301,0.993517,44.4929,1.11907e-05,99812,-24.5821,6.09613,99.2894,1.93025e-05,99812
15,-6.56751,0.992585,44.4619,1.11988e-05,99810,-24.5797,6.09309,99.3189,1.93282e-05,99810
16,-6.56679,0.992381,44.4614,1.12018e-05,99812,-24.6243,6.1036,99.5077,1.931e-05,99812
17,-6.56662,0.992316,44.4622,1.12026e-05,99812,-24.6848,6.11854,99.7527,1.92701e-05,99812
18,-6.56676,0.99232,44.4638,1.12026e-05,99812,-24.7113,6.12532,99.8555,1.9252e-05,99814
19,-6.56707,0.992357,44.4663,1.12023e-05,99812,-24.7184,6.1273,99.8806,1.92465e-05,99812
20,-6.56713,0.992365,44.4668,1.12022e-05,99812,-24.7225,6.12839,99.8962,1.92432e-05,99812
21,-6.56701,0.992349,44.4658,1.12023e-05,99812,-24.7229,6.12855,99.8966,1.92421e-05,99812
22,-6.5672,0.992376,44.4672,1.12021e-05,99812,-24.7234,6.12868,99.8983,1.92418e-05,99812
23,-6.56722,0.992377,44.4673,1.12021e-05,99812,-24.7279,6.12977,99.9174,1.92384e-05,99812
24,-6.56715,0.992366,44.4669,1.12022e-05,99812,-24.7235,6.1287,99.8989,1.92418e-05,99812
25,-6.56718,0.992371,44.4671,1.12022e-05,99812,-24.7254,6.12919,99.9065,1.92401e-05,99812
26,-6.5672,0.992372,44.4674,1.12022e-05,99812,-24.7211,6.12811,99.8893,1.92436e-05,99812
27,-6.56715,0.992364,44.467,1.12023e-05,99812,-24.7139,6.12636,99.8598,1.92493e-05,99812
28,-6.567,0.992346,44.4658,1.12024e-05,99812,-24.7203,6.12793,99.8858,1.9244e-05,99812
29,-6.56714,0.992366,44.4668,1.12022e-05,99812,-24.7251,6.12913,99.9049,1.92404e-05,99812
30,-6.56706,0.992356,44.4662,1.12023e-05,99812,-24.724,6.12883,99.9012,1.92408e-05,99812
31,-6.56729,0.992389,44.4677,1.12019e-05,99812,-24.7216,6.12822,99.8916,1.92432e-05,99812
32,-6.56727,0.992385,44.4677,1.1202e-05,99812,-24.7217,6.12826,99.8921,1.9243e-05,99812
33,-6.56708,0.992359,44.4664,1.12023e-05,99812,-24.7194,6.12767,99.8829,1.92448e-05,99812
34,-6.56719,0.992373,44.4671,1.12021e-05,99812,-24.7241,6.12885,99.9015,1.92413e-05,99812
35,-6.56711,0.992361,44.4667,1.12023e-05,99812,-24.7257,6.12923,99.9085,1.924e-05,99812
36,-6.5672,0.992374,44.4671,1.12021e-05,99812,-24.7204,6.12793,99.8865,1.92442e-05,99812
37,-6.56728,0.992384,44.4679,1.12021e-05,99812,-24.7207,6.12799,99.8877,1.9244e-05,99812
38,-6.56717,0.992371,44.467,1.12021e-05,99812,-24.7216,6.12824,99.891,1.92433e-05,99812
39,-6.56717,0.992367,44.4672,1.12023e-05,99812,-24.7228,6.12855,99.8962,1.92422e-05,99812
40,-6.56722,0.992377,44.4673,1.12021e-05,99812,-24.7238,6.12874,99.9004,1.92415e-05,99812
41,-6.56717,0.992372,44.4669,1.12021e-05,99812,-24.7232,6.1286,99.8986,1.92419e-05,99812
42,-6.56726,0.992383,44.4677,1.12021e-05,99812,-24.7233,6.12861,99.8988,1.92418e-05,99814
43,-6.56723,0.992381,44.4673,1.1202e-05,99812,-24.7197,6.12776,99.8837,1.92447e-05,99812
44,-6.5671,0.99236,44.4665,1.12023e-05,99812,-24.7226,6.12849,99.8954,1.92425e-05,99812
45,-6.56712,0.992363,44.4666,1.12022e-05,99812,-24.724,6.12882,99.9014,1.9241e-05,99812
46,-6.56714,0.992365,44.4669,1.12022e-05,99812,-24.7229,6.12851,99.8969,1.92424e-05,99812
47,-6.56719,0.992372,44.4671,1.12021e-05,99812,-24.7234,6.12865,99.8994,1.92419e-05,99812
