loop, time[s]
0,11.6852
1,57.9749
2,16.263
3,14.8623
4,16.6444
5,22.1856
6,14.2768
7,12.6343
8,22.3736
9,14.0514
10,22.4203
11,9.96807
12,13.0774
13,8.72215
14,15.4844
15,12.7128
16,9.6825
17,17.17
18,12.2934
19,13.2159
20,21.3438
21,17.0629
22,10.9658
23,15.2797
24,10.8659
25,9.69008
26,27.9373
27,17.2961
28,9.02591
29,11.5145
30,16.9168
31,15.1599
32,15.8772
33,12.8933
34,12.1865
35,12.4626
36,11.7296
37,13.0529
38,14.8699
39,11.0077
40,11.5694
41,10.2705
42,12.8192
43,17.2991
44,12.5628
45,12.7684
46,14.9857
47,12.1939
48,21.1323
49,12.1898
