loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.73509,0.482646,17.5713,2.46192e-05,100000,-11.8264,1.76873,79.6409,2.52429e-05,100000
2,-1.27635,0.240764,10.9197,3.20723e-05,99996,-5.17059,0.960332,28.8806,3.17983e-05,99996
3,-3.25758,0.4974,23.345,2.17057e-05,99004,-7.9463,1.30712,49.0725,3.11849e-05,99004
4,-3.23433,0.501119,22.8706,1.96097e-05,99628,-8.69544,1.38303,55.3932,3.14138e-05,99628
5,-5.40258,0.771327,39.1376,1.41299e-05,99814,-6.31885,1.03937,39.3776,4.96665e-05,99814
6,-5.02194,0.715864,36.6269,1.59633e-05,99830,-12.3653,1.9267,79.8775,2.56177e-05,99830
7,-5.39087,0.786127,38.24,1.45407e-05,99812,-25.4332,3.88723,166.66,1.25263e-05,99812
8,-6.09789,0.904165,42.2315,1.25488e-05,99804,-23.3856,3.61172,151.697,1.31893e-05,99804
9,-6.54359,0.979691,44.7269,1.15053e-05,99806,-22.3205,3.4791,143.486,1.33483e-05,99806
10,-6.66868,1.00393,45.2933,1.11643e-05,99806,-21.2852,3.33116,136.306,1.36881e-05,99806
11,-6.6547,1.00461,45.0771,1.11108e-05,99806,-20.5048,3.2147,131.101,1.40314e-05,99806
12,-6.61537,0.999743,44.7747,1.11383e-05,99808,-20.1609,3.163,128.821,1.4182e-05,99808
13,-6.5875,0.995756,44.5843,1.11709e-05,99814,-20.0733,3.1496,128.25,1.42095e-05,99812
14,-6.57296,0.993513,44.4925,1.11907e-05,99812,-20.0795,3.15016,128.307,1.41949e-05,99812
15,-6.56761,0.992601,44.4625,1.11986e-05,99810,-20.1072,3.15401,128.503,1.41747e-05,99810
16,-6.56668,0.992368,44.4607,1.12019e-05,99812,-20.1309,3.15732,128.671,1.41628e-05,99812
17,-6.56651,0.992299,44.4614,1.12028e-05,99812,-20.1461,3.15948,128.776,1.41547e-05,99812
18,-6.56677,0.992323,44.4639,1.12026e-05,99812,-20.1528,3.16045,128.822,1.41512e-05,99812
19,-6.56697,0.992343,44.4656,1.12025e-05,99812,-20.1548,3.16075,128.835,1.41504e-05,99812
20,-6.56701,0.992348,44.4658,1.12024e-05,99812,-20.1565,3.161,128.846,1.41495e-05,99812
21,-6.56707,0.992355,44.4664,1.12023e-05,99812,-20.1555,3.16085,128.84,1.41502e-05,99812
