loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
22,-6.56712,0.992364,44.4666,1.12022e-05,99812,-20.1547,3.16074,128.835,1.41506e-05,99814
23,-6.56725,0.992381,44.4675,1.12021e-05,99812,-20.1555,3.16087,128.839,1.41501e-05,99812
24,-6.56709,0.992357,44.4666,1.12023e-05,99812,-20.1554,3.16084,128.839,1.41503e-05,99812
25,-6.56711,0.992361,44.4666,1.12023e-05,99812,-20.1546,3.16072,128.834,1.41508e-05,99812
26,-6.5671,0.992363,44.4664,1.12022e-05,99812,-20.1547,3.16074,128.835,1.41506e-05,99812
27,-6.56719,0.992371,44.4673,1.12022e-05,99812,-20.1551,3.16079,128.837,1.41506e-05,99812
28,-6.56712,0.992363,44.4667,1.12022e-05,99812,-20.1559,3.16092,128.842,1.41499e-05,99812
29,-6.5672,0.992375,44.4671,1.12021e-05,99812,-20.1551,3.16081,128.837,1.41503e-05,99812
30,-6.56711,0.992361,44.4666,1.12023e-05,99812,-20.1555,3.16086,128.839,1.41502e-05,99812
31,-6.56735,0.9924,44.468,1.12017e-05,99814,-20.1556,3.16089,128.84,1.415e-05,99812
32,-6.56719,0.992374,44.4671,1.12021e-05,99812,-20.1547,3.16073,128.834,1.41507e-05,99812
33,-6.56717,0.992372,44.467,1.12021e-05,99812,-20.1552,3.16082,128.838,1.41503e-05,99812
34,-6.56727,0.992382,44.4678,1.12021e-05,99812,-20.156,3.16094,128.843,1.415e-05,99812
35,-6.56715,0.992367,44.4669,1.12022e-05,99812,-20.1556,3.16088,128.84,1.41501e-05,99812
36,-6.56719,0.992374,44.4672,1.12021e-05,99812,-20.1557,3.1609,128.841,1.415e-05,99812
37,-6.56709,0.992362,44.4664,1.12022e-05,99812,-20.1548,3.16075,128.835,1.41506e-05,99812
38,-6.56714,0.992368,44.4667,1.12022e-05,99812,-20.1548,3.16075,128.835,1.41506e-05,99812
39,-6.56721,0.992376,44.4673,1.12021e-05,99812,-20.1551,3.1608,128.837,1.41503e-05,99812
40,-6.56709,0.992356,44.4666,1.12023e-05,99812,-20.1559,3.16092,128.842,1.415e-05,99812
41,-6.56721,0.992376,44.4673,1.12021e-05,99812,-20.1559,3.16094,128.842,1.41498e-05,99812
42,-6.56724,0.99238,44.4675,1.12021e-05,99812,-20.1551,3.1608,128.837,1.41504e-05,99812
43,-6.56718,0.99237,44.4671,1.12022e-05,99812,-20.1549,3.16078,128.836,1.41507e-05,99812
44,-6.56716,0.992369,44.4669,1.12022e-05,99812,-20.1551,3.16081,128.837,1.41504e-05,99812
45,-6.56724,0.99238,44.4674,1.12021e-05,99812,-20.156,3.16095,128.843,1.41498e-05,99812
46,-6.56717,0.992369,44.467,1.12022e-05,99812,-20.1562,3.16098,128.844,1.41497e-05,99812
47,-6.56721,0.992376,44.4673,1.12021e-05,99812,-20.1553,3.16084,128.838,1.41503e-05,99812
48,-6.56714,0.992364,44.4669,1.12023e-05,99812,-20.1557,3.1609,128.841,1.41501e-05,99812
49,-6.56714,0.992367,44.4667,1.12022e-05,99812,-20.1553,3.16083,128.838,1.41502e-05,99812
