loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.83731,0.419523,10.4302,2.16387e-05,100000,-10.5661,2.3285,48.3758,2.61472e-05,100000
2,-0.974432,0.201317,9.68382,3.01673e-05,99960,-6.39308,1.65448,25.3079,5.15357e-05,99960
3,-1.55718,0.257524,13.299,3.28997e-05,98416,-4.49045,0.934878,22.6384,6.49215e-05,98416
4,-2.27972,0.372619,16.6313,2.09776e-05,99874,-7.6336,1.46555,40.4433,4.88716e-05,99874
5,-2.81915,0.39644,22.5699,2.29591e-05,99930,-14.4625,2.94516,71.359,3.05625e-05,99930
6,-2.50255,0.378491,19.1887,2.4545e-05,99916,-26.1901,4.92233,139.552,1.97378e-05,99916
7,-2.81119,0.470823,18.909,1.8792e-05,99900,-29.7851,5.91325,150.197,1.61416e-05,99900
8,-3.53858,0.623456,21.688,1.3764e-05,99896,-18.9971,4.14303,87.3488,1.88968e-05,99896
9,-4.05524,0.727694,23.973,1.16711e-05,99892,-14.0342,3.16431,62.5595,1.96664e-05,99892
10,-4.16344,0.755734,24.2602,1.11482e-05,99896,-15.0493,3.2741,69.4789,1.69867e-05,99896
11,-4.11143,0.75192,23.8109,1.11208e-05,99898,-15.8686,3.36517,75.126,1.65142e-05,99898
12,-4.04161,0.741626,23.3738,1.12157e-05,99898,-16.065,3.38506,76.5372,1.65475e-05,99898
13,-3.99724,0.733952,23.1322,1.13023e-05,99898,-15.4995,3.25915,74.0179,1.71917e-05,99898
14,-3.97782,0.730073,23.043,1.13517e-05,99900,-15.2653,3.20297,73.0666,1.74859e-05,99900
15,-3.9719,0.728625,23.0242,1.13716e-05,99900,-15.4166,3.22925,73.909,1.73667e-05,99900
16,-3.97121,0.728258,23.0283,1.13776e-05,99900,-15.6195,3.26941,74.9279,1.71878e-05,99900
17,-3.97212,0.728293,23.0371,1.13787e-05,99902,-15.746,3.29575,75.5329,1.70772e-05,99902
18,-3.97254,0.728332,23.0404,1.13785e-05,99902,-15.7938,3.30641,75.745,1.70327e-05,99904
19,-3.97304,0.728397,23.0438,1.13785e-05,99904,-15.8052,3.3094,75.7854,1.70224e-05,99904
20,-3.97274,0.728372,23.0414,1.13779e-05,99902,-15.8002,3.30873,75.7534,1.70222e-05,99902
21,-3.97289,0.728396,23.0422,1.13775e-05,99902,-15.7962,3.30803,75.7308,1.70252e-05,99902
22,-3.97297,0.728403,23.0429,1.13775e-05,99902,-15.7931,3.30742,75.715,1.70275e-05,99904
23,-3.973,0.728407,23.0431,1.13775e-05,99902,-15.793,3.30734,75.7164,1.70273e-05,99902
24,-3.97302,0.728407,23.0433,1.13775e-05,99902,-15.7932,3.30733,75.7179,1.70276e-05,99902
