loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.73515,0.482649,17.5719,2.46197e-05,100002,-7.29118,1.08229,50.0431,2.49645e-05,100000
2,-1.27635,0.240764,10.9197,3.20723e-05,99996,-5.04626,1.12252,23.5762,2.29585e-05,99996
3,-3.25735,0.497369,23.3435,2.17057e-05,99002,-4.5605,0.924975,23.5662,3.38276e-05,99002
4,-3.23435,0.501117,22.8709,1.961e-05,99628,-5.0539,0.916735,28.9526,3.3726e-05,99628
5,-5.40289,0.771364,39.14,1.41304e-05,99816,-3.94409,0.764447,21.6573,5.02548e-05,99818
6,-5.02182,0.71585,36.626,1.59635e-05,99830,-5.1606,0.945427,29.2268,3.70146e-05,99830
7,-5.39085,0.786124,38.2398,1.45407e-05,99812,-9.33877,1.62769,54.1949,2.0461e-05,99812
8,-6.09799,0.904178,42.2322,1.25486e-05,99804,-10.4833,1.83018,60.5953,1.79747e-05,99804
9,-6.54367,0.979699,44.7276,1.15052e-05,99806,-10.0365,1.77513,57.3087,1.83292e-05,99806
10,-6.66862,1.00392,45.2927,1.11643e-05,99806,-9.48615,1.69382,53.717,1.90199e-05,99806
11,-6.65468,1.00461,45.0771,1.11108e-05,99806,-9.05663,1.62689,51.0316,1.96825e-05,99806
12,-6.61537,0.999741,44.7748,1.11383e-05,99808,-8.8412,1.59368,49.6755,2.00321e-05,99808
13,-6.58701,0.995688,44.581,1.1171e-05,99810,-8.76818,1.58309,49.1956,2.01395e-05,99810
14,-6.57311,0.993527,44.4938,1.11907e-05,99812,-8.75581,1.58172,49.1011,2.01474e-05,99812
15,-6.56754,0.992587,44.4622,1.11988e-05,99810,-8.76368,1.5833,49.1393,2.01227e-05,99810
16,-6.56668,0.992368,44.4606,1.12019e-05,99812,-8.77036,1.58435,49.1805,2.01107e-05,99812
17,-6.56657,0.992311,44.4617,1.12026e-05,99812,-8.77546,1.58514,49.2124,2.01011e-05,99812
18,-6.56681,0.99233,44.464,1.12025e-05,99812,-8.77827,1.58558,49.23,2.00959e-05,99812
19,-6.56687,0.992329,44.4648,1.12026e-05,99812,-8.77933,1.58573,49.2371,2.00944e-05,99812
20,-6.5671,0.99236,44.4665,1.12023e-05,99812,-8.77976,1.58579,49.2399,2.00939e-05,99812
21,-6.56711,0.992362,44.4666,1.12022e-05,99812,-8.77978,1.58579,49.2401,2.00939e-05,99812
22,-6.56726,0.992383,44.4676,1.12021e-05,99812,-8.77989,1.58581,49.2406,2.00937e-05,99812
23,-6.56717,0.99237,44.467,1.12022e-05,99812,-8.78004,1.58584,49.2416,2.00934e-05,99812
24,-6.56712,0.992362,44.4666,1.12022e-05,99812,-8.77975,1.58578,49.2401,2.00941e-05,99812
25,-6.56715,0.992367,44.4669,1.12022e-05,99812,-8.77985,1.58581,49.2403,2.00937e-05,99812
26,-6.56722,0.992377,44.4673,1.12021e-05,99812,-8.77989,1.58581,49.2409,2.00938e-05,99812
27,-6.56706,0.992354,44.4662,1.12023e-05,99812,-8.77986,1.5858,49.2406,2.00938e-05,99812
28,-6.56711,0.992362,44.4666,1.12022e-05,99812,-8.78014,1.58586,49.2419,2.0093e-05,99812
29,-6.56713,0.992364,44.4667,1.12022e-05,99812,-8.78018,1.58586,49.2423,2.0093e-05,99812
30,-6.56715,0.992369,44.4668,1.12022e-05,99812,-8.77978,1.58579,49.2402,2.00939e-05,99812
31,-6.56716,0.992371,44.4668,1.12021e-05,99812,-8.77997,1.58583,49.2411,2.00934e-05,99812
32,-6.56714,0.992364,44.4669,1.12023e-05,99812,-8.7801,1.58586,49.2416,2.00932e-05,99812
33,-6.56714,0.992367,44.4668,1.12022e-05,99812,-8.77973,1.58578,49.2397,2.0094e-05,99812
34,-6.5673,0.992389,44.4679,1.1202e-05,99812,-8.77995,1.58583,49.2407,2.00935e-05,99812
35,-6.56725,0.992382,44.4675,1.12021e-05,99812,-8.77985,1.5858,49.2406,2.00938e-05,99812
36,-6.56718,0.992372,44.467,1.12021e-05,99812,-8.77982,1.5858,49.2403,2.00938e-05,99812
37,-6.56714,0.992368,44.4668,1.12022e-05,99812,-8.77962,1.58576,49.2392,2.00943e-05,99812
38,-6.56727,0.992384,44.4677,1.1202e-05,99812,-8.77999,1.58583,49.2413,2.00935e-05,99812
39,-6.56715,0.992367,44.4669,1.12022e-05,99812,-8.77978,1.58579,49.2402,2.0094e-05,99812
40,-6.56729,0.992386,44.4679,1.1202e-05,99812,-8.77982,1.5858,49.2405,2.00939e-05,99814
41,-6.56718,0.992373,44.467,1.12021e-05,99812,-8.77989,1.58581,49.2408,2.00937e-05,99812
42,-6.56731,0.99239,44.4679,1.1202e-05,99812,-8.77983,1.5858,49.2403,2.00939e-05,99812
43,-6.56712,0.992364,44.4666,1.12022e-05,99812,-8.77999,1.58583,49.2413,2.00934e-05,99812
44,-6.56713,0.992368,44.4666,1.12021e-05,99812,-8.77995,1.58582,49.2411,2.00935e-05,99812
45,-6.56709,0.992359,44.4664,1.12023e-05,99812,-8.77987,1.58581,49.2404,2.00937e-05,99812
46,-6.56711,0.992363,44.4665,1.12022e-05,99812,-8.77961,1.58576,49.2392,2.00943e-05,99812
47,-6.56709,0.992357,44.4666,1.12023e-05,99812,-8.77996,1.58582,49.2411,2.00936e-05,99812
48,-6.56715,0.992369,44.4668,1.12022e-05,99812,-8.77994,1.58582,49.241,2.00935e-05,99812
49,-6.56737,0.992395,44.4685,1.1202e-05,99812,-8.77999,1.58584,49.241,2.00935e-05,99812
