t#,time,x0,x1,x2,v1,v2,v3
0,0,-0.005,0.00210004,0,21929.9,1063.6,2344.4,
1,7.34524e-09,-0.00485852,0.00210823,0,16711,1249.97,2029.64,
2,1.46905e-08,-0.00475295,0.00211942,0,12130.9,1852.26,1601.63,
3,2.22987e-08,-0.00467636,0.00213679,0,8161.13,2748.09,940.853,
4,2.84558e-08,-0.00463435,0.00215621,0,5561.25,3565.31,208.599,
5,3.4613e-08,-0.00460703,0.0021807,0,3372.5,4384.02,-705.798,
6,4.10435e-08,-0.00459179,0.00221148,0,1414.82,5170.35,-1840.77,
7,4.8092e-08,-0.00458856,0.00225052,0,-458.342,5875.58,-3258.88,
8,5.51404e-08,-0.00459783,0.00229334,0,-2153.43,6171.32,-4786.93,
9,6.21889e-08,-0.00461875,0.00233601,0,-3778.79,5827.69,-6283.35,
10,6.94081e-08,-0.00465216,0.00237474,0,-5498.91,4786.16,-7619.42,
11,7.68622e-08,-0.00470041,0.0024042,0,-7501.3,3001.98,-8622.07,
12,8.45922e-08,-0.00476785,0.00241802,0,-10046.3,466.621,-9088.51,
13,9.26786e-08,-0.00486185,0.00240896,0,-13317.8,-2796.72,-8783.32,
14,1.01258e-07,-0.00499422,0.00236839,0,-17733.7,-6716.27,-7404.91,
15,1.06717e-07,-0.0051003,0.00232479,0,-21230.2,-9227.38,-5901.34,
16,1.12176e-07,-0.00522719,0.00226809,0,-25377.5,-11498.3,-3907.9,
17,1.15479e-07,-0.00531558,0.00222807,0,-28111.9,-12712.7,-2473.87,
18,1.18783e-07,-0.00541267,0.00218419,0,-30627.7,-13836.4,-873.804,
19,1.21754e-07,-0.00550676,0.0021417,0,-32664.8,-14747.2,705.024,
20,1.24803e-07,-0.00560921,0.00209551,0,-34504.6,-15517.2,2455.76,
21,1.30211e-07,-0.00580317,0.00200908,0,-37080.1,-16316.6,5838.57,
22,1.35625e-07,-0.0060094,0.00192051,0,-39013.9,-16242.6,9464.96,
23,1.41639e-07,-0.00624878,0.00182615,0,-40457,-14891.3,13533.3,
24,1.48136e-07,-0.00651477,0.00173866,0,-41331.7,-11747.2,17522.7,
25,1.54633e-07,-0.00678462,0.00167694,0,-41637.1,-7015.2,20480.2,
26,1.59716e-07,-0.00699585,0.00165252,0,-41409.3,-2509.08,21686,
27,1.65624e-07,-0.00723841,0.0016543,0,-40611.2,3144.74,21598,
28,1.72259e-07,-0.0075026,0.001696,0,-38822.3,9327.9,19563.2,
29,1.77372e-07,-0.00769584,0.00175464,0,-36657.8,13493.4,16808.7,
30,1.82792e-07,-0.00788654,0.00183774,0,-33511.5,17001.2,13094.8,
31,1.87021e-07,-0.00802148,0.00191411,0,-30184,19010.8,9855.22,
32,1.91309e-07,-0.0081424,0.00199882,0,-26091.3,20379.7,6431.44,
33,1.95676e-07,-0.00824605,0.00208964,0,-21289.9,21112.2,2934.58,
34,2.01052e-07,-0.00834214,0.00220374,0,-14187.5,21199.1,-1238.34,
35,2.06785e-07,-0.0083982,0.00232348,0,-5195.13,20430.6,-5391.19,
36,2.16101e-07,-0.00837493,0.00250193,0,10037,17573.5,-11225.8,
37,2.21707e-07,-0.00829575,0.00259354,0,17933.4,15008.7,-14083.2,
38,2.27418e-07,-0.00817502,0.00267036,0,24067.8,11794.3,-16418.9,
39,2.3323e-07,-0.00802071,0.00272798,0,28770.5,7943.52,-18138.9,
