t#,time,x0,x1,x2,v1,v2,v3
0,0,-0.005,0.000700035,0,21268.7,1223.03,2494.99,
1,8.42377e-09,-0.00485208,0.000713031,0,14035.5,1896.18,1968.33,
2,1.68475e-08,-0.004761,0.000732221,0,7707.81,2655.54,1208.46,
3,2.18831e-08,-0.00473104,0.000746643,0,4236.19,3061.61,650.705,
4,2.53218e-08,-0.00472034,0.00075758,0,1996.56,3291.44,234.981,
5,2.87604e-08,-0.00471724,0.000769214,0,-189.02,3465.2,-200.683,
6,3.40309e-08,-0.00472704,0.00078791,0,-3537.9,3601.38,-887.271,
7,4.06613e-08,-0.00476497,0.000811679,0,-7956.47,3518.68,-1737.57,
8,4.80766e-08,-0.0048434,0.000836332,0,-13275,3066.53,-2594.76,
9,5.62114e-08,-0.00497739,0.000857785,0,-19823.4,2132.76,-3321.5,
10,6.08832e-08,-0.00507978,0.000866095,0,-24079.5,1405.6,-3598.37,
11,6.55551e-08,-0.00520312,0.000870748,0,-28808.9,568.407,-3752.21,
12,7.01668e-08,-0.00534754,0.000871261,0,-33755.7,-363.661,-3769.08,
13,7.47785e-08,-0.00551327,0.000867235,0,-37975.6,-1399.57,-3636.46,
14,7.96958e-08,-0.00570909,0.000857484,0,-41493.2,-2571.74,-3313.57,
15,8.58635e-08,-0.00597515,0.000837005,0,-44585.6,-4071.23,-2626.17,
16,9.10989e-08,-0.00621345,0.000812399,0,-46311.4,-5317.3,-1781.84,
17,9.63343e-08,-0.0064587,0.000781493,0,-47269,-6469.37,-689.302,
18,9.85219e-08,-0.00656236,0.000766853,0,-47479.2,-6908.41,-158.013,
19,1.0078e-07,-0.00666971,0.000750779,0,-47578.1,-7321.18,436.498,
20,1.06635e-07,-0.00694779,0.00070537,0,-47271.2,-8111.92,2186.26,
21,1.11093e-07,-0.00715693,0.000668535,0,-46490.8,-8355.49,3693.7,
22,1.1555e-07,-0.00736151,0.000631478,0,-45212.5,-8200.66,5305.28,
23,1.21038e-07,-0.00760344,0.000588391,0,-42786,-7375.1,7323.31,
24,1.25558e-07,-0.00779096,0.000557714,0,-40079.6,-6108.77,8873.58,
25,1.30842e-07,-0.0079919,0.000530794,0,-35747.1,-3970.99,10326.5,
26,1.36262e-07,-0.00817052,0.000516577,0,-29953.5,-1200.31,11133.3,
27,1.40295e-07,-0.00828128,0.000516237,0,-24844.1,1037.78,11153,
28,1.44328e-07,-0.0083694,0.000524866,0,-18660,3215.12,10660.2,
29,1.50117e-07,-0.00844782,0.000551577,0,-8197.74,5902.46,9202.25,
30,1.55217e-07,-0.00846434,0.000586377,0,1761.33,7635.21,7436.6,
31,1.60318e-07,-0.00843015,0.000628346,0,11550,8714.28,5474.64,
32,1.65418e-07,-0.00834819,0.00067422,0,20362,9176.59,3500.63,
33,1.69641e-07,-0.00824898,0.000713022,0,26402.9,9142.1,1944.61,
34,1.7308e-07,-0.00815092,0.000744049,0,30543.7,8865.7,763.397,
35,1.74815e-07,-0.00809624,0.000759253,0,32457.8,8651.06,202.581,
36,1.76551e-07,-0.00803835,0.000774052,0,34244.8,8398.71,-332.806,
37,1.79872e-07,-0.00791941,0.000801024,0,37287.1,7824.28,-1284.1,
38,1.83194e-07,-0.00779124,0.000825918,0,39799.4,7150.38,-2136.5,
39,1.89948e-07,-0.00750899,0.00086888,0,43537.3,5516.22,-3556.76,
40,1.96702e-07,-0.00720625,0.000899786,0,45868.3,3594.35,-4544.09,
41,2.01749e-07,-0.00697211,0.00091398,0,46826.2,2011.93,-4989.4,
42,2.07055e-07,-0.00672233,0.000920073,0,47205.8,278.855,-5179.31,
43,2.12026e-07,-0.00648804,0.000917386,0,46974.3,-1360.14,-5095.43,
44,2.1792e-07,-0.00621376,0.00090378,0,45965.5,-3234.93,-4666.29,
45,2.23814e-07,-0.00594814,0.000879562,0,43988.5,-4951.66,-3886.57,
46,2.29708e-07,-0.00569728,0.000845889,0,40955.6,-6427.46,-2767.91,
47,2.338e-07,-0.00553538,0.0008178,0,38040.5,-7273.28,-1801.75,
48,2.36544e-07,-0.00543418,0.000797181,0,35676.5,-7741.39,-1071.7,
49,2.39287e-07,-0.0053399,0.000775421,0,33003.3,-8101.51,-280.624,
50,2.42003e-07,-0.0052542,0.00075307,0,30072.6,-8342.28,555.885,
51,2.4684e-07,-0.00512158,0.000712295,0,24844.8,-8441.07,2151.3,
52,2.51677e-07,-0.00501311,0.000672176,0,20072.9,-8064.77,3821.53,
53,2.56198e-07,-0.00493181,0.000637397,0,15933.1,-7237.26,5364.45,
54,2.6072e-07,-0.00486868,0.000607475,0,12026,-5918.88,6774.36,
55,2.66355e-07,-0.00481408,0.000580196,0,7385.44,-3661.32,8136.74,
56,2.7216e-07,-0.00478467,0.000566973,0,2767.31,-836.907,8826.79,
