t#,time,x0,x1,x2,v1,v2,v3
0,0,-0.005,7.0035e-05,0,20854.4,2858.55,-8182.56,
1,2.18386e-09,-0.00495694,7.7698e-05,0,18590.5,4093.34,-7647.63,
2,4.36772e-09,-0.00491875,8.76456e-05,0,16395.7,4962.28,-7130.18,
3,6.64196e-09,-0.004884,9.96718e-05,0,14176.2,5572.15,-6692.17,
4,9.47177e-09,-0.00484769,0.000116178,0,11497.1,6053.9,-6314.53,
5,1.42186e-08,-0.00480346,0.000146061,0,7170.53,6480.31,-6025.72,
6,1.90956e-08,-0.004779,0.000178207,0,2880.48,6675.69,-6032.66,
7,2.47515e-08,-0.00477652,0.000216246,0,-1995.58,6755.79,-6269.24,
8,3.17405e-08,-0.00481153,0.000263397,0,-8041.52,6708.35,-6752.66,
9,3.87295e-08,-0.00488948,0.000309438,0,-14325,6418.75,-7341.13,
10,4.73922e-08,-0.00504962,0.00036195,0,-22812.7,5617.61,-8095.13,
11,5.2344e-08,-0.00517572,0.000388145,0,-28196.7,4936.03,-8493.03,
12,5.89936e-08,-0.00538876,0.000417229,0,-35718.7,3759.86,-8946.67,
13,6.59191e-08,-0.00565816,0.00043809,0,-41704.9,2226.3,-9277.72,
14,7.20155e-08,-0.00592364,0.000447183,0,-45165.1,739.475,-9422.91,
15,7.84564e-08,-0.00622278,0.000446639,0,-47498.8,-915.554,-9414.33,
16,8.62305e-08,-0.00659774,0.000431673,0,-48709.6,-2931.4,-9179.43,
17,9.56966e-08,-0.00705785,0.000392741,0,-48125.2,-5257.58,-8588.98,
18,1.06446e-07,-0.00755919,0.00032372,0,-44558,-7494.79,-7629.02,
19,1.12572e-07,-0.00782146,0.000274653,0,-40847.4,-8484.72,-7046.14,
20,1.17745e-07,-0.00802172,0.000229045,0,-36351.1,-9114.03,-6627.91,
21,1.21694e-07,-0.008157,0.000192381,0,-32045.7,-9426.32,-6435.15,
22,1.24977e-07,-0.00825563,0.000161208,0,-27957.8,-9533.41,-6441.58,
23,1.27759e-07,-0.00832798,0.000134744,0,-23952.4,-9459.07,-6655.26,
24,1.30209e-07,-0.00838183,0.000111857,0,-19925.1,-9177.45,-7104.87,
25,1.3266e-07,-0.00842531,9.00824e-05,0,-15510.6,-8505.94,-7940.28,
26,1.3511e-07,-0.00845759,7.08297e-05,0,-10794.2,-7015.58,-9308.59,
27,1.36778e-07,-0.00847282,6.05823e-05,0,-7457.47,-5118.5,-10481.8,
28,1.38177e-07,-0.00848126,5.49867e-05,0,-4606.14,-2766.47,-11336.1,
29,1.39393e-07,-0.00848535,5.31141e-05,0,-2101.99,-268.411,-11666.9,
30,1.40609e-07,-0.00848637,5.43525e-05,0,412.195,2274.92,-11445.3,
31,1.41758e-07,-0.00848454,5.82009e-05,0,2783.75,4355.85,-10822.9,
32,1.42906e-07,-0.00847999,6.41721e-05,0,5143.19,5964.44,-10021.4,
33,1.44054e-07,-0.00847274,7.17254e-05,0,7480.41,7124.83,-9224.43,
34,1.45316e-07,-0.00846169,8.13066e-05,0,10011.6,8000.94,-8463.03,
35,1.46873e-07,-0.00844372,9.43462e-05,0,13061.9,8689.96,-7731.77,
36,1.49359e-07,-0.00840542,0.000116759,0,17707.8,9265.57,-6979.63,
37,1.51916e-07,-0.0083544,0.000140806,0,22117.2,9499.09,-6582.6,
38,1.54706e-07,-0.00828659,0.000167398,0,26391.5,9534.51,-6422.31,
39,1.57891e-07,-0.00819574,0.000197608,0,30550.7,9407.29,-6450.42,
40,1.6151e-07,-0.00807749,0.000231156,0,34718.9,9113.92,-6641.72,
41,1.65821e-07,-0.00791847,0.000269405,0,38896.4,8604.31,-6988.24,
42,1.7009e-07,-0.00774525,0.000304818,0,42095.9,7965.79,-7388.89,
43,1.74992e-07,-0.00753183,0.000341782,0,44844.5,7090.25,-7863.34,
44,1.81965e-07,-0.00720923,0.000386247,0,47412.5,5625.72,-8488.63,
45,1.88938e-07,-0.00687372,0.000419769,0,48617.1,3961.43,-8990.12,
46,1.96798e-07,-0.00649103,0.000443038,0,48507.7,1942.1,-9351.11,
47,2.09726e-07,-0.00588295,0.000446309,0,44721.1,-1411.09,-9402.27,
48,2.1725e-07,-0.00556293,0.000428834,0,39928.3,-3204.2,-9123.62,
49,2.22789e-07,-0.00535558,0.000407755,0,34716,-4372.74,-8790.96,
50,2.2569e-07,-0.00525952,0.000394297,0,31455.8,-4894.92,-8581.27,
51,2.36354e-07,-0.00498779,0.000333861,0,19837.6,-6312.53,-7676.11,
52,2.45328e-07,-0.0048485,0.000274185,0,11352,-6895.85,-6874.32,
53,2.54301e-07,-0.00478228,0.000211557,0,3465.26,-7005.39,-6220.67,
54,2.59358e-07,-0.0047758,0.000176276,0,-905.137,-6927.54,-6013.93,
55,2.63833e-07,-0.00478857,0.000145641,0,-4813.07,-6740.06,-6012.52,
56,2.68308e-07,-0.00481902,0.000116277,0,-8819.88,-6331.18,-6294.05,
57,2.72783e-07,-0.00486774,8.97192e-05,0,-12982.9,-5412.15,-7017.25,
58,2.75616e-07,-0.00490838,7.58539e-05,0,-15724.8,-4278.88,-7734.37,
59,2.78057e-07,-0.00494974,6.71578e-05,0,-18167.5,-2749.59,-8389.94,
60,2.80184e-07,-0.00499069,6.31265e-05,0,-20362,-987.036,-8770.35,
61,2.8231e-07,-0.00503638,6.30891e-05,0,-22625.3,952.019,-8774.14,
62,2.84467e-07,-0.00508773,6.71292e-05,0,-24998,2735.96,-8392.31,
63,2.86357e-07,-0.00513698,7.35072e-05,0,-27145,3956.63,-7891.74,
64,2.88246e-07,-0.00519035,8.18677e-05,0,-29361.5,4841,-7381.64,
65,2.90271e-07,-0.00525229,9.23699e-05,0,-31821,5484.65,-6911.52,
66,2.9271e-07,-0.00533344,0.000106377,0,-34699.4,5960.16,-6488.8,
67,2.9621e-07,-0.00546147,0.000127887,0,-38361.4,6272.74,-6130.55,
68,3.00193e-07,-0.00562138,0.00015302,0,-41795.3,6305.29,-5981.02,
69,3.0438e-07,-0.00580237,0.000179104,0,-44517.6,6125.23,-6007.51,
70,3.09053e-07,-0.00601596,0.000206904,0,-46776,5744.63,-6161.09,
71,3.14465e-07,-0.00627419,0.000236408,0,-48482.7,5132.56,-6414.84,
72,3.20023e-07,-0.00654642,0.000262847,0,-49353.7,4360.57,-6695.47,
