t#,time,x0,x1,x2,v1,v2,v3
0,0,-0.005,7.35e-07,0,20844.2,-772.607,-7534.6,
1,2.2297e-11,-0.00499954,7.37101e-07,0,20820.5,958.673,-7513.2,
2,4.69878e-11,-0.00499902,7.82981e-07,0,20794.2,2705,-7074.61,
3,6.85788e-11,-0.00499857,8.55081e-07,0,20771.2,3920.22,-6480.66,
4,9.01697e-11,-0.00499812,9.50032e-07,0,20748.2,4827.47,-5836.32,
5,1.1306e-10,-0.00499765,1.06887e-06,0,20723.9,5514.89,-5191.65,
6,1.4005e-10,-0.00499709,1.22569e-06,0,20695.2,6067.97,-4532.88,
7,1.76137e-10,-0.00499635,1.4538e-06,0,20656.8,6534.7,-3829.49,
8,2.2567e-10,-0.00499532,1.78743e-06,0,20604.2,6898.96,-3125.99,
9,2.78511e-10,-0.00499424,2.15817e-06,0,20548.2,7113.3,-2601.65,
10,3.38741e-10,-0.004993,2.59121e-06,0,20484.3,7253.14,-2181.69,
11,4.10001e-10,-0.00499154,3.11177e-06,0,20408.8,7348.64,-1834.53,
12,4.96664e-10,-0.00498978,3.75179e-06,0,20317.1,7415.27,-1543.44,
13,6.05675e-10,-0.00498757,4.56295e-06,0,20201.9,7462.42,-1296.66,
14,7.55777e-10,-0.00498455,5.68597e-06,0,20043.7,7497.15,-1078.35,
15,9.28842e-10,-0.0049811,6.98547e-06,0,19861.6,7518.12,-921.765,
16,1.188e-09,-0.00497598,8.93614e-06,0,19589.9,7533.79,-785.452,
17,1.44716e-09,-0.00497094,1.08897e-05,0,19319.3,7541.45,-710.963,
18,1.76011e-09,-0.00496495,1.32506e-05,0,18993.8,7546.09,-664.611,
19,2.16991e-09,-0.00495725,1.63436e-05,0,18569.9,7548.62,-643.431,
20,2.72254e-09,-0.00494715,2.05154e-05,0,18002.2,7549.08,-652.579,
21,3.34012e-09,-0.00493622,2.51772e-05,0,17373.1,7547.62,-689.776,
22,4.34053e-09,-0.00491935,3.27258e-05,0,16365.2,7542.94,-780.171,
23,5.34095e-09,-0.00490347,4.02688e-05,0,15370.7,7536.52,-889.488,
24,7.06051e-09,-0.00487849,5.32169e-05,0,13690.7,7522.86,-1098.1,
25,8.78007e-09,-0.00485637,6.61395e-05,0,12044.6,7506.91,-1319.4,
26,1.17091e-08,-0.00482512,8.80836e-05,0,9309.23,7476.47,-1708.94,
27,1.49553e-08,-0.0047997,0.000112295,0,6360.59,7439.84,-2148.29,
28,2.00768e-08,-0.00477877,0.000150241,0,1832.64,7377.16,-2845.76,
29,2.66771e-08,-0.00478563,0.00019862,0,-3905.31,7276.77,-3741.84,
30,3.6601e-08,-0.00486772,0.000269623,0,-12719.3,6985.68,-5061.88,
31,4.86843e-08,-0.00509159,0.00034865,0,-24654.3,5934.6,-6531.55,
32,5.64279e-08,-0.00531619,0.000390299,0,-33456,4753.64,-7304.27,
33,6.41714e-08,-0.0056053,0.000421157,0,-40760.4,3153.32,-7874.84,
34,7.21481e-08,-0.00595072,0.000438812,0,-45440.5,1240.93,-8199.81,
35,8.01248e-08,-0.0063247,0.000440567,0,-47985.6,-813.339,-8232.05,
36,8.81015e-08,-0.00671168,0.000425765,0,-48777.3,-2891.17,-7963.68,
37,9.83276e-08,-0.00720592,0.000383153,0,-47447.1,-5395.95,-7199.86,
38,1.09951e-07,-0.00773175,0.000306036,0,-42305.7,-7768.72,-5846.14,
39,1.16531e-07,-0.00799416,0.000251377,0,-37082.5,-8805.64,-4915.09,
