loop, time[s]
0,49.9849
1,100.001
2,108.526
3,99.9849
4,76.6385
5,70.967
6,65.7391
7,60.3014
8,71.4151
9,89.0402
10,67.7565
11,62.3851
12,64.0759
13,79.1685
14,98.4368
15,73.8686
16,68.6475
17,75.0702
18,72.8691
19,63.0724
20,66.0411
21,60.8815
22,87.2648
23,68.0038
24,63.9754
25,84.7791
26,71.0056
27,60.4638
28,72.2321
29,72.4894
30,58.9659
31,64.4802
32,70.4138
33,68.2293
34,69.7041
35,63.4044
36,89.701
37,64.0388
38,66.7535
39,75.4185
40,59.313
41,82.3737
42,67.1375
43,79.9939
44,78.4327
45,86.319
46,66.7326
47,69.7657
48,82.3907
49,83.3908
