loop, time[s]
0,23.8283
1,33.0893
2,55.6926
3,31.2801
4,28.0223
5,28.2004
6,28.6607
7,31.0398
8,28.4028
9,30.9264
10,27.7115
11,23.6719
12,29.9075
13,28.0041
14,49.3063
15,30.1425
16,32.6556
17,28.5959
18,28.6648
19,26.4691
20,25.0991
21,25.3457
22,29.1923
23,29.1616
24,28.004
25,30.1545
26,28.521
27,28.807
28,29.6087
29,20.1257
30,29.7825
31,28.5183
32,28.155
33,28.0927
34,28.167
35,38.1676
36,28.6807
37,27.1729
38,26.4232
39,27.471
40,27.8695
41,27.3958
42,26.5012
43,28.8829
44,32.7003
45,28.9318
46,29.944
47,29.5407
48,28.5118
49,31.1935
