loop, time[s]
0,25.4147
1,34.9423
2,32.2812
3,35.7704
4,48.8256
5,37.0042
6,22.9761
7,18.7104
8,19.0462
9,28.515
10,30.8346
11,27.9517
12,18.0424
13,19.1868
14,22.8184
15,27.5829
16,26.9932
17,23.0118
18,16.1788
19,19.7613
20,22.0048
21,19.9355
22,22.4229
23,22.7271
24,24.5095
25,15.2681
26,14.2622
27,19.7544
28,26.5586
29,29.6917
30,25.9197
31,26.8383
32,25.7456
33,12.3239
34,17.0018
35,20.269
36,23.9318
37,20.9536
38,14.4355
39,13.0862
40,20.2966
41,21.6858
42,17.7234
43,14.5847
44,17.3476
45,23.9393
46,24.5747
47,22.387
48,13.5006
49,15.4686
