loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-2.6292,0.412594,19.1779,0.000107036,42772,-48.3884,20.141,116.302,3.86418e-05,31358
2,-0.556343,0.184002,7.11688,9.09397e-05,62074,-8.78839,3.92327,19.9415,6.65624e-05,62076
3,0.678433,0.153805,9.49431,3.39307e-05,62078,-6.47502,1.87782,22.8594,7.46871e-05,62078
4,1.64453,0.323541,11.4498,1.34908e-05,64842,-17.8583,4.82229,66.342,4.24905e-05,64842
5,0.574019,0.225997,5.88281,1.72762e-05,60712,-17.6921,5.09411,61.6416,6.5777e-05,60710
6,-1.15889,0.27306,8.58061,2.60748e-05,47540,-15.7236,5.24672,47.3119,8.50083e-05,47540
7,-1.00441,0.249195,8.0613,2.00289e-05,31756,-39.6832,14.5215,108.512,1.57718e-05,31756
8,-1.81683,0.190683,22.5551,3.11576e-05,28806,-28.0988,10.504,75.2614,4.03359e-05,28806
9,-2.26005,0.18766,32.5474,6.16736e-05,50020,-24.8857,9.87216,62.8332,7.19891e-05,50020
10,-1.65754,0.201145,18.6304,7.11047e-05,57988,-24.4046,10.0847,59.1576,5.0663e-05,57988
11,-0.992874,0.241839,8.21125,5.69359e-05,48654,-11.5758,4.7226,28.5857,6.70402e-05,48654
12,-0.283812,0.0677593,15.9469,1.43243e-05,13942,-39.9938,13.8734,115.366,1.06684e-05,13942
13,-3.0323,0.297529,34.265,3.41276e-05,30856,-18.5409,7.57187,45.5325,5.86854e-05,30856
14,-2.56902,0.232337,32.7104,4.9745e-05,37374,-24.886,9.89341,62.6997,6.05706e-05,37370
15,-1.22292,0.270523,9.22482,4.25423e-05,50124,-17.1559,7.2621,40.6667,3.15192e-05,50114
16,-0.979294,0.127456,15.3702,3.20764e-05,62134,-20.765,7.32925,58.9672,3.76348e-05,62128
17,-1.71294,0.166802,23.5857,5.28274e-05,34040,-19.5957,7.2506,53.0977,8.82283e-05,34038
18,-1.55271,0.489153,6.97312,2.13034e-05,11486,-10.9694,4.78574,25.352,2.94872e-05,11486
19,-2.2171,0.306688,19.2885,2.12559e-05,38412,-16.4147,6.47331,41.778,3.17672e-05,38412
20,-0.820523,0.210361,7.95423,5.15758e-05,24044,-11.7548,4.41126,31.5502,6.50493e-05,24044
21,-3.85045,0.246142,64.2962,2.43754e-05,22436,-29.8024,11.3205,78.5461,5.08588e-05,22436
22,-3.76166,0.376662,40.2219,4.37448e-05,23628,-38.8748,16.4195,92.1008,3.66682e-05,23614
23,-4.21271,0.466176,40.2144,2.4332e-05,28586,-19.2339,8.459,43.8519,3.82935e-05,28586
