loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
01,-1.83531,0.418902,10.4281,2.16707e-05,199998,-11.4677,5.03758,26.3038,1.89451e-05,199998
2,-0.97544,0.201365,9.69126,3.01812e-05,199932,-9.80111,3.45687,28.0779,4.07139e-05,199932
3,-1.55633,0.257441,13.293,3.28936e-05,196794,-13.2316,4.9505,35.5674,3.93503e-05,196794
4,-2.28118,0.372725,16.6444,2.09677e-05,199726,-12.4131,4.66452,33.2478,3.71104e-05,199726
5,-2.82001,0.396484,22.5797,2.29569e-05,199842,-16.2538,6.08405,43.5872,3.57541e-05,199842
6,-2.50318,0.378531,19.195,2.45435e-05,199818,-16.6475,6.5024,42.775,2.73418e-05,199818
7,-2.812,0.470901,18.9155,1.87931e-05,199802,-15.8197,6.30195,39.8707,2.16506e-05,199802
8,-3.5382,0.623395,21.6859,1.37639e-05,199778,-17.8339,6.89638,46.2629,1.87211e-05,199778
9,-4.05566,0.727717,23.9769,1.16707e-05,199778,-19.8104,7.50023,52.4585,1.75757e-05,199778
10,-4.16443,0.7559,24.2658,1.1145e-05,199780,-21.1861,7.97915,56.3781,1.6544e-05,199780
11,-4.11251,0.75208,23.8176,1.11178e-05,199786,-21.0706,7.91759,56.2003,1.66243e-05,199786
12,-4.04268,0.741764,23.3811,1.12139e-05,199790,-20.8452,7.81821,55.7063,1.68515e-05,199790
13,-3.99817,0.734024,23.1401,1.13031e-05,199798,-20.7944,7.79099,55.6293,1.69588e-05,199798
14,-3.97855,0.730138,23.0488,1.13524e-05,199802,-20.7953,7.78909,55.6478,1.7001e-05,199802
15,-3.97232,0.728658,23.0277,1.13724e-05,199802,-20.8125,7.79607,55.6894,1.70039e-05,199802
16,-3.9717,0.728307,23.032,1.1378e-05,199802,-20.8296,7.80362,55.7273,1.69942e-05,199802
17,-3.97226,0.728292,23.0386,1.13789e-05,199802,-20.84,7.80831,55.749,1.69851e-05,199802
18,-3.97292,0.72836,23.0437,1.13784e-05,199802,-20.8452,7.81068,55.76,1.69798e-05,199802
19,-3.97325,0.728403,23.046,1.1378e-05,199802,-20.847,7.81151,55.7635,1.69774e-05,199802
20,-3.97344,0.728433,23.0471,1.13776e-05,199802,-20.8479,7.8119,55.7658,1.69762e-05,199804
21,-3.97349,0.728441,23.0474,1.13775e-05,199802,-20.8479,7.81188,55.7655,1.69762e-05,199802
22,-3.97353,0.728448,23.0475,1.13774e-05,199802,-20.8477,7.81183,55.7652,1.69763e-05,199802
23,-3.97357,0.728455,23.0477,1.13773e-05,199802,-20.8482,7.81198,55.7664,1.69759e-05,199802
24,-3.97354,0.728452,23.0476,1.13774e-05,199802,-20.8479,7.81188,55.7657,1.69761e-05,199802
