loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.65529,1.45011,0.475966,6.91697e-05,30.1726,0.0460184,0.00150309,-9.46223e-18,-9.65514e-17,0.00384845,199994,-3.3146,1.45186,0.431603,3.81401e-05,27.7722,0.0327771,0.00116362,0,0,0.00192423,99997,-22.8019,1.22084,8.33632,5.60647e-05,62.489,0.063008,0.000889803,4.09278e-17,-9.95498e-17,0.00384845,199994,-4.04533,1.23698,1.47896,0.000158004,11.7412,0.0455721,0.00346713,0,0,0.00192423,99997
2,1.74925,-1.44246,0.29793,1.32102e-05,13.627,0.0135277,0.000976534,-3.45398e-18,1.46018e-17,0.000595146,17258,0.89248,-1.49489,0.152005,1.29457e-05,11.8188,0.0124049,0.00104359,0,0,0.000297573,8629,-5.66033,1.30191,1.6049,1.49621e-05,20.5866,0.0182031,0.000821949,1.0212e-17,-3.84189e-17,0.000592827,17184,-3.51233,1.31301,0.995871,1.2056e-05,13.3918,0.0131383,0.000917621,0,0,0.000296414,8592
3,-0.963867,1.54505,0.0514964,1.25367e-05,37.4597,0.0216779,0.000578317,-3.52725e-18,3.44713e-17,0.00331782,185682,-0.629529,1.55562,0.0336336,9.59735e-06,41.5152,0.0199632,0.000480753,0,0,0.00165891,92841,-19.1321,1.28975,5.53714,1.65731e-05,66.2867,0.034498,0.000480407,4.03075e-17,7.64273e-17,0.00331782,185682,-5.08662,1.29832,1.47215,3.11682e-05,18.2547,0.0247642,0.0012586,0,0,0.00165891,92841
4,-1.26079,1.47243,0.20148,1.66715e-05,12.8528,0.0147089,0.00113343,2.18119e-18,-1.4233e-17,0.0035679,192550,-0.903937,1.49861,0.144454,1.16265e-05,12.5791,0.0121248,0.000958902,0,0,0.00178395,96275,-16.1638,1.30864,4.35278,3.24564e-05,60.2529,0.0457861,0.00070887,5.81048e-17,-1.91187e-16,0.0035679,192550,-6.33622,1.31346,1.70629,4.13979e-05,24.1153,0.0326704,0.00126714,0,0,0.00178395,96275
5,-1.68893,1.43863,0.30141,1.31967e-05,12.7815,0.013101,0.0010073,1.47294e-17,4.89406e-17,0.00375502,197538,-0.971433,1.48368,0.173363,1.14718e-05,11.2116,0.0113838,0.00100773,0,0,0.00187751,98769,-28.2516,1.30262,7.77238,1.66831e-05,102.819,0.0429519,0.000388415,1.09241e-16,-1.62688e-16,0.00375501,197536,-6.20404,1.30838,1.70681,3.79851e-05,23.1368,0.0306946,0.00123752,0,0,0.00187751,98768
6,-1.90893,1.40759,0.39775,1.09255e-05,11.6757,0.0114454,0.000954576,-7.79512e-18,-6.08179e-17,0.00380817,198934,-1.14474,1.45192,0.238524,9.1094e-06,9.68635,0.00945951,0.000962989,0,0,0.00190409,99467,-34.2046,1.30224,9.42071,1.23081e-05,124.295,0.0405672,0.0003034,-1.41899e-17,3.2204e-17,0.00380817,198934,-6.18598,1.30813,1.70376,3.40276e-05,23.0469,0.028997,0.00117349,0,0,0.00190409,99467
7,-1.68406,1.40608,0.375104,1.32085e-05,10.2267,0.0117804,0.00112123,1.56543e-17,6.61239e-17,0.00365993,194790,-1.21929,1.43686,0.271581,9.12144e-06,9.15631,0.00922048,0.000989258,0,0,0.00182997,97395,-29.7989,1.30317,8.17966,1.4696e-05,108.681,0.0414398,0.000354635,-2.63558e-17,1.26313e-16,0.00365993,194790,-6.6863,1.30812,1.83535,3.27485e-05,24.9034,0.0295707,0.00110746,0,0,0.00182997,97395
8,-1.18145,1.4466,0.250437,2.52246e-05,9.56657,0.0156535,0.00161143,-8.04994e-18,4.19055e-18,0.000320931,12336,-0.807907,1.48638,0.171256,1.84442e-05,9.65056,0.0133887,0.00137759,0,0,0.000160466,6168,-14.8791,1.30236,4.11011,3.96568e-05,54.1077,0.0480422,0.000825458,-1.67535e-17,8.54291e-17,0.000316935,12152,-6.73698,1.30644,1.861,4.37909e-05,24.9259,0.0342255,0.00127948,0,0,0.000158468,6076
9,-1.09067,1.53075,0.0803214,1.49523e-05,27.2599,0.0202052,0.00074002,-2.5754e-18,-2.20037e-17,0.00345267,189426,-0.641974,1.54928,0.0472778,1.27014e-05,29.8688,0.0194821,0.000651954,0,0,0.00172633,94713,-22.151,1.28884,6.42857,1.51418e-05,76.4815,0.0354291,0.000427382,-4.87702e-17,1.19596e-16,0.00345267,189426,-4.75205,1.2989,1.37913,3.52909e-05,17.0992,0.025499,0.00138401,0,0,0.00172633,94713
10,-1.58592,1.43808,0.293858,1.52263e-05,11.9621,0.0136147,0.00111837,3.59638e-18,1.78567e-17,0.00355196,192128,-1.20243,1.4608,0.222803,1.00414e-05,10.9775,0.0105623,0.000950678,0,0,0.00177598,96064,-15.0221,1.30508,4.10514,3.3479e-05,55.2149,0.044558,0.000751359,-2.43521e-17,2.36414e-16,0.00355196,192128,-6.1967,1.31007,1.69339,4.05804e-05,23.2664,0.0318002,0.00127611,0,0,0.00177598,96064
