loop, time[s]
0,54.1215
1,104.407
2,110.176
3,103.277
4,79.6932
5,77.5083
6,73.5151
7,67.4976
8,71.2044
9,100.586
10,76.0387
11,68.0118
12,66.8369
13,76.8473
14,94.5548
15,78.4362
16,69.4006
17,78.8177
18,84.2806
19,68.3198
20,68.3796
21,58.6503
22,91.4345
23,73.1011
24,70.1307
25,84.9106
26,83.32
27,66.0109
28,69.702
29,73.2717
30,79.1836
31,88.282
32,67.6051
33,71.6902
34,82.9928
35,58.5858
36,90.6919
37,66.4283
38,87.2774
39,83.433
40,95.477
41,77.9686
42,87.4366
43,79.779
44,80.6238
45,63.1416
46,87.234
47,85.7292
48,68.7964
49,75.2177
