loop, time[s]
0,50.7239
1,100.543
2,104.941
3,99.4676
4,69.6586
5,69.4439
6,63.7145
7,56.5239
8,72.6512
9,90.4933
10,73.6237
11,63.9496
12,61.3265
13,70.2654
14,95.2204
15,71.8416
16,70.2901
17,71.5054
18,72.7866
19,58.0042
20,58.8876
21,60.369
22,85.5264
23,63.9424
24,62.4586
25,74.5237
26,89.7974
27,71.358
28,78.9534
29,71.5867
30,65.7537
31,69.1182
32,59.4436
33,69.9084
34,66.7535
35,87.6866
36,64.8074
37,70.9842
38,68.7396
39,93.832
40,68.8255
41,75.8713
42,73.1247
43,73.896
44,69.1365
45,67.9143
46,76.9903
47,62.9387
48,77.0853
49,61.137
