loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.65529,1.45011,0.475966,6.91697e-05,30.1726,0.0460184,0.00150309,-3.65994e-18,-4.08254e-16,0.00384845,199994,-3.3146,1.45186,0.431603,3.81401e-05,27.7722,0.0327771,0.00116362,0,0,0.00192423,99997,-22.802,1.22084,8.33635,5.60645e-05,62.4892,0.063008,0.000889799,-1.58493e-16,4.29496e-16,0.00384845,199994,-4.04536,1.23698,1.47897,0.000158003,11.7412,0.0455721,0.00346711,0,0,0.00192423,99997
2,1.74267,-1.44214,0.298076,1.32411e-05,13.5431,0.0135023,0.000980659,6.74074e-19,2.53016e-18,0.000596216,17294,0.887367,-1.49504,0.151783,1.30013e-05,11.7761,0.0124089,0.00104774,0,0,0.000298108,8647,-5.63261,1.30176,1.5984,1.50465e-05,20.4743,0.0182053,0.000826487,6.58728e-18,2.73279e-17,0.000592525,17176,-3.50565,1.31287,0.994823,1.20875e-05,13.3587,0.0131397,0.000919922,0,0,0.000296262,8588
3,-0.964508,1.54505,0.0514937,1.25432e-05,37.4857,0.0216911,0.000578266,6.73656e-18,8.10764e-17,0.00331767,185678,-0.630173,1.55561,0.0336441,9.59886e-06,41.5264,0.0199674,0.000480726,0,0,0.00165884,92839,-19.1406,1.28973,5.54004,1.65684e-05,66.3102,0.0344995,0.000480251,1.21054e-16,-3.57432e-17,0.00331767,185678,-5.0863,1.2983,1.47218,3.11751e-05,18.2521,0.0247654,0.00125882,0,0,0.00165884,92839
4,-1.26118,1.47245,0.201461,1.66695e-05,12.8589,0.0147114,0.0011331,4.08048e-18,-6.77637e-17,0.00356812,192556,-0.903743,1.49865,0.144364,1.16313e-05,12.5845,0.0121299,0.000958896,0,0,0.00178406,96278,-16.1569,1.30863,4.35103,3.24722e-05,60.2262,0.0457871,0.000709199,-2.66138e-17,6.88932e-17,0.00356812,192556,-6.33503,1.31346,1.70601,4.14082e-05,24.1104,0.0326712,0.00126742,0,0,0.00178406,96278
5,-1.69013,1.43867,0.301441,1.31937e-05,12.7937,0.0131057,0.00100671,1.85275e-19,-7.30329e-17,0.00375516,197540,-0.971368,1.48374,0.173248,1.14781e-05,11.2184,0.0113903,0.00100771,0,0,0.00187758,98770,-28.249,1.30263,7.77146,1.66923e-05,102.813,0.0429623,0.000388535,-5.10324e-18,8.16719e-17,0.00375516,197540,-6.2035,1.30838,1.70662,3.80061e-05,23.1355,0.0307021,0.0012379,0,0,0.00187758,98770
6,-1.91064,1.40762,0.397892,1.0924e-05,11.688,0.0114506,0.000954013,-1.51756e-17,-4.96796e-17,0.00380811,198934,-1.14527,1.45194,0.238504,9.11211e-06,9.69228,0.00946379,0.00096284,0,0,0.00190405,99467,-34.2299,1.30223,9.42804,1.23045e-05,124.383,0.0405757,0.000303249,-1.98884e-17,8.16585e-17,0.0038081,198932,-6.18581,1.30812,1.70377,3.40441e-05,23.0454,0.0290032,0.0011738,0,0,0.00190405,99466
7,-1.68468,1.40616,0.374994,1.32098e-05,10.2352,0.0117857,0.00112084,1.92678e-17,-1.06114e-17,0.00365837,194746,-1.21955,1.43692,0.271464,9.12364e-06,9.16257,0.00922467,0.000989048,0,0,0.00182918,97373,-29.7889,1.30314,8.17763,1.4698e-05,108.635,0.0414341,0.000354731,5.44181e-17,1.74252e-16,0.00365837,194746,-6.68369,1.3081,1.8348,3.27546e-05,24.8919,0.0295668,0.00110782,0,0,0.00182918,97373
8,-1.1428,1.44737,0.247484,2.52071e-05,9.31772,0.0154417,0.0016324,-1.67684e-18,-2.18953e-17,0.000320312,12256,-0.776213,1.48866,0.168105,1.85553e-05,9.53275,0.0133442,0.00139051,0,0,0.000160156,6128,-14.7352,1.30262,4.06643,3.95471e-05,53.6404,0.0477645,0.000827959,7.87307e-18,6.34671e-17,0.000316691,12088,-6.75685,1.30666,1.86469,4.31197e-05,25.0203,0.0340245,0.00126731,0,0,0.000158345,6044
9,-1.11169,1.53037,0.0812365,1.4944e-05,27.5228,0.0202971,0.000736264,-2.42218e-18,1.06093e-16,0.00345183,189404,-0.651477,1.549,0.0476068,1.27503e-05,29.9206,0.0195365,0.000652637,0,0,0.00172592,94702,-22.1754,1.2887,6.43892,1.52421e-05,76.5263,0.0355582,0.000428654,-1.39145e-17,-1.1394e-16,0.00345179,189402,-4.74824,1.29879,1.37872,3.55926e-05,17.0779,0.0255927,0.00139073,0,0,0.00172589,94701
10,-1.59058,1.43815,0.294088,1.52704e-05,12.003,0.0136577,0.00111808,1.0253e-17,-1.93259e-18,0.00355115,192106,-1.20672,1.46072,0.223118,1.00641e-05,11.0084,0.0105893,0.000950409,0,0,0.00177557,96053,-15.0044,1.30473,4.10601,3.3422e-05,55.0734,0.0444672,0.00075161,-9.46734e-18,-2.21159e-16,0.00355115,192106,-6.17906,1.30976,1.69092,4.0579e-05,23.1713,0.0317372,0.00127859,0,0,0.00177557,96053
