loop#,ALPHA[AXIS_X_R_RP:0.1],ANGLE[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],RMAJOR[AXIS_X_R_RP:0.1],RMINOR[AXIS_X_R_RP:0.1],X_AVERAGE[AXIS_X_R_RP:0.1],X_P_AVE[AXIS_X_R_RP:0.1],I_TOT[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_Z_ZP:0.1],ANGLE[AXIS_X_Z_ZP:0.1],BETA[AXIS_X_Z_ZP:0.1],EPSILON[AXIS_X_Z_ZP:0.1],GAMMA[AXIS_X_Z_ZP:0.1],RMAJOR[AXIS_X_Z_ZP:0.1],RMINOR[AXIS_X_Z_ZP:0.1],X_AVERAGE[AXIS_X_Z_ZP:0.1],X_P_AVE[AXIS_X_Z_ZP:0.1],I_TOT[AXIS_X_Z_ZP:0.1],N_PARTICLES[AXIS_X_Z_ZP:0.1],ALPHA[AXIS_X_R_RP:0.4],ANGLE[AXIS_X_R_RP:0.4],BETA[AXIS_X_R_RP:0.4],EPSILON[AXIS_X_R_RP:0.4],GAMMA[AXIS_X_R_RP:0.4],RMAJOR[AXIS_X_R_RP:0.4],RMINOR[AXIS_X_R_RP:0.4],X_AVERAGE[AXIS_X_R_RP:0.4],X_P_AVE[AXIS_X_R_RP:0.4],I_TOT[AXIS_X_R_RP:0.4],N_PARTICLES[AXIS_X_R_RP:0.4],ALPHA[AXIS_X_Z_ZP:0.4],ANGLE[AXIS_X_Z_ZP:0.4],BETA[AXIS_X_Z_ZP:0.4],EPSILON[AXIS_X_Z_ZP:0.4],GAMMA[AXIS_X_Z_ZP:0.4],RMAJOR[AXIS_X_Z_ZP:0.4],RMINOR[AXIS_X_Z_ZP:0.4],X_AVERAGE[AXIS_X_Z_ZP:0.4],X_P_AVE[AXIS_X_Z_ZP:0.4],I_TOT[AXIS_X_Z_ZP:0.4],N_PARTICLES[AXIS_X_Z_ZP:0.4]
01,-3.71563,1.44834,0.489903,6.1163e-05,30.2221,0.043318,0.00141196,-2.46158e-17,-1.38006e-16,0.00384845,199996,-3.36325,1.45009,0.443442,3.3786e-05,27.7634,0.0308512,0.00109513,0,0,0.00192423,99998,-23.1342,1.22219,8.42195,5.04382e-05,63.6657,0.0602932,0.000836549,-1.32603e-16,6.29327e-17,0.00384845,199996,-4.08024,1.23804,1.48541,0.000142985,11.8812,0.0435943,0.0032799,0,0,0.00192423,99998
2,-0.530441,1.33365,0.499396,1.95721e-05,2.56583,0.00726141,0.00269536,7.5642e-18,-5.42267e-18,0.00190043,58430,-0.263815,1.50615,0.24837,1.96767e-05,4.30648,0.00922351,0.00213332,0,0,0.000950217,29215,-5.86424,1.1735,2.5213,1.97187e-05,14.0361,0.0180359,0.0010933,-5.94802e-18,-1.62588e-17,0.00189912,58374,-4.01662,1.18306,1.72692,1.43947e-05,9.9213,0.0129007,0.00111581,0,0,0.000949558,29187
3,-0.279974,1.53136,0.149076,2.87522e-05,7.2338,0.0144328,0.00199215,6.06541e-19,-3.31833e-17,0.00384595,199932,-0.157357,1.55785,0.0837844,2.55788e-05,12.2309,0.0176891,0.00144602,0,0,0.00192298,99966,-8.19899,1.2857,2.43581,3.74714e-05,28.0086,0.0337574,0.00111002,8.07815e-17,-4.68063e-17,0.00384595,199932,-5.84035,1.28921,1.73508,2.63027e-05,20.2351,0.0240141,0.0010953,0,0,0.00192298,99966
4,-0.202286,1.54764,0.117646,2.15322e-05,8.84789,0.0138063,0.00155959,-8.94511e-18,-1.19169e-17,0.00384732,199968,-0.117066,1.5629,0.0680803,1.86041e-05,14.8898,0.0166442,0.00111775,0,0,0.00192366,99984,-11.4847,1.30891,3.10011,3.16083e-05,42.8687,0.0381091,0.000829415,4.94157e-17,1.56743e-16,0.00384732,199968,-6.72942,1.31223,1.8165,2.69717e-05,25.4803,0.0271155,0.000994695,0,0,0.00192366,99984
5,-0.212021,1.55186,0.0926126,1.81952e-05,11.2831,0.0143308,0.00126966,8.29727e-18,-2.4258e-17,0.00384784,199982,-0.135975,1.56284,0.0593971,1.4185e-05,17.1471,0.0155964,0.000909506,0,0,0.00192392,99991,-16.9762,1.32022,4.35926,2.40303e-05,66.3395,0.0412137,0.000583065,-4.72611e-17,2.84184e-16,0.00384788,199984,-7.3318,1.32358,1.88271,2.78203e-05,29.0833,0.0293357,0.000948343,0,0,0.00192394,99992
6,-0.192087,1.55131,0.104149,1.39327e-05,9.95588,0.0117798,0.00118276,7.31453e-19,-1.46148e-17,0.00384792,199984,-0.121828,1.56283,0.0660566,1.09834e-05,15.3632,0.0129904,0.0008455,0,0,0.00192396,99992,-20.5828,1.32924,5.08224,1.97679e-05,83.556,0.0418565,0.000472277,-4.20217e-17,-3.75268e-16,0.00384792,199984,-7.61599,1.33245,1.88052,2.67117e-05,31.3761,0.0297916,0.000896621,0,0,0.00192396,99992
7,-0.330036,1.52281,0.158099,1.10711e-05,7.0141,0.00882209,0.00125493,3.27687e-18,9.82202e-18,0.00384762,199976,-0.199249,1.55235,0.0954446,9.16934e-06,10.8932,0.00999587,0.000917312,0,0,0.00192381,99988,-24.8525,1.33485,5.98431,1.84953e-05,103.378,0.0449725,0.000411258,9.18881e-18,2.58941e-16,0.00384762,199976,-8.12884,1.33772,1.95736,2.82731e-05,34.2695,0.0319916,0.000883764,0,0,0.00192381,99988
8,-0.664607,1.46334,0.228197,1.01788e-05,6.31779,0.00806458,0.00126217,-1.80087e-18,-1.03217e-17,0.00384666,199948,-0.393627,1.52413,0.135155,8.59317e-06,8.54533,0.00857843,0.00100172,0,0,0.00192333,99974,-27.6202,1.33361,6.68521,1.97832e-05,114.263,0.048914,0.000404448,-5.119e-17,8.18077e-17,0.00384666,199948,-8.34578,1.33639,2.02002,3.27364e-05,34.9758,0.0347883,0.000941018,0,0,0.00192333,99974
9,-0.864616,1.44413,0.252115,1.09698e-05,6.93161,0.00878899,0.00124813,1.35967e-17,3.20478e-17,0.00383292,199580,-0.551953,1.50177,0.160943,8.59206e-06,8.10629,0.00836526,0.00102711,0,0,0.00191646,99790,-33.3069,1.32809,8.25332,1.68446e-05,134.533,0.0490415,0.000343476,-3.1112e-17,2.03391e-16,0.00383291,199578,-8.25978,1.33108,2.04674,3.39625e-05,33.8215,0.0348888,0.000973449,0,0,0.00191645,99789
10,-1.02872,1.45779,0.224398,1.30511e-05,9.17239,0.0110106,0.00118532,2.25887e-18,-1.19572e-17,0.0034566,189164,-0.730548,1.49422,0.159358,9.18893e-06,9.62423,0.00943141,0.00097429,0,0,0.0017283,94582,-32.6367,1.32236,8.28666,1.70149e-05,128.659,0.0482701,0.000352494,-1.22492e-17,3.62272e-16,0.0034566,189164,-7.82216,1.32576,1.98609,3.5496e-05,31.3108,0.0343633,0.00103296,0,0,0.0017283,94582
11,-2.23676,1.44442,0.339908,1.15936e-05,17.6609,0.0144239,0.000803779,-4.85069e-18,-9.56211e-18,0.00271582,167782,-1.49719,1.46559,0.227518,8.66026e-06,14.2476,0.0111695,0.000775351,0,0,0.00135791,83891,-27.6567,1.31303,7.30016,2.29165e-05,104.915,0.0507086,0.000451925,4.08574e-17,2.99599e-17,0.00271555,167774,-7.10955,1.31722,1.87661,4.45732e-05,27.4675,0.0361447,0.00123319,0,0,0.00135777,83887
12,-1.20948,1.47428,0.195912,2.27099e-05,12.5712,0.016975,0.00133785,2.44474e-18,-7.00616e-17,0.00302062,176288,-0.949995,1.49361,0.153878,1.44567e-05,12.3636,0.0134089,0.00107814,0,0,0.00151031,88144,-17.5092,1.29958,4.88351,2.99072e-05,62.9815,0.0450467,0.000663914,5.17223e-17,1.31077e-16,0.00301824,176204,-6.34158,1.30465,1.76874,4.12865e-05,23.3022,0.0321472,0.0012843,0,0,0.00150912,88102
