t#,time,x0,x1,x2,v1,v2,v3
0,0,-0.005,0.00279997,0,-21268.7,-1223.03,2494.99,
1,6.7274e-09,-0.00513489,0.00280549,0,-19105,2937.61,2284.17,
2,1.34548e-08,-0.00526068,0.00284013,0,-18565.7,7383.46,973.15,
3,2.01822e-08,-0.00538787,0.00290483,0,-19462.3,11827.7,-1430.73,
4,2.47677e-08,-0.00548001,0.00296575,0,-20827.4,14716.5,-3644.4,
5,2.77482e-08,-0.00554384,0.00301227,0,-22048.2,16475.3,-5304.14,
6,3.07286e-08,-0.00561168,0.0030638,0,-23514.8,18072.4,-7113.28,
7,3.49051e-08,-0.00571487,0.00314345,0,-25983.7,20013,-9852.93,
8,3.887e-08,-0.00582318,0.00322589,0,-28626.1,21515.6,-12620.1,
9,4.28349e-08,-0.00594143,0.0033136,0,-30962.6,22660.5,-15493.2,
10,4.75594e-08,-0.00609335,0.00342282,0,-33258.9,23473.1,-18977,
11,5.56899e-08,-0.00637551,0.00361468,0,-35858.7,23412.3,-24868.2,
12,6.38205e-08,-0.00667196,0.00379856,0,-36798.4,21541.3,-30273.1,
13,7.1951e-08,-0.00696975,0.00396139,0,-36217.7,18321.5,-34886.1,
14,8.22484e-08,-0.00733054,0.00412266,0,-33474.2,12746.8,-39309.8,
15,9.38386e-08,-0.00768656,0.00422627,0,-27445.8,4880.91,-42079.1,
16,1.02068e-07,-0.00788835,0.00424074,0,-21290.9,-1426.87,-42461,
17,1.10298e-07,-0.00803243,0.00420231,0,-13506.4,-7910.28,-41448.1,
18,1.19144e-07,-0.00811088,0.00410203,0,-4135.98,-14686.8,-38781,
19,1.31574e-07,-0.00808006,0.0038667,0,8860.82,-22774.2,-32351.5,
20,1.37444e-07,-0.00801198,0.00372452,0,14218.9,-25520.5,-28331.3,
21,1.43314e-07,-0.00791465,0.00356936,0,18805.7,-27137.2,-23808,
22,1.49594e-07,-0.00778359,0.00339721,0,22772.2,-27433.9,-18599.4,
23,1.54181e-07,-0.00767356,0.00327279,0,25149.9,-26672.7,-14693.1,
24,1.5736e-07,-0.00759123,0.00318949,0,26631.4,-25698.8,-12002.7,
25,1.60539e-07,-0.00750439,0.00310967,0,27986,-24480.5,-9363.59,
26,1.67876e-07,-0.00728887,0.0029429,0,30655.8,-20770.7,-3632.66,
27,1.75213e-07,-0.00705646,0.00280801,0,32522.6,-15785.3,1247.81,
28,1.79194e-07,-0.00692577,0.00275147,0,33077.1,-12559.3,3367.5,
29,1.85463e-07,-0.00671734,0.00268991,0,33284.7,-7022.42,5731.3,
30,1.91732e-07,-0.00651023,0.00266407,0,32647.6,-1181.61,6742.14,
