t#,time,x0,x1,x2,v1,v2,v3
0,0,-0.005,0.00139996,0,-21929.9,-1063.6,2344.4,
1,8.92877e-09,-0.00517747,0.00140566,0,-18359.5,2344.76,2122.91,
2,1.56156e-08,-0.00529711,0.00142958,0,-17705.3,4767.66,1203.53,
3,2.11924e-08,-0.00539736,0.0014612,0,-18438.8,6516.15,13.3472,
4,2.51272e-08,-0.00547209,0.00148889,0,-19641.3,7526.99,-1007.67,
5,2.68153e-08,-0.00550582,0.00150192,0,-20329.8,7891.72,-1480.99,
6,2.85034e-08,-0.00554079,0.0015155,0,-21120.4,8184.35,-1970.31,
7,3.32289e-08,-0.00564682,0.00155527,0,-23896.2,8532.13,-3378.59,
8,3.7238e-08,-0.00574852,0.00158913,0,-26956,8271.29,-4549.81,
9,4.35033e-08,-0.00593295,0.0016371,0,-31727,6834.04,-6168.84,
10,4.59712e-08,-0.00601322,0.00165289,0,-33289.1,5930.81,-6691.75,
11,4.84772e-08,-0.00609844,0.00166648,0,-34693,4908.16,-7138.06,
12,5.46705e-08,-0.00632221,0.00168855,0,-37394.9,2179.03,-7854.88,
13,5.9941e-08,-0.00652369,0.00169359,0,-38952.8,-280.575,-8017.01,
14,6.56193e-08,-0.00674791,0.00168447,0,-39892,-2916.51,-7723.95,
15,7.14908e-08,-0.00698311,0.00165966,0,-40109.5,-5500.96,-6922.07,
16,7.84162e-08,-0.00725926,0.0016117,0,-39484,-8306.03,-5345.64,
17,8.53415e-08,-0.00752794,0.00154543,0,-37966.4,-10756.9,-3103.29,
18,9.2663e-08,-0.00779733,0.00145888,0,-35473.6,-12765.5,-42.274,
19,9.71904e-08,-0.00795346,0.00139909,0,-33429.6,-13584.3,2174.86,
20,1.00163e-07,-0.00805056,0.0013582,0,-31859.5,-13886.7,3746.69,
21,1.04262e-07,-0.0081762,0.00130114,0,-29401.4,-13873.7,6024.51,
22,1.07394e-07,-0.00826506,0.00125817,0,-27289,-13508.4,7812.7,
23,1.10527e-07,-0.00834659,0.00121684,0,-24647.9,-12816.2,9598.32,
24,1.13987e-07,-0.00842574,0.00117441,0,-20978.1,-11636.4,11506.4,
25,1.1937e-07,-0.00852042,0.00111856,0,-13964.8,-8941.15,14147.8,
26,1.24754e-07,-0.0085741,0.00107983,0,-5843.53,-5317.49,16078.2,
27,1.30348e-07,-0.00858186,0.00106219,0,3089.57,-923.312,16986.7,
28,1.3606e-07,-0.0085386,0.00107011,0,11949.2,3661.09,16576.1,
29,1.42874e-07,-0.00842483,0.00111192,0,21089.3,8415.72,14471.3,
30,1.48473e-07,-0.00829017,0.00116751,0,26678,11257.7,11820.5,
31,1.52929e-07,-0.00816411,0.00122118,0,29786.6,12706.1,9400.68,
32,1.57386e-07,-0.0080253,0.00127969,0,32437.6,13436.3,6898.28,
33,1.60466e-07,-0.00792288,0.00132135,0,34023.1,13567.4,5192.43,
34,1.63547e-07,-0.00781589,0.00136303,0,35405,13459.9,3541.97,
35,1.68718e-07,-0.00762772,0.00143121,0,37293,12821.1,951.13,
36,1.73434e-07,-0.00744857,0.00148947,0,38613.2,11828.4,-1168.88,
37,1.78151e-07,-0.0072641,0.00154229,0,39546,10523,-3025.25,
38,1.84634e-07,-0.00700527,0.00160364,0,40163.1,8337.43,-5112.77,
39,1.92195e-07,-0.0067021,0.00165561,0,39841.1,5332.23,-6830.34,
40,1.97562e-07,-0.00649067,0.00167793,0,38826.5,2957.69,-7555.54,
41,2.04137e-07,-0.00624197,0.00168751,0,36653.5,-43.5925,-7864.85,
42,2.0858e-07,-0.00608357,0.00168287,0,34565.6,-2035.31,-7714.8,
43,2.11271e-07,-0.00599256,0.00167581,0,33033.5,-3203.83,-7485.55,
44,2.14264e-07,-0.00589655,0.00166445,0,31097.4,-4350.63,-7114.43,
45,2.18028e-07,-0.00578459,0.00164587,0,28316.8,-5454.65,-6502.21,
46,2.21589e-07,-0.00568883,0.00162511,0,25525,-6146.53,-5810.14,
47,2.2515e-07,-0.00560216,0.0016025,0,23236,-6495.92,-5046.58,
48,2.28521e-07,-0.00552682,0.00158049,0,21535.5,-6513.32,-4293.21,
49,2.31135e-07,-0.00547194,0.00156368,0,20509.6,-6331.65,-3710.91,
50,2.34081e-07,-0.00541287,0.00154548,0,19646,-6007.34,-3073.58,
51,2.39683e-07,-0.00530559,0.00151417,0,18832.3,-5112.35,-1959.82,
52,2.45746e-07,-0.00519101,0.00148697,0,19194.9,-3810.89,-972.932,
53,2.50811e-07,-0.0050906,0.00147084,0,20624.9,-2534.82,-378.806,
54,2.5525e-07,-0.00499459,0.00146224,0,22786.5,-1330.63,-59.141,
55,2.59402e-07,-0.00489434,0.00145911,0,25650.1,-174.327,57.647,
56,2.63553e-07,-0.00478034,0.00146079,0,29427.7,976.163,-4.92613,
57,2.66438e-07,-0.00469101,0.00146473,0,32496.4,1756.08,-152.407,
58,2.69457e-07,-0.00458835,0.00147123,0,35454.5,2542.98,-394.57,
59,2.72049e-07,-0.00449347,0.00147866,0,37729.1,3186.76,-670.399,
60,2.74758e-07,-0.00438835,0.00148815,0,39826.7,3805.81,-1020.86,
61,2.79697e-07,-0.00418371,0.00150936,0,42887.1,4738.75,-1797.47,
62,2.84636e-07,-0.00396583,0.00153449,0,45238.5,5389.27,-2705.71,
63,2.89575e-07,-0.00373788,0.00156205,0,46958.4,5712.11,-3687.24,
64,2.94892e-07,-0.00348447,0.00159249,0,48297.4,5667.8,-4754.81,
65,3.02542e-07,-0.00310957,0.00163347,0,49610.2,4914.15,-6166.75,
66,3.09241e-07,-0.00277443,0.0016624,0,50410.3,3626.21,-7147.48,
67,3.14794e-07,-0.00249299,0.00167856,0,50955.8,2135.91,-7690.37,
68,3.21489e-07,-0.0021496,0.00168547,0,51647.6,-165.254,-7921.57,
69,3.28526e-07,-0.0017824,0.00167417,0,52801.2,-3127.31,-7541.97,
70,3.35281e-07,-0.00141981,0.00164232,0,54775.4,-6353.65,-6456.76,
71,3.42035e-07,-0.00103925,0.00158786,0,58262.1,-9789.31,-4552.89,
72,3.46769e-07,-0.00075465,0.00153579,0,62208,-12205.5,-2671.61,
73,3.50949e-07,-0.000484806,0.00148041,0,67185.1,-14268.4,-600.473,
74,3.55009e-07,-0.000199185,0.00141861,0,73837,-16151.7,1806.58,
75,3.58495e-07,7.0922e-05,0.00135969,0,81476.2,-17627.8,4207.54,
76,3.61981e-07,0.00037138,0.00129597,0,91305.4,-18886.1,6936.07,
77,3.65467e-07,0.000710601,0.0012284,0,103795,-19799.9,10002.2,
78,3.68495e-07,0.00104448,0.00116786,0,117111,-20091.3,12925.2,
79,3.71638e-07,0.00143771,0.00110516,0,133645,-19679.3,16158.2,
80,3.75212e-07,0.00195441,0.00103728,0,156112,-18066.5,19936.7,
81,3.78787e-07,0.00255882,0.000977738,0,182756,-14990.7,23537.1,
