t#,time,x0,x1,x2,v1,v2,v3
0,0,-0.005,0.00349927,0,-20844.2,772.607,-7534.6,
1,1.06953e-08,-0.0052192,0.00353482,0,-20746.9,5839.09,-8778.21,
2,2.13905e-08,-0.00545481,0.00362228,0,-23700,10375,-11782.9,
3,2.62561e-08,-0.00557502,0.00367702,0,-25788.8,12063.4,-13627.2,
4,3.11217e-08,-0.00570652,0.00373894,0,-28342.7,13303.6,-15681.7,
5,3.53711e-08,-0.00583225,0.00379698,0,-30798,13934.7,-17578.3,
6,3.98719e-08,-0.00597596,0.00386025,0,-32981.2,14099.4,-19615.4,
7,4.6634e-08,-0.0062077,0.00395415,0,-35388.4,13535.4,-22581.2,
8,5.33962e-08,-0.00645231,0.00404159,0,-36790.6,12204.5,-25284.4,
9,6.30726e-08,-0.00681115,0.00414603,0,-37032.6,9197.85,-28442.1,
10,7.2749e-08,-0.00716246,0.00421652,0,-35246.8,5229.87,-30529.7,
11,8.24254e-08,-0.00748678,0.00424492,0,-31420.9,551.218,-31360,
12,9.0776e-08,-0.00772932,0.00423139,0,-26429.1,-3832.14,-30966.6,
13,1.01898e-07,-0.00797538,0.00415576,0,-17328.7,-9718.94,-28757,
14,1.11955e-07,-0.00809969,0.0040333,0,-7207.94,-14508.5,-25120.9,
15,1.22013e-07,-0.0081191,0.00386774,0,3280.35,-18152.2,-20067.6,
16,1.27808e-07,-0.00808349,0.00375859,0,8932.77,-19394.6,-16636,
17,1.33827e-07,-0.00801343,0.00364033,0,14235.7,-19690.3,-12818,
18,1.38753e-07,-0.00793373,0.00354474,0,18041,-18991.5,-9647.02,
19,1.43678e-07,-0.00783659,0.00345458,0,21315.5,-17487,-6580.5,
20,1.50126e-07,-0.00768736,0.00335123,0,24852.6,-14358.3,-2966.3,
21,1.55296e-07,-0.00755248,0.00328537,0,27269.2,-11007.1,-602.502,
22,1.60466e-07,-0.00740597,0.00323843,0,29353.5,-7080.7,1113.44,
23,1.65636e-07,-0.00724954,0.00321259,0,31102.9,-2890.53,2070.36,
24,1.73203e-07,-0.00700677,0.0032144,0,32882,3362.99,2002.33,
25,1.77401e-07,-0.00686754,0.00323566,0,33397.3,6749.33,1211.56,
26,1.79668e-07,-0.00679166,0.00325298,0,33533.3,8520.81,570.741,
27,1.81992e-07,-0.00671366,0.00327483,0,33568.1,10266,-233.415,
28,1.85953e-07,-0.00658099,0.00332104,0,33364.1,13019.1,-1918.65,
29,1.91739e-07,-0.0063902,0.00340662,0,32467.1,16433,-4984.45,
30,2.00382e-07,-0.0061199,0.00356542,0,29817.9,19995.1,-10496.7,
31,2.09025e-07,-0.00587875,0.00374691,0,25798.3,21736.9,-16544.6,
32,2.1437e-07,-0.00574858,0.00386436,0,22872.9,22133,-20330.8,
33,2.20607e-07,-0.00561594,0.00400222,0,19806.3,21950.4,-24660.2,
34,2.28e-07,-0.00548006,0.00416079,0,17081.5,20773,-29501.6,
35,2.35393e-07,-0.00536176,0.00430643,0,15013,18435.6,-33830.9,
36,2.42786e-07,-0.00525693,0.00443092,0,13412.7,15095,-37451.5,
37,2.53829e-07,-0.00511937,0.00456352,0,11590.1,8675.94,-41234.6,
38,2.65882e-07,-0.00498866,0.00461938,0,10210.1,463.09,-42808,
39,2.78713e-07,-0.00486313,0.00456724,0,9485.64,-8532.58,-41337.3,
40,2.8914e-07,-0.0047647,0.00444256,0,9505.75,-15243.1,-37769.3,
41,2.99566e-07,-0.00466202,0.00425308,0,10308.5,-20891.8,-32202.8,
42,3.09407e-07,-0.0045544,0.00402687,0,11646.7,-24818.7,-25301.1,
43,3.1467e-07,-0.00449074,0.00389226,0,12581.3,-26256.1,-21043.5,
44,3.20164e-07,-0.00441847,0.00374531,0,13746.3,-27108.1,-16250.2,
45,3.27611e-07,-0.00431004,0.00354271,0,15344.1,-27071.3,-9359.1,
46,3.3711e-07,-0.00415664,0.00329409,0,16874.9,-24834.5,-373.442,
47,3.40762e-07,-0.00409411,0.00320618,0,17363.1,-23251.9,2967.17,
48,3.44414e-07,-0.00402991,0.00312468,0,17786.6,-21329.8,6150.43,
49,3.49494e-07,-0.00393832,0.0030242,0,18240.4,-18116.2,10199.6,
50,3.54575e-07,-0.00384484,0.00294166,0,18538.3,-14281.3,13638.6,
51,3.60879e-07,-0.00372716,0.00286848,0,18765.9,-8825.19,16780.3,
52,3.67957e-07,-0.00359363,0.00282945,0,18964.8,-2144.16,18494.4,
53,3.73608e-07,-0.00348605,0.00283267,0,19108.5,3269.65,18351.5,
