t#,time,x0,x1,x2,v1,v2,v3
0,0,-0.005,6.965e-06,0,-20920.8,-5104.25,10365.1,
1,1.42437e-10,-0.00500297,6.41458e-06,0,-20824.7,-2517.96,11275.9,
2,2.84874e-10,-0.00500593,6.26967e-06,0,-20729.3,518.039,11542,
3,4.27311e-10,-0.00500888,6.55721e-06,0,-20634.8,3453.79,11025.4,
4,5.46471e-10,-0.00501133,7.09424e-06,0,-20556.3,5479.98,10171.5,
5,6.65631e-10,-0.00501378,7.84392e-06,0,-20478.4,7025.19,9172.7,
6,7.8774e-10,-0.00501627,8.77585e-06,0,-20399.1,8174.14,8165.68,
7,9.27272e-10,-0.00501911,9.98426e-06,0,-20309.2,9087.99,7134.99,
8,1.10348e-09,-0.00502268,1.16572e-05,0,-20196.8,9842.13,6053.07,
9,1.43306e-09,-0.0050293,1.50435e-05,0,-19989.6,10609.7,4578.32,
10,1.76264e-09,-0.00503586,1.86092e-05,0,-19786.5,10987.6,3580.72,
11,2.1193e-09,-0.00504288,2.25714e-05,0,-19571.2,11209.1,2817.25,
12,2.53003e-09,-0.00505087,2.72074e-05,0,-19329,11352.3,2178.91,
13,3.016e-09,-0.00506019,3.27498e-05,0,-19050.3,11448,1620.8,
14,3.59883e-09,-0.0050712,3.94424e-05,0,-18726.9,11511.6,1117.22,
15,4.30016e-09,-0.0050842,4.75317e-05,0,-18353.3,11552.2,650.916,
16,5.13104e-09,-0.00509927,5.7141e-05,0,-17932.1,11575.1,213.07,
17,6.04783e-09,-0.00511551,6.77579e-05,0,-17493.4,11583.4,-185.352,
18,7.03023e-09,-0.00513248,7.91369e-05,0,-17052.9,11580.7,-552.624,
19,8.2114e-09,-0.00515233,9.28083e-05,0,-16562.3,11566.5,-943.529,
20,9.73967e-09,-0.00517719,0.000110462,0,-15988.6,11534.6,-1398.4,
21,1.18312e-08,-0.0052099,0.000134524,0,-15309.7,11469.3,-1965.02,
22,1.50209e-08,-0.00525737,0.000170888,0,-14499.1,11322.7,-2757.8,
23,1.83766e-08,-0.00530518,0.000208536,0,-14081.7,11103.5,-3535.7,
24,2.33424e-08,-0.00537549,0.000262603,0,-14433.7,10647.1,-4613.48,
25,2.89077e-08,-0.00546021,0.0003202,0,-16282,10045.1,-5733.85,
26,3.69772e-08,-0.00561266,0.000397683,0,-22226.7,9177.04,-7216.09,
27,4.09147e-08,-0.00570896,0.00043304,0,-26917.6,8782.2,-7886.1,
28,4.47246e-08,-0.0058221,0.000465752,0,-32458.7,8384.6,-8503.07,
29,5.02217e-08,-0.00601983,0.000510077,0,-39148.3,7716.08,-9334.89,
30,5.4693e-08,-0.00620401,0.000543111,0,-42975.2,7037.81,-9951.59,
31,6.03168e-08,-0.00645471,0.000579834,0,-45942.1,5982.44,-10633.6,
32,6.59406e-08,-0.0067183,0.000609982,0,-47575.5,4710.31,-11190.4,
33,7.40353e-08,-0.00710652,0.000639812,0,-48061.4,2614.29,-11737.9,
34,8.26279e-08,-0.00751528,0.000651933,0,-46777.7,182.656,-11958.7,
35,8.95171e-08,-0.00783018,0.000646368,0,-44436.8,-1788.99,-11858.3,
36,9.8075e-08,-0.0081907,0.000620993,0,-39399.8,-4088.43,-11403.5,
37,1.0198e-07,-0.00833851,0.000603206,0,-36114,-5007.96,-11086.6,
38,1.08419e-07,-0.0085462,0.000566532,0,-27819.2,-6349.98,-10436.8,
39,1.13922e-07,-0.00867409,0.00052871,0,-18364.2,-7382.88,-9770.87,
40,1.19269e-07,-0.00874452,0.000486737,0,-7816.81,-8303.27,-9036.38,
41,1.27994e-07,-0.0087308,0.000408326,0,10778.2,-9636.26,-7677.33,
42,1.3672e-07,-0.00856398,0.000319073,0,26845.6,-10798.5,-6158.34,
43,1.42091e-07,-0.00839859,0.000259294,0,34362.8,-11450.4,-5170.99,
44,1.46166e-07,-0.00824978,0.000211727,0,38411.3,-11880.6,-4419.23,
45,1.49381e-07,-0.00812236,0.000173077,0,40807.1,-12157.4,-3850,
46,1.5186e-07,-0.00801913,0.000142707,0,42406.6,-12329,-3450.91,
47,1.5381e-07,-0.00793538,0.000118568,0,43504.6,-12433.2,-3188.14,
48,1.55392e-07,-0.0078659,9.88438e-05,0,44289.5,-12492,-3036.37,
49,1.56676e-07,-0.00780869,8.27917e-05,0,44854.5,-12517.4,-2985.03,
50,1.57731e-07,-0.00776112,6.95779e-05,0,45270.2,-12516,-3025.73,
51,1.58608e-07,-0.0077213,5.86164e-05,0,45584.5,-12489.4,-3155.43,
52,1.59342e-07,-0.00768772,4.94593e-05,0,45833,-12435.4,-3375.48,
53,1.59963e-07,-0.0076592,4.17621e-05,0,46032.7,-12347.7,-3691.53,
54,1.60493e-07,-0.00763478,3.52546e-05,0,46195.5,-12215.1,-4114.05,
55,1.60949e-07,-0.00761366,2.97186e-05,0,46330.2,-12018.6,-4659.97,
56,1.61349e-07,-0.00759512,2.49692e-05,0,46443.8,-11725.5,-5356.83,
57,1.61749e-07,-0.00757654,2.03772e-05,0,46553.4,-11203.6,-6377.79,
58,1.62148e-07,-0.00755791,1.60796e-05,0,46659.1,-10184.5,-7904.78,
59,1.62455e-07,-0.00754359,1.31644e-05,0,46737.4,-8675.03,-9537.24,
60,1.62691e-07,-0.00753256,1.13329e-05,0,46796,-6714.01,-11006.4,
61,1.62926e-07,-0.00752152,1.00768e-05,0,46853.3,-3768.06,-12329.7,
62,1.6311e-07,-0.00751291,9.64614e-06,0,46896.9,-857.699,-12864.1,
63,1.63294e-07,-0.0075043,9.77051e-06,0,46939.7,2192.63,-12704.8,
64,1.63471e-07,-0.00749596,1.04007e-05,0,46980.3,4821.03,-11957.3,
65,1.63649e-07,-0.00748761,1.14494e-05,0,47020.1,6887.58,-10898.6,
66,1.63827e-07,-0.00747925,1.28142e-05,0,47059.1,8394.69,-9784.93,
67,1.64012e-07,-0.00747052,1.44809e-05,0,47099.1,9499.67,-8716.03,
68,1.64235e-07,-0.00746,1.67071e-05,0,47146,10391.6,-7630.48,
69,1.64552e-07,-0.00744507,2.01305e-05,0,47210.5,11164.1,-6447.12,
70,1.64935e-07,-0.00742698,2.45134e-05,0,47285.1,11687.5,-5440.09,
71,1.65358e-07,-0.00740695,2.95342e-05,0,47363.5,12010.4,-4682.98,
72,1.6585e-07,-0.00738362,3.55022e-05,0,47449,12222.5,-4095.38,
73,1.66443e-07,-0.00735546,4.27955e-05,0,47544.1,12364.5,-3641.12,
74,1.67182e-07,-0.00732027,5.19749e-05,0,47650.6,12457.5,-3303.82,
75,1.68161e-07,-0.00727357,6.42001e-05,0,47770.6,12513.2,-3079.01,
76,1.69417e-07,-0.00721347,7.99377e-05,0,47889.6,12532.1,-2991.74,
77,1.71073e-07,-0.0071341,0.000100676,0,47984.8,12514.3,-3056.3,
78,1.73004e-07,-0.00704142,0.000124789,0,48007.2,12461.2,-3263.68,
79,1.76252e-07,-0.00688568,0.000165064,0,47830.6,12327.8,-3764.34,
80,1.79501e-07,-0.00673095,0.00020485,0,47387.4,12163.3,-4352.77,
81,1.82918e-07,-0.00657036,0.000246094,0,46520.2,11972.2,-5013.45,
82,1.88253e-07,-0.00632781,0.000309061,0,44220.8,11614.2,-6076.67,
83,1.93208e-07,-0.00611626,0.000365586,0,40900.3,11189.8,-7063.88,
84,1.98321e-07,-0.00591981,0.000421552,0,35631.3,10690.9,-8060.13,
85,2.01706e-07,-0.00580654,0.000457133,0,31178.8,10331.4,-8700.26,
86,2.03523e-07,-0.00575228,0.000475733,0,28504.6,10138.1,-9036.52,
87,2.1261e-07,-0.00554496,0.000563792,0,18265.1,9286.21,-10639.9,
88,2.21697e-07,-0.00540345,0.000645361,0,13635.4,8673.74,-12136.9,
89,2.31212e-07,-0.00527967,0.000724557,0,13036.1,7943.99,-13597.7,
90,2.37559e-07,-0.00519247,0.000773091,0,14629.1,7326.22,-14495.9,
91,2.44275e-07,-0.00508541,0.000819693,0,17461.5,6525.38,-15360.4,
92,2.51376e-07,-0.00494645,0.000862456,0,21968.6,5490.2,-16155.7,
93,2.58982e-07,-0.00475417,0.000899586,0,29029.9,4255.06,-16848.2,
94,2.6924e-07,-0.004403,0.000933906,0,38871.8,2394.59,-17491,
95,2.79852e-07,-0.00395329,0.000947799,0,45371.9,164.728,-17752.8,
96,2.90465e-07,-0.00344904,0.000936023,0,49347.5,-2451.26,-17528.8,
